# ec/tools/ec_timer_capture.py, read-only, ECMG window 0xfe410000 via /dev/mem
# started 2026-09-24T20:50:32.957+02:00  host mattone  kernel 7.2.7
# power: AC0.online=1 BAT0.status=Charging BAT0.capacity=91 hidpp_battery_1.online=1 hidpp_battery_1.status=Discharging ucsi-source-psy-USBC000:001.online=0 ucsi-source-psy-USBC000:001.status=Not charging
# interval 0.002s  seconds 120.0  1 addresses: 0x06d6
# note: issue #257 arm 1: 0x06D6 alone, NixOS, no vendor service (Linux), uniwill_laptop loaded
# note: loadavg at start: 7.01 5.59 3.84; operator activity on the machine not controlled or recorded
# baseline 2026-09-24T20:50:32.968+02:00: 0x06D6=0x08
ts,addr,old,new
2026-09-24T20:51:00.036+02:00,0x06D6,0x07,0x06
2026-09-24T20:51:00.136+02:00,0x06D6,0x06,0x05
2026-09-24T20:51:00.236+02:00,0x06D6,0x05,0x04
2026-09-24T20:51:00.334+02:00,0x06D6,0x04,0x03
2026-09-24T20:51:00.434+02:00,0x06D6,0x03,0x02
2026-09-24T20:51:00.534+02:00,0x06D6,0x02,0x01
2026-09-24T20:51:00.634+02:00,0x06D6,0x01,0x00
2026-09-24T20:51:00.734+02:00,0x06D6,0x00,0x09
2026-09-24T20:51:00.834+02:00,0x06D6,0x09,0x08
2026-09-24T20:51:00.934+02:00,0x06D6,0x08,0x07
2026-09-24T20:51:01.032+02:00,0x06D6,0x07,0x06
2026-09-24T20:51:01.132+02:00,0x06D6,0x06,0x05
2026-09-24T20:51:01.232+02:00,0x06D6,0x05,0x04
2026-09-24T20:51:01.332+02:00,0x06D6,0x04,0x03
2026-09-24T20:51:01.432+02:00,0x06D6,0x03,0x02
2026-09-24T20:51:01.532+02:00,0x06D6,0x02,0x01
2026-09-24T20:51:01.632+02:00,0x06D6,0x01,0x00
2026-09-24T20:51:01.730+02:00,0x06D6,0x00,0x09
2026-09-24T20:51:01.830+02:00,0x06D6,0x09,0x08
2026-09-24T20:51:01.930+02:00,0x06D6,0x08,0x07
2026-09-24T20:51:02.030+02:00,0x06D6,0x07,0x06
2026-09-24T20:51:02.130+02:00,0x06D6,0x06,0x05
2026-09-24T20:51:02.230+02:00,0x06D6,0x05,0x04
2026-09-24T20:51:02.330+02:00,0x06D6,0x04,0x03
2026-09-24T20:51:02.428+02:00,0x06D6,0x03,0x02
2026-09-24T20:51:02.528+02:00,0x06D6,0x02,0x01
2026-09-24T20:51:02.628+02:00,0x06D6,0x01,0x00
2026-09-24T20:51:02.728+02:00,0x06D6,0x00,0x09
2026-09-24T20:51:02.828+02:00,0x06D6,0x09,0x08
2026-09-24T20:51:02.928+02:00,0x06D6,0x08,0x07
2026-09-24T20:51:03.028+02:00,0x06D6,0x07,0x06
2026-09-24T20:51:03.128+02:00,0x06D6,0x06,0x05
2026-09-24T20:51:03.226+02:00,0x06D6,0x05,0x04
2026-09-24T20:51:03.326+02:00,0x06D6,0x04,0x03
2026-09-24T20:51:03.426+02:00,0x06D6,0x03,0x02
2026-09-24T20:51:03.526+02:00,0x06D6,0x02,0x01
2026-09-24T20:51:03.626+02:00,0x06D6,0x01,0x00
2026-09-24T20:51:03.726+02:00,0x06D6,0x00,0x09
2026-09-24T20:51:03.826+02:00,0x06D6,0x09,0x08
2026-09-24T20:51:03.924+02:00,0x06D6,0x08,0x07
2026-09-24T20:51:04.024+02:00,0x06D6,0x07,0x06
2026-09-24T20:51:04.124+02:00,0x06D6,0x06,0x05
2026-09-24T20:51:04.224+02:00,0x06D6,0x05,0x04
2026-09-24T20:51:04.324+02:00,0x06D6,0x04,0x03
2026-09-24T20:51:04.424+02:00,0x06D6,0x03,0x02
2026-09-24T20:51:04.524+02:00,0x06D6,0x02,0x01
2026-09-24T20:51:04.622+02:00,0x06D6,0x01,0x00
2026-09-24T20:51:04.722+02:00,0x06D6,0x00,0x09
2026-09-24T20:51:04.822+02:00,0x06D6,0x09,0x08
2026-09-24T20:51:04.922+02:00,0x06D6,0x08,0x07
2026-09-24T20:51:05.022+02:00,0x06D6,0x07,0x06
2026-09-24T20:51:05.122+02:00,0x06D6,0x06,0x05
2026-09-24T20:51:05.222+02:00,0x06D6,0x05,0x04
2026-09-24T20:51:05.322+02:00,0x06D6,0x04,0x03
2026-09-24T20:51:05.420+02:00,0x06D6,0x03,0x02
2026-09-24T20:51:05.520+02:00,0x06D6,0x02,0x01
2026-09-24T20:51:05.620+02:00,0x06D6,0x01,0x00
2026-09-24T20:51:05.720+02:00,0x06D6,0x00,0x09
2026-09-24T20:51:05.820+02:00,0x06D6,0x09,0x08
2026-09-24T20:51:05.920+02:00,0x06D6,0x08,0x07
2026-09-24T20:51:06.020+02:00,0x06D6,0x07,0x06
2026-09-24T20:51:06.118+02:00,0x06D6,0x06,0x05
2026-09-24T20:51:06.218+02:00,0x06D6,0x05,0x04
2026-09-24T20:51:06.318+02:00,0x06D6,0x04,0x03
2026-09-24T20:51:06.418+02:00,0x06D6,0x03,0x02
2026-09-24T20:51:06.518+02:00,0x06D6,0x02,0x01
2026-09-24T20:51:06.618+02:00,0x06D6,0x01,0x00
2026-09-24T20:51:06.718+02:00,0x06D6,0x00,0x09
2026-09-24T20:51:06.816+02:00,0x06D6,0x09,0x08
2026-09-24T20:51:06.916+02:00,0x06D6,0x08,0x07
2026-09-24T20:51:07.016+02:00,0x06D6,0x07,0x06
2026-09-24T20:51:07.116+02:00,0x06D6,0x06,0x05
2026-09-24T20:51:07.216+02:00,0x06D6,0x05,0x04
2026-09-24T20:51:07.316+02:00,0x06D6,0x04,0x03
2026-09-24T20:51:07.416+02:00,0x06D6,0x03,0x02
2026-09-24T20:51:07.514+02:00,0x06D6,0x02,0x01
2026-09-24T20:51:07.614+02:00,0x06D6,0x01,0x00
2026-09-24T20:51:07.714+02:00,0x06D6,0x00,0x09
2026-09-24T20:51:07.814+02:00,0x06D6,0x09,0x08
2026-09-24T20:51:07.914+02:00,0x06D6,0x08,0x07
2026-09-24T20:51:08.014+02:00,0x06D6,0x07,0x06
2026-09-24T20:51:08.114+02:00,0x06D6,0x06,0x05
2026-09-24T20:51:08.214+02:00,0x06D6,0x05,0x04
2026-09-24T20:51:08.312+02:00,0x06D6,0x04,0x03
2026-09-24T20:51:08.412+02:00,0x06D6,0x03,0x02
2026-09-24T20:51:08.512+02:00,0x06D6,0x02,0x01
2026-09-24T20:51:08.612+02:00,0x06D6,0x01,0x00
2026-09-24T20:51:08.712+02:00,0x06D6,0x00,0x09
2026-09-24T20:51:08.812+02:00,0x06D6,0x09,0x08
2026-09-24T20:51:08.912+02:00,0x06D6,0x08,0x07
2026-09-24T20:51:09.010+02:00,0x06D6,0x07,0x06
2026-09-24T20:51:09.110+02:00,0x06D6,0x06,0x05
2026-09-24T20:51:09.210+02:00,0x06D6,0x05,0x04
2026-09-24T20:51:09.310+02:00,0x06D6,0x04,0x03
2026-09-24T20:51:09.410+02:00,0x06D6,0x03,0x02
2026-09-24T20:51:09.510+02:00,0x06D6,0x02,0x01
2026-09-24T20:51:09.610+02:00,0x06D6,0x01,0x00
2026-09-24T20:51:09.708+02:00,0x06D6,0x00,0x09
2026-09-24T20:51:09.808+02:00,0x06D6,0x09,0x08
2026-09-24T20:51:09.908+02:00,0x06D6,0x08,0x07
2026-09-24T20:51:10.008+02:00,0x06D6,0x07,0x06
2026-09-24T20:51:10.108+02:00,0x06D6,0x06,0x05
2026-09-24T20:51:10.208+02:00,0x06D6,0x05,0x04
2026-09-24T20:51:10.308+02:00,0x06D6,0x04,0x03
2026-09-24T20:51:10.406+02:00,0x06D6,0x03,0x02
2026-09-24T20:51:10.506+02:00,0x06D6,0x02,0x01
2026-09-24T20:51:10.606+02:00,0x06D6,0x01,0x00
2026-09-24T20:51:10.706+02:00,0x06D6,0x00,0x09
2026-09-24T20:51:10.806+02:00,0x06D6,0x09,0x08
2026-09-24T20:51:10.906+02:00,0x06D6,0x08,0x07
