program,addr,name,size,seed_basis,annotated,type,basis,evidence,out_file
ACPIDriverDll,180008C68,FUN_180008c68,494,auto,no,,,,
ACPIDriverDll,180008E58,DrawCheckBox,216,auto,yes,,,,
ACPIDriverDll,180008F30,DrawComboBorder,124,auto,yes,,,,
ACPIDriverDll,180008FAC,DrawComboDropButton,102,auto,yes,,,,
ACPIDriverDll,180009014,FUN_180009014,242,auto,no,,,,
ACPIDriverDll,180009108,DrawRadioButton,145,auto,yes,,,,
ACPIDriverDll,18000919C,FUN_18000919c,493,auto,no,,,,
ACPIDriverDll,18000938C,FUN_18000938c,301,auto,no,,,,
ACPIDriverDll,1800094BC,FUN_1800094bc,452,auto,no,,,,
ACPIDriverDll,180009680,GetRibbonStatusBarTextColor,46,auto,yes,,,,
ACPIDriverDll,1800096B0,FUN_1800096b0,11,auto,no,,,,
ACPIDriverDll,1800096BC,GetCaptionBarTextColor,71,auto,yes,,,,
ACPIDriverDll,180009704,FUN_180009704,4,auto,no,,,,
ACPIDriverDll,180009708,FUN_180009708,47,auto,no,,,,
ACPIDriverDll,180009738,GetHighlightedMenuItemTextColor,94,auto,yes,,,,
ACPIDriverDll,180009798,FUN_180009798,25,auto,no,,,,
ACPIDriverDll,1800097B4,FUN_1800097b4,6,auto,no,,,,
ACPIDriverDll,1800097BC,GetMenuItemTextColor,176,auto,yes,,,,
ACPIDriverDll,18000986C,FUN_18000986c,7,auto,no,,,,
ACPIDriverDll,180009874,FUN_180009874,6,auto,no,,,,
ACPIDriverDll,18000987C,GetPropertyGridGroupColor,93,auto,yes,,,,
ACPIDriverDll,1800098DC,FUN_1800098dc,93,auto,no,,,,
ACPIDriverDll,18000993C,GetRibbonEditBackgroundColor,96,auto,yes,,,,
ACPIDriverDll,18000999C,FUN_18000999c,170,auto,no,,,,
ACPIDriverDll,180009A48,FUN_180009a48,25,auto,no,,,,
ACPIDriverDll,180009A64,FUN_180009a64,247,auto,no,,,,
ACPIDriverDll,180009B5C,FUN_180009b5c,8,auto,no,,,,
ACPIDriverDll,180009B64,FUN_180009b64,25,auto,no,,,,
ACPIDriverDll,180009B80,GetSmartDockingBaseGuideColors,105,auto,yes,,,,
ACPIDriverDll,180009BEC,FUN_180009bec,46,auto,no,,,,
ACPIDriverDll,180009C1C,FUN_180009c1c,681,auto,no,,,,
ACPIDriverDll,180009EC8,FUN_180009ec8,114,auto,no,,,,
ACPIDriverDll,180009F3C,FUN_180009f3c,812,auto,no,,,,
ACPIDriverDll,18000A268,GetToolTipInfo,48,auto,yes,,,,
ACPIDriverDll,18000A298,FUN_18000a298,374,auto,no,,,,
ACPIDriverDll,18000A410,GetToolbarDisabledTextColor,46,auto,yes,,,,
ACPIDriverDll,18000A440,FUN_18000a440,46,auto,no,,,,
ACPIDriverDll,18000A470,FUN_18000a470,88,auto,no,,,,
ACPIDriverDll,18000A4C8,FUN_18000a4c8,93,auto,no,,,,
ACPIDriverDll,18000A528,FUN_18000a528,7,auto,no,,,,
ACPIDriverDll,18000A530,FUN_18000a530,117,auto,no,,,,
ACPIDriverDll,18000A5A8,FUN_18000a5a8,117,auto,no,,,,
ACPIDriverDll,18000A620,FUN_18000a620,278,auto,no,,,,
ACPIDriverDll,18000A738,FUN_18000a738,311,auto,no,,,,
ACPIDriverDll,18000A870,OnDrawBrowseButton,250,auto,yes,,,,
ACPIDriverDll,18000A96C,OnDrawButtonBorder,217,auto,yes,,,,
ACPIDriverDll,18000AA48,FUN_18000aa48,132,auto,no,,,,
ACPIDriverDll,18000AACC,OnDrawCaptionBarBorder,243,auto,yes,,,,
ACPIDriverDll,18000ABC0,OnDrawCaptionBarButtonBorder,151,auto,yes,,,,
ACPIDriverDll,18000AC58,FUN_18000ac58,200,auto,no,,,,
ACPIDriverDll,18000AD20,FUN_18000ad20,477,auto,no,,,,
ACPIDriverDll,18000AF00,FUN_18000af00,81,auto,no,,,,
ACPIDriverDll,18000AF54,OnDrawCheckBoxEx,703,auto,yes,,,,
ACPIDriverDll,18000B214,OnDrawComboBorder,213,auto,yes,,,,
ACPIDriverDll,18000B2EC,FUN_18000b2ec,514,auto,no,,,,
ACPIDriverDll,18000B4F0,OnDrawControlBorder,311,auto,yes,,,,
ACPIDriverDll,18000B628,FUN_18000b628,525,auto,no,,,,
ACPIDriverDll,18000B838,OnDrawEditBorder,45,auto,yes,,,,
