file_offset,region,runtime,opcode,length,disp,target,target_offset,in_region,target_class,frame_onto,frame_over,calls_stub,calls_trampoline
0x11442,bank1,0x9442,sjmp,2,0x00,0x9444,0x11444,yes,other,24,0,,
0x1144B,bank1,0x944B,jnc,2,0x01,0x944E,0x1144E,yes,entry,24,0,,
0x11456,bank1,0x9456,jz,2,0x02,0x945A,0x1145A,yes,entry,24,0,,
0x11458,bank1,0x9458,jnc,2,0x0C,0x9466,0x11466,yes,entry,23,1,,
0x1145F,bank1,0x945F,jb,3,0x04,0x9466,0x11466,yes,entry,24,0,,
0x11467,bank1,0x9467,jbc,3,0x83,0x93ED,0x113ED,yes,other,0,24,,
0x1146F,bank1,0x946F,jc,2,0x0D,0x947E,0x1147E,yes,entry,24,0,,
0x11478,bank1,0x9478,jc,2,0x04,0x947E,0x1147E,yes,entry,23,1,,
0x1147F,bank1,0x947F,jb,3,0x83,0x9405,0x11405,yes,other,0,24,,
0x11486,bank1,0x9486,jnz,2,0x0C,0x9494,0x11494,yes,entry,24,0,,
0x1148C,bank1,0x948C,jz,2,0x0C,0x949A,0x1149A,yes,entry,24,0,,
0x114AC,bank1,0x94AC,jb,3,0x0E,0x94BD,0x114BD,yes,other,24,0,,
0x114B5,bank1,0x94B5,jnz,2,0x06,0x94BD,0x114BD,yes,other,24,0,,
0x114BB,bank1,0x94BB,jz,2,0x01,0x94BE,0x114BE,yes,entry,24,0,,
0x114C0,bank1,0x94C0,jb,3,0xF9,0x94BC,0x114BC,yes,other,1,23,,
0x114F8,bank1,0x94F8,cjne,3,0x12,0x950D,0x1150D,yes,other,1,23,,
0x114FE,bank1,0x94FE,jnz,2,0x32,0x9532,0x11532,yes,entry,24,0,,
0x11504,bank1,0x9504,cjne,3,0x2B,0x9532,0x11532,yes,entry,24,0,,
0x1150B,bank1,0x950B,cjne,3,0x24,0x9532,0x11532,yes,entry,24,0,,
0x1151B,bank1,0x951B,cjne,3,0x03,0x9521,0x11521,yes,entry,24,0,,
0x11520,bank1,0x9520,cjne,3,0x00,0x9523,0x11523,yes,other,0,24,,
0x11534,bank1,0x9534,jnz,2,0xE0,0x9516,0x11516,yes,other,1,23,,
0x11536,bank1,0x9536,jz,2,0x15,0x954D,0x1154D,yes,entry,24,0,,
0x1153F,bank1,0x953F,jnz,2,0xF0,0x9531,0x11531,yes,other,1,23,,
0x11545,bank1,0x9545,sjmp,2,0xF0,0x9537,0x11537,yes,other,0,24,,
0x11551,bank1,0x9551,cjne,3,0x02,0x9556,0x11556,yes,other,24,0,,
0x11552,bank1,0x9552,djnz,2,0x02,0x9556,0x11556,yes,other,0,24,,
0x11554,bank1,0x9554,sjmp,2,0x2F,0x9585,0x11585,yes,entry,23,1,,
0x11556,bank1,0x9556,cjne,3,0x23,0x957C,0x1157C,yes,entry,24,0,,
0x11565,bank1,0x9565,jc,2,0x15,0x957C,0x1157C,yes,entry,23,1,,
0x11589,bank1,0x9589,jz,2,0x14,0x959F,0x1159F,yes,other,24,0,,
0x1158F,bank1,0x958F,jz,2,0x0F,0x95A0,0x115A0,yes,entry,24,0,,
0x11595,bank1,0x9595,jz,2,0x09,0x95A0,0x115A0,yes,entry,24,0,,
0x1159C,bank1,0x959C,jb,3,0x01,0x95A0,0x115A0,yes,entry,0,24,,
0x1159D,bank1,0x959D,jnz,2,0x01,0x95A0,0x115A0,yes,entry,23,1,,
0x115A7,bank1,0x95A7,jc,2,0x0E,0x95B7,0x115B7,yes,entry,23,1,,
0x115C3,bank1,0x95C3,jz,2,0x1C,0x95E1,0x115E1,yes,entry,24,0,,
0x115C9,bank1,0x95C9,jz,2,0x0A,0x95D5,0x115D5,yes,entry,24,0,,
0x115CF,bank1,0x95CF,cjne,3,0x02,0x95D4,0x115D4,yes,other,24,0,,
0x115D2,bank1,0x95D2,sjmp,2,0x01,0x95D5,0x115D5,yes,entry,22,2,,
0x115E9,bank1,0x95E9,jnz,2,0x09,0x95F4,0x115F4,yes,entry,24,0,,
0x115F2,bank1,0x95F2,sjmp,2,0x07,0x95FB,0x115FB,yes,entry,24,0,,
0x115FF,bank1,0x95FF,jnz,2,0x14,0x9615,0x11615,yes,other,24,0,,
0x11605,bank1,0x9605,jz,2,0x0F,0x9616,0x11616,yes,entry,24,0,,
0x1160B,bank1,0x960B,jz,2,0x09,0x9616,0x11616,yes,entry,24,0,,
0x11611,bank1,0x9611,jnz,2,0x1F,0x9632,0x11632,yes,entry,24,0,,
0x11613,bank1,0x9613,sjmp,2,0x2F,0x9644,0x11644,yes,entry,24,0,,
0x1161A,bank1,0x961A,jnz,2,0x15,0x9631,0x11631,yes,other,24,0,,
0x11620,bank1,0x9620,jnz,2,0x0F,0x9631,0x11631,yes,other,24,0,,
0x11626,bank1,0x9626,jnz,2,0x09,0x9631,0x11631,yes,other,24,0,,
0x1162C,bank1,0x962C,jnz,2,0x03,0x9631,0x11631,yes,other,24,0,,
0x1163E,bank1,0x963E,jnz,2,0xF1,0x9631,0x11631,yes,other,23,1,,
0x11648,bank1,0x9648,jz,2,0x1B,0x9665,0x11665,yes,other,24,0,,
0x1164E,bank1,0x964E,jnz,2,0x15,0x9665,0x11665,yes,other,24,0,,
0x11654,bank1,0x9654,jnz,2,0x0F,0x9665,0x11665,yes,other,24,0,,
0x1165A,bank1,0x965A,jnz,2,0x09,0x9665,0x11665,yes,other,24,0,,
0x11660,bank1,0x9660,jnz,2,0x03,0x9665,0x11665,yes,other,24,0,,
0x11673,bank1,0x9673,jnz,2,0x19,0x968E,0x1168E,yes,entry,24,0,,
0x11677,bank1,0x9677,jc,2,0xE0,0x9659,0x11659,yes,other,1,23,,
0x11679,bank1,0x9679,jz,2,0x13,0x968E,0x1168E,yes,entry,24,0,,
0x1167F,bank1,0x967F,jnz,2,0x1B,0x969C,0x1169C,yes,entry,24,0,,
0x11685,bank1,0x9685,jnz,2,0x46,0x96CD,0x116CD,yes,entry,24,0,,
0x1168B,bank1,0x968B,jnz,2,0x79,0x9706,0x11706,yes,entry,24,0,,
0x1169E,bank1,0x969E,jbc,3,0x19,0x96BA,0x116BA,yes,entry,24,0,,
0x116A2,bank1,0x96A2,cjne,3,0xE4,0x9689,0x11689,yes,other,0,24,,
0x116A3,bank1,0x96A3,jbc,3,0x14,0x96BA,0x116BA,yes,entry,23,1,,
0x116A7,bank1,0x96A7,cjne,3,0xE5,0x968F,0x1168F,yes,entry,0,24,,
0x116A8,bank1,0x96A8,jbc,3,0x0F,0x96BA,0x116BA,yes,entry,23,1,,
0x116AD,bank1,0x96AD,jbc,3,0x0A,0x96BA,0x116BA,yes,entry,23,1,,
0x116B2,bank1,0x96B2,jbc,3,0x05,0x96BA,0x116BA,yes,entry,23,1,,
0x116CF,bank1,0x96CF,jbc,3,0x28,0x96FA,0x116FA,yes,entry,24,0,,
0x116D3,bank1,0x96D3,cjne,3,0xE1,0x96B7,0x116B7,yes,other,0,24,,
0x116D4,bank1,0x96D4,jbc,3,0x23,0x96FA,0x116FA,yes,entry,23,1,,
0x116D9,bank1,0x96D9,jbc,3,0x1E,0x96FA,0x116FA,yes,entry,24,0,,
0x116DE,bank1,0x96DE,jbc,3,0x19,0x96FA,0x116FA,yes,entry,23,1,,
0x116E3,bank1,0x96E3,jbc,3,0x14,0x96FA,0x116FA,yes,entry,23,1,,
0x116E8,bank1,0x96E8,jbc,3,0x0F,0x96FA,0x116FA,yes,entry,23,1,,
0x116ED,bank1,0x96ED,jbc,3,0x0A,0x96FA,0x116FA,yes,entry,24,0,,
0x116F2,bank1,0x96F2,jbc,3,0x05,0x96FA,0x116FA,yes,entry,24,0,,
0x116FE,bank1,0x96FE,sjmp,2,0xBE,0x96BE,0x116BE,yes,other,24,0,,
0x116FF,bank1,0x96FF,cjne,3,0x06,0x9708,0x11708,yes,other,0,24,,
0x11704,bank1,0x9704,sjmp,2,0xB8,0x96BE,0x116BE,yes,other,24,0,,
0x11705,bank1,0x9705,cjne,3,0xD0,0x96D8,0x116D8,yes,other,0,24,,
0x11708,bank1,0x9708,jbc,3,0xF5,0x9700,0x11700,yes,entry,23,1,,
0x1170D,bank1,0x970D,jbc,3,0xF0,0x9700,0x11700,yes,entry,24,0,,
0x11712,bank1,0x9712,jbc,3,0xEB,0x9700,0x11700,yes,entry,23,1,,
0x11716,bank1,0x9716,cjne,3,0xE3,0x96FC,0x116FC,yes,other,0,24,,
0x11717,bank1,0x9717,jbc,3,0xE6,0x9700,0x11700,yes,entry,23,1,,
0x1171B,bank1,0x971B,cjne,3,0xE4,0x9702,0x11702,yes,other,0,24,,
0x1171C,bank1,0x971C,jbc,3,0xE1,0x9700,0x11700,yes,entry,23,1,,
0x11721,bank1,0x9721,jbc,3,0xDC,0x9700,0x11700,yes,entry,20,4,,
0x11723,bank1,0x9723,djnz,2,0x79,0x979E,0x1179E,yes,entry,0,24,,
0x11726,bank1,0x9726,jbc,3,0xD7,0x9700,0x11700,yes,entry,22,2,,
0x1172B,bank1,0x972B,jbc,3,0xD2,0x9700,0x11700,yes,entry,24,0,,
0x11735,bank1,0x9735,djnz,2,0xE0,0x9717,0x11717,yes,other,1,23,,
0x11737,bank1,0x9737,jnz,2,0x2E,0x9767,0x11767,yes,entry,24,0,,
0x11745,bank1,0x9745,cjne,3,0x01,0x9749,0x11749,yes,other,24,0,,
0x1174B,bank1,0x974B,jnb,3,0x07,0x9755,0x11755,yes,entry,24,0,,
0x11753,bank1,0x9753,sjmp,2,0x12,0x9767,0x11767,yes,entry,24,0,,
0x11755,bank1,0x9755,jnb,3,0x07,0x975F,0x1175F,yes,entry,23,1,,
0x1175D,bank1,0x975D,sjmp,2,0x08,0x9767,0x11767,yes,entry,24,0,,
0x1175F,bank1,0x975F,jnb,3,0x05,0x9767,0x11767,yes,entry,24,0,,
0x11772,bank1,0x9772,jnb,3,0x03,0x9778,0x11778,yes,entry,24,0,,
0x11778,bank1,0x9778,jb,3,0x09,0x9784,0x11784,yes,entry,24,0,,
0x1177F,bank1,0x977F,jz,2,0x03,0x9784,0x11784,yes,entry,24,0,,
0x11786,bank1,0x9786,sjmp,2,0xE0,0x9768,0x11768,yes,other,1,23,,
0x11798,bank1,0x9798,jb,3,0x03,0x979E,0x1179E,yes,entry,22,2,,
0x117A3,bank1,0x97A3,jz,2,0x0B,0x97B0,0x117B0,yes,entry,24,0,,
0x117AB,bank1,0x97AB,djnz,2,0x74,0x9821,0x11821,yes,other,1,23,,
0x117B4,bank1,0x97B4,cjne,3,0x0A,0x97C1,0x117C1,yes,entry,24,0,,
0x117BC,bank1,0x97BC,jb,3,0x02,0x97C1,0x117C1,yes,entry,0,24,,
0x117BD,bank1,0x97BD,jz,2,0x02,0x97C1,0x117C1,yes,entry,23,1,,
0x117BF,bank1,0x97BF,sjmp,2,0x06,0x97C7,0x117C7,yes,entry,23,1,,
0x117D5,bank1,0x97D5,cjne,3,0x1A,0x97F2,0x117F2,yes,entry,24,0,,
0x117DE,bank1,0x97DE,jnz,2,0x12,0x97F2,0x117F2,yes,entry,23,1,,
0x117FA,bank1,0x97FA,jc,2,0xE0,0x97DC,0x117DC,yes,other,1,23,,
0x117FC,bank1,0x97FC,jz,2,0x18,0x9816,0x11816,yes,other,24,0,,
0x11802,bank1,0x9802,djnz,2,0xF0,0x97F4,0x117F4,yes,other,1,23,,
0x11819,bank1,0x9819,sjmp,2,0xE0,0x97FB,0x117FB,yes,other,1,23,,
0x11824,bank1,0x9824,jnz,2,0x00,0x9826,0x11826,yes,entry,24,0,,
0x11830,bank1,0x9830,djnz,2,0xF0,0x9822,0x11822,yes,other,1,23,,
0x11836,bank1,0x9836,jnb,3,0x03,0x983C,0x1183C,yes,entry,22,2,,
0x11841,bank1,0x9841,jz,2,0x05,0x9848,0x11848,yes,entry,24,0,,
0x1185A,bank1,0x985A,cjne,3,0x12,0x986F,0x1186F,yes,other,6,18,,
0x1185B,bank1,0x985B,djnz,2,0x12,0x986F,0x1186F,yes,other,0,24,,
0x1185D,bank1,0x985D,cjne,3,0x12,0x9872,0x11872,yes,entry,8,16,,
0x11860,bank1,0x9860,cjne,3,0x12,0x9875,0x11875,yes,other,9,15,,
0x11881,bank1,0x9881,cjne,3,0x07,0x988B,0x1188B,yes,other,0,24,,
0x11888,bank1,0x9888,jnz,2,0x19,0x98A3,0x118A3,yes,entry,23,1,,
0x1188E,bank1,0x988E,cjne,3,0x12,0x98A3,0x118A3,yes,entry,24,0,,
0x118C2,bank1,0x98C2,jnc,2,0x02,0x98C6,0x118C6,yes,entry,0,24,,
0x118D0,bank1,0x98D0,jz,2,0x03,0x98D5,0x118D5,yes,entry,24,0,,
0x118DA,bank1,0x98DA,sjmp,2,0xE0,0x98BC,0x118BC,yes,other,3,21,,
0x118E0,bank1,0x98E0,cjne,3,0x28,0x990B,0x1190B,yes,entry,1,23,,
0x118E5,bank1,0x98E5,sjmp,2,0x17,0x98FE,0x118FE,yes,entry,24,0,,
0x118EA,bank1,0x98EA,jc,2,0x12,0x98FE,0x118FE,yes,entry,22,2,,
0x118F0,bank1,0x98F0,cjne,3,0x0B,0x98FE,0x118FE,yes,entry,24,0,,
0x118F7,bank1,0x98F7,jz,2,0x0C,0x9905,0x11905,yes,entry,24,0,,
0x11900,bank1,0x9900,sjmp,2,0x74,0x9976,0x11976,yes,other,1,23,,
0x11909,bank1,0x9909,jnz,2,0x13,0x991E,0x1191E,yes,entry,24,0,,
0x1191E,bank1,0x991E,jnb,3,0x18,0x9939,0x11939,yes,entry,24,0,,
0x11923,bank1,0x9923,jnz,2,0x14,0x9939,0x11939,yes,entry,23,1,,
0x1192F,bank1,0x992F,djnz,2,0x40,0x9971,0x11971,yes,entry,1,23,,
0x11930,bank1,0x9930,jc,2,0x07,0x9939,0x11939,yes,entry,22,2,,
0x11937,bank1,0x9937,sjmp,2,0x12,0x994B,0x1194B,yes,entry,24,0,,
0x1193F,bank1,0x993F,jc,2,0x0A,0x994B,0x1194B,yes,entry,23,1,,
0x11949,bank1,0x9949,sjmp,2,0xF0,0x993B,0x1193B,yes,other,2,22,,
0x11962,bank1,0x9962,sjmp,2,0x74,0x99D8,0x119D8,yes,other,1,23,,
0x11967,bank1,0x9967,sjmp,2,0x95,0x98FE,0x118FE,yes,entry,24,0,,
0x1196D,bank1,0x996D,jnz,2,0x16,0x9985,0x11985,yes,entry,24,0,,
0x11985,bank1,0x9985,jnb,3,0x13,0x999B,0x1199B,yes,entry,24,0,,
0x1198A,bank1,0x998A,jnz,2,0x0F,0x999B,0x1199B,yes,entry,23,1,,
0x11996,bank1,0x9996,djnz,2,0x40,0x99D8,0x119D8,yes,other,3,21,,
0x11997,bank1,0x9997,jc,2,0x02,0x999B,0x1199B,yes,entry,20,4,,
0x11999,bank1,0x9999,sjmp,2,0x00,0x999B,0x1199B,yes,entry,19,5,,
0x119AB,bank1,0x99AB,sjmp,2,0x74,0x9A21,0x11A21,yes,entry,1,23,,
0x119B2,bank1,0x99B2,sjmp,2,0x74,0x9A28,0x11A28,yes,other,1,23,,
0x119D3,bank1,0x99D3,jnz,2,0x02,0x99D7,0x119D7,yes,other,24,0,,
0x119DB,bank1,0x99DB,cjne,3,0x28,0x9A06,0x11A06,yes,other,1,23,,
0x11A03,bank1,0x9A03,jbc,3,0x00,0x9A06,0x11A06,yes,other,1,23,,
0x11A12,bank1,0x9A12,sjmp,2,0xF0,0x9A04,0x11A04,yes,entry,0,24,,
0x11A30,bank1,0x9A30,jbc,3,0x01,0x9A34,0x11A34,yes,entry,1,23,,
0x11A45,bank1,0x9A45,jb,3,0x19,0x9A61,0x11A61,yes,entry,24,0,,
0x11A4E,bank1,0x9A4E,cjne,3,0x06,0x9A57,0x11A57,yes,entry,24,0,,
0x11A5D,bank1,0x9A5D,jc,2,0x02,0x9A61,0x11A61,yes,entry,24,0,,
0x11A65,bank1,0x9A65,jnb,3,0x03,0x9A6B,0x11A6B,yes,entry,24,0,,
0x11A69,bank1,0x9A69,djnz,2,0xC4,0x9A2F,0x11A2F,yes,other,0,24,,
0x11A6C,bank1,0x9A6C,jb,3,0x74,0x9AE3,0x11AE3,yes,other,0,24,,
0x11A75,bank1,0x9A75,sjmp,2,0xF0,0x9A67,0x11A67,yes,other,2,22,,
0x11A7C,bank1,0x9A7C,jb,3,0x19,0x9A98,0x11A98,yes,entry,24,0,,
0x11A85,bank1,0x9A85,cjne,3,0x06,0x9A8E,0x11A8E,yes,entry,24,0,,
0x11A94,bank1,0x9A94,jc,2,0x02,0x9A98,0x11A98,yes,entry,24,0,,
0x11A99,bank1,0x9A99,jb,3,0x74,0x9B10,0x11B10,yes,other,0,24,,
0x11AA2,bank1,0x9AA2,sjmp,2,0xF0,0x9A94,0x11A94,yes,other,4,20,,
0x11AA9,bank1,0x9AA9,jb,3,0x19,0x9AC5,0x11AC5,yes,entry,24,0,,
0x11AB2,bank1,0x9AB2,cjne,3,0x06,0x9ABB,0x11ABB,yes,entry,24,0,,
0x11AC1,bank1,0x9AC1,jc,2,0x02,0x9AC5,0x11AC5,yes,entry,24,0,,
0x11AC6,bank1,0x9AC6,jb,3,0x74,0x9B3D,0x11B3D,yes,other,0,24,,
0x11ACF,bank1,0x9ACF,sjmp,2,0xF0,0x9AC1,0x11AC1,yes,other,0,24,,
0x11AD4,bank1,0x9AD4,djnz,2,0x02,0x9AD8,0x11AD8,yes,entry,1,23,,
0x11AEE,bank1,0x9AEE,jz,2,0x03,0x9AF3,0x11AF3,yes,entry,24,0,,
0x11B07,bank1,0x9B07,jz,2,0x06,0x9B0F,0x11B0F,yes,entry,24,0,,
0x11B18,bank1,0x9B18,jc,2,0x1B,0x9B35,0x11B35,yes,entry,22,2,,
0x11B1E,bank1,0x9B1E,jz,2,0x15,0x9B35,0x11B35,yes,entry,24,0,,
0x11B24,bank1,0x9B24,jz,2,0x0F,0x9B35,0x11B35,yes,entry,24,0,,
0x11B2A,bank1,0x9B2A,cjne,3,0x08,0x9B35,0x11B35,yes,entry,24,0,,
0x11B31,bank1,0x9B31,jnz,2,0x02,0x9B35,0x11B35,yes,entry,24,0,,
0x11B33,bank1,0x9B33,sjmp,2,0x07,0x9B3C,0x11B3C,yes,entry,23,1,,
0x11B41,bank1,0x9B41,jbc,3,0x03,0x9B47,0x11B47,yes,entry,0,24,,
0x11B42,bank1,0x9B42,jz,2,0x03,0x9B47,0x11B47,yes,entry,23,1,,
0x11B4B,bank1,0x9B4B,jbc,3,0x90,0x9ADE,0x11ADE,yes,entry,2,22,,
0x11B59,bank1,0x9B59,jnc,2,0x03,0x9B5E,0x11B5E,yes,entry,24,0,,
0x11B5F,bank1,0x9B5F,jnb,3,0x74,0x9BD6,0x11BD6,yes,entry,0,24,,
0x11B65,bank1,0x9B65,jnb,3,0x74,0x9BDC,0x11BDC,yes,other,0,24,,
0x11B68,bank1,0x9B68,jnb,3,0x90,0x9AFB,0x11AFB,yes,other,1,23,,
0x11B6B,bank1,0x9B6B,jnb,3,0x74,0x9BE2,0x11BE2,yes,other,2,22,,
0x11B71,bank1,0x9B71,jnb,3,0x74,0x9BE8,0x11BE8,yes,other,0,24,,
0x11B77,bank1,0x9B77,jnb,3,0x74,0x9BEE,0x11BEE,yes,entry,3,21,,
0x11B7D,bank1,0x9B7D,jnb,3,0x74,0x9BF4,0x11BF4,yes,other,0,24,,
0x11B87,bank1,0x9B87,jnb,3,0xE0,0x9B6A,0x11B6A,yes,entry,0,24,,
0x11B8A,bank1,0x9B8A,jb,3,0x0B,0x9B98,0x11B98,yes,entry,24,0,,
0x11B8D,bank1,0x9B8D,djnz,2,0xF7,0x9B86,0x11B86,yes,entry,24,0,,
0x11B8F,bank1,0x9B8F,djnz,2,0xF5,0x9B86,0x11B86,yes,entry,24,0,,
0x11B92,bank1,0x9B92,jnb,3,0x74,0x9C09,0x11C09,yes,other,1,23,,
0x11B99,bank1,0x9B99,jnb,3,0xE0,0x9B7C,0x11B7C,yes,entry,0,24,,
0x11BA1,bank1,0x9BA1,jnb,3,0xE0,0x9B84,0x11B84,yes,other,0,24,,
0x11BA9,bank1,0x9BA9,jnb,3,0x74,0x9C20,0x11C20,yes,entry,0,24,,
0x11BB4,bank1,0x9BB4,cjne,3,0x2F,0x9BE6,0x11BE6,yes,entry,24,0,,
0x11BCF,bank1,0x9BCF,jb,3,0xC3,0x9B95,0x11B95,yes,other,1,23,,
0x11BD3,bank1,0x9BD3,jc,2,0x11,0x9BE6,0x11BE6,yes,entry,24,0,,
0x11BDB,bank1,0x9BDB,jc,2,0x09,0x9BE6,0x11BE6,yes,entry,24,0,,
0x11BE4,bank1,0x9BE4,sjmp,2,0x12,0x9BF8,0x11BF8,yes,entry,24,0,,
0x11BEC,bank1,0x9BEC,jc,2,0x0A,0x9BF8,0x11BF8,yes,entry,23,1,,
0x11BF6,bank1,0x9BF6,sjmp,2,0xF0,0x9BE8,0x11BE8,yes,other,2,22,,
0x11C13,bank1,0x9C13,jnz,2,0xB4,0x9BC9,0x11BC9,yes,other,0,24,,
0x11C14,bank1,0x9C14,cjne,3,0x02,0x9C19,0x11C19,yes,other,23,1,,
0x11C17,bank1,0x9C17,sjmp,2,0x20,0x9C39,0x11C39,yes,entry,21,3,,
0x11C18,bank1,0x9C18,jb,3,0x30,0x9C4B,0x11C4B,yes,entry,0,24,,
0x11C19,bank1,0x9C19,cjne,3,0x02,0x9C1E,0x11C1E,yes,other,23,1,,
0x11C1A,bank1,0x9C1A,jnb,3,0x80,0x9B9D,0x11B9D,yes,other,0,24,,
0x11C1C,bank1,0x9C1C,sjmp,2,0x10,0x9C2E,0x11C2E,yes,entry,21,3,,
0x11C1D,bank1,0x9C1D,jbc,3,0x20,0x9C40,0x11C40,yes,entry,1,23,,
0x11C1E,bank1,0x9C1E,cjne,3,0x02,0x9C23,0x11C23,yes,entry,22,2,,
0x11C1F,bank1,0x9C1F,jb,3,0x80,0x9BA2,0x11BA2,yes,other,0,24,,
0x11C21,bank1,0x9C21,sjmp,2,0x21,0x9C44,0x11C44,yes,entry,20,4,,
0x11C25,bank1,0x9C25,jb,3,0xB4,0x9BDC,0x11BDC,yes,other,3,21,,
0x11C27,bank1,0x9C27,cjne,3,0x02,0x9C2C,0x11C2C,yes,entry,20,4,,
0x11C2A,bank1,0x9C2A,sjmp,2,0x25,0x9C51,0x11C51,yes,entry,23,1,,
0x11C2C,bank1,0x9C2C,sjmp,2,0x21,0x9C4F,0x11C4F,yes,entry,23,1,,
0x11C30,bank1,0x9C30,jb,3,0xB4,0x9BE7,0x11BE7,yes,other,3,21,,
0x11C32,bank1,0x9C32,cjne,3,0x02,0x9C37,0x11C37,yes,entry,20,4,,
0x11C35,bank1,0x9C35,sjmp,2,0x1A,0x9C51,0x11C51,yes,entry,18,6,,
0x11C37,bank1,0x9C37,sjmp,2,0x16,0x9C4F,0x11C4F,yes,entry,24,0,,
0x11C3B,bank1,0x9C3B,jb,3,0xB4,0x9BF2,0x11BF2,yes,entry,1,23,,
0x11C3D,bank1,0x9C3D,cjne,3,0x02,0x9C42,0x11C42,yes,entry,22,2,,
0x11C40,bank1,0x9C40,sjmp,2,0x0F,0x9C51,0x11C51,yes,entry,23,1,,
0x11C42,bank1,0x9C42,sjmp,2,0x0B,0x9C4F,0x11C4F,yes,entry,24,0,,
0x11C46,bank1,0x9C46,jb,3,0xB4,0x9BFD,0x11BFD,yes,other,1,23,,
0x11C48,bank1,0x9C48,cjne,3,0x02,0x9C4D,0x11C4D,yes,entry,22,2,,
0x11C4B,bank1,0x9C4B,sjmp,2,0x04,0x9C51,0x11C51,yes,entry,20,4,,
0x11C4D,bank1,0x9C4D,sjmp,2,0x00,0x9C4F,0x11C4F,yes,entry,24,0,,
0x11C54,bank1,0x9C54,jnb,3,0x74,0x9CCB,0x11CCB,yes,other,0,24,,
0x11C5A,bank1,0x9C5A,jnb,3,0x74,0x9CD1,0x11CD1,yes,entry,0,24,,
0x11C5D,bank1,0x9C5D,jnb,3,0x90,0x9BF0,0x11BF0,yes,other,1,23,,
0x11C60,bank1,0x9C60,jnb,3,0x74,0x9CD7,0x11CD7,yes,other,2,22,,
0x11C66,bank1,0x9C66,jnb,3,0x74,0x9CDD,0x11CDD,yes,other,0,24,,
0x11C6C,bank1,0x9C6C,jnb,3,0x74,0x9CE3,0x11CE3,yes,other,0,24,,
0x11C72,bank1,0x9C72,jnb,3,0x74,0x9CE9,0x11CE9,yes,other,0,24,,
0x11C78,bank1,0x9C78,jnb,3,0x74,0x9CEF,0x11CEF,yes,entry,0,24,,
0x11C7B,bank1,0x9C7B,jbc,3,0x90,0x9C0E,0x11C0E,yes,entry,1,23,,
0x11C7E,bank1,0x9C7E,jnb,3,0x74,0x9CF5,0x11CF5,yes,entry,2,22,,
0x11C84,bank1,0x9C84,jnb,3,0x74,0x9CFB,0x11CFB,yes,other,0,24,,
0x11C8A,bank1,0x9C8A,jnb,3,0x74,0x9D01,0x11D01,yes,other,0,24,,
0x11C94,bank1,0x9C94,jnb,3,0xE0,0x9C77,0x11C77,yes,entry,0,24,,
0x11C97,bank1,0x9C97,jb,3,0x0B,0x9CA5,0x11CA5,yes,entry,24,0,,
0x11C9A,bank1,0x9C9A,djnz,2,0xF7,0x9C93,0x11C93,yes,entry,24,0,,
0x11C9C,bank1,0x9C9C,djnz,2,0xF5,0x9C93,0x11C93,yes,entry,24,0,,
0x11C9F,bank1,0x9C9F,jnb,3,0x74,0x9D16,0x11D16,yes,entry,1,23,,
0x11CA6,bank1,0x9CA6,jnb,3,0xE0,0x9C89,0x11C89,yes,entry,0,24,,
0x11CAA,bank1,0x9CAA,jnb,3,0xE0,0x9C8D,0x11C8D,yes,other,0,24,,
0x11CAE,bank1,0x9CAE,jnb,3,0xE0,0x9C91,0x11C91,yes,other,0,24,,
0x11CB2,bank1,0x9CB2,jnb,3,0xE0,0x9C95,0x11C95,yes,other,0,24,,
0x11CB7,bank1,0x9CB7,jb,3,0x90,0x9C4A,0x11C4A,yes,entry,1,23,,
0x11CBA,bank1,0x9CBA,jnb,3,0x74,0x9D31,0x11D31,yes,other,2,22,,
0x11CC4,bank1,0x9CC4,jb,3,0x0F,0x9CD6,0x11CD6,yes,entry,24,0,,
0x11CCB,bank1,0x9CCB,cjne,3,0x08,0x9CD6,0x11CD6,yes,entry,24,0,,
0x11CD2,bank1,0x9CD2,jz,2,0x02,0x9CD6,0x11CD6,yes,entry,24,0,,
0x11CDA,bank1,0x9CDA,jc,2,0x0B,0x9CE7,0x11CE7,yes,other,24,0,,
0x11CE2,bank1,0x9CE2,jc,2,0x03,0x9CE7,0x11CE7,yes,other,24,0,,
0x11CEC,bank1,0x9CEC,jz,2,0x06,0x9CF4,0x11CF4,yes,entry,24,0,,
0x11CFE,bank1,0x9CFE,jnz,2,0x16,0x9D16,0x11D16,yes,entry,24,0,,
0x11D16,bank1,0x9D16,jnb,3,0x17,0x9D30,0x11D30,yes,entry,22,2,,
0x11D1B,bank1,0x9D1B,jnz,2,0x13,0x9D30,0x11D30,yes,entry,23,1,,
0x11D27,bank1,0x9D27,djnz,2,0x40,0x9D69,0x11D69,yes,other,3,21,,
0x11D28,bank1,0x9D28,jc,2,0x06,0x9D30,0x11D30,yes,entry,20,4,,
0x11D2E,bank1,0x9D2E,sjmp,2,0x00,0x9D30,0x11D30,yes,entry,24,0,,
0x11D58,bank1,0x9D58,sjmp,2,0x60,0x9DBA,0x11DBA,yes,other,0,24,,
0x11D59,bank1,0x9D59,jz,2,0x29,0x9D84,0x11D84,yes,entry,23,1,,
0x11D60,bank1,0x9D60,jbc,3,0x21,0x9D84,0x11D84,yes,entry,0,24,,
0x11D61,bank1,0x9D61,jnz,2,0x21,0x9D84,0x11D84,yes,entry,23,1,,
