addr,total,main_ec,pd_image,common,bank0,bank1,pd-image
0x06CC,5,5,0,0,2,3,0
0x06CD,3,3,0,0,0,3,0
0x06CE,5,5,0,0,0,5,0
0x06CF,5,5,0,0,0,5,0
0x06D0,3,3,0,0,0,3,0
0x06D1,8,8,0,0,4,4,0
0x06D2,3,3,0,0,0,3,0
0x06D3,0,0,0,0,0,0,0
0x06D4,5,5,0,0,0,5,0
0x06D5,0,0,0,0,0,0,0
0x06D6,1,1,0,0,0,1,0
0x06D7,0,0,0,0,0,0,0
0x06D8,2,2,0,0,0,2,0
0x06D9,3,3,0,0,0,3,0
0x06DA,5,5,0,0,0,5,0
0x06DB,4,4,0,0,2,2,0
0x06DC,0,0,0,0,0,0,0
0x06DD,0,0,0,0,0,0,0
0x06DE,0,0,0,0,0,0,0
0x06DF,0,0,0,0,0,0,0
0x06E0,0,0,0,0,0,0,0
0x06E1,23,23,0,0,0,23,0
0x06E2,3,3,0,0,3,0,0
0x06E3,5,5,0,0,2,3,0
0x06E4,3,3,0,0,0,3,0
0x06E5,0,0,0,0,0,0,0
0x06E6,65,65,0,0,34,31,0
0x06E7,11,11,0,0,11,0,0
0x06E8,6,6,0,0,6,0,0
0x06E9,0,0,0,0,0,0,0
0x06EA,5,5,0,0,5,0,0
0x06EB,1,1,0,0,1,0,0
0x06EC,2,2,0,0,2,0,0
0x06ED,0,0,0,0,0,0,0
0x06EE,0,0,0,0,0,0,0
0x06EF,0,0,0,0,0,0,0
0x06F0,0,0,0,0,0,0,0
0x06F1,1,1,0,0,0,1,0
0x06F2,2,2,0,0,0,2,0
0x06F3,1,1,0,0,0,1,0
0x06F4,0,0,0,0,0,0,0
0x06F5,0,0,0,0,0,0,0
0x06F6,0,0,0,0,0,0,0
0x06F7,1,1,0,0,0,1,0
0x06F8,6,6,0,0,0,6,0
0x06F9,3,3,0,0,0,3,0
0x06FA,1,1,0,0,0,1,0
0x06FB,5,5,0,0,0,5,0
0x06FC,5,5,0,0,0,5,0
0x06FD,4,4,0,0,0,4,0
0x06FE,4,4,0,0,0,4,0
0x06FF,10,10,0,0,0,10,0
0x0700,1,1,0,0,0,1,0
0x0701,0,0,0,0,0,0,0
0x0702,1,1,0,0,0,1,0
0x0703,0,0,0,0,0,0,0
0x0704,6,6,0,0,1,5,0
0x0705,2,2,0,0,0,2,0
0x0706,1,1,0,0,0,1,0
0x0707,3,3,0,0,0,3,0
0x0708,0,0,0,0,0,0,0
0x0709,3,3,0,0,0,3,0
0x070A,3,3,0,0,3,0,0
0x070B,2,2,0,0,0,2,0
0x070C,6,6,0,0,0,6,0
0x070D,4,4,0,0,0,4,0
0x070E,2,2,0,0,0,2,0
0x070F,2,2,0,0,0,2,0
0x0710,1,1,0,0,0,1,0
0x0711,0,0,0,0,0,0,0
0x0712,0,0,0,0,0,0,0
0x0713,0,0,0,0,0,0,0
0x0714,0,0,0,0,0,0,0
0x0715,0,0,0,0,0,0,0
0x0716,0,0,0,0,0,0,0
0x0717,0,0,0,0,0,0,0
0x0718,0,0,0,0,0,0,0
0x0719,0,0,0,0,0,0,0
0x071A,0,0,0,0,0,0,0
0x071B,0,0,0,0,0,0,0
0x071C,0,0,0,0,0,0,0
0x071D,0,0,0,0,0,0,0
0x071E,0,0,0,0,0,0,0
0x071F,0,0,0,0,0,0,0
0x0720,13,13,0,0,1,12,0
0x0721,0,0,0,0,0,0,0
0x0722,2,2,0,0,0,2,0
0x0723,16,16,0,0,10,6,0
0x0724,9,9,0,0,0,9,0
0x0725,3,3,0,0,1,2,0
0x0726,0,0,0,0,0,0,0
0x0727,0,0,0,0,0,0,0
0x0728,0,0,0,0,0,0,0
0x0729,0,0,0,0,0,0,0
0x072A,0,0,0,0,0,0,0
0x072B,0,0,0,0,0,0,0
0x072C,3,3,0,0,0,3,0
0x072D,4,4,0,0,1,3,0
0x072E,0,0,0,0,0,0,0
0x072F,0,0,0,0,0,0,0
0x0730,2,2,0,0,2,0,0
0x0731,2,2,0,0,2,0,0
0x0732,1,1,0,0,1,0,0
0x0733,1,1,0,0,1,0,0
0x0734,1,1,0,0,1,0,0
0x0735,2,2,0,0,2,0,0
0x0736,1,1,0,0,1,0,0
0x0737,2,2,0,0,2,0,0
0x0738,0,0,0,0,0,0,0
0x0739,1,1,0,0,1,0,0
0x073A,2,2,0,0,2,0,0
0x073B,0,0,0,0,0,0,0
0x073C,14,14,0,1,12,1,0
0x073D,0,0,0,0,0,0,0
0x073E,0,0,0,0,0,0,0
0x073F,4,4,0,0,3,1,0
0x0740,1,1,0,0,1,0,0
0x0741,35,35,0,0,30,5,0
0x0742,1,1,0,0,1,0,0
0x0743,7,7,0,0,7,0,0
0x0744,1,1,0,0,1,0,0
0x0745,1,1,0,0,1,0,0
0x0746,1,1,0,0,1,0,0
0x0747,0,0,0,0,0,0,0
0x0748,0,0,0,0,0,0,0
0x0749,0,0,0,0,0,0,0
0x074A,0,0,0,0,0,0,0
0x074B,0,0,0,0,0,0,0
0x074C,9,9,0,0,7,2,0
0x074D,0,0,0,0,0,0,0
0x074E,4,4,0,2,2,0,0
0x074F,0,0,0,0,0,0,0
0x0750,5,5,0,0,0,5,0
0x0751,29,29,0,0,28,1,0
0x0752,0,0,0,0,0,0,0
0x0753,0,0,0,0,0,0,0
0x0754,0,0,0,0,0,0,0
0x0755,2,2,0,0,0,2,0
0x0756,10,10,0,0,0,10,0
0x0757,2,2,0,0,0,2,0
0x0758,4,4,0,0,0,4,0
0x0759,0,0,0,0,0,0,0
0x075A,0,0,0,0,0,0,0
0x075B,3,3,0,0,3,0,0
0x075C,3,3,0,0,3,0,0
0x075D,2,2,0,0,2,0,0
0x075E,2,2,0,0,1,1,0
0x075F,1,1,0,0,0,1,0
0x0760,3,3,0,1,1,1,0
0x0761,0,0,0,0,0,0,0
0x0762,3,3,0,0,0,3,0
0x0763,3,3,0,0,0,3,0
0x0764,1,1,0,0,0,1,0
0x0765,0,0,0,0,0,0,0
0x0766,7,7,0,0,5,2,0
0x0767,10,10,0,0,10,0,0
0x0768,8,8,0,0,5,3,0
0x0769,4,4,0,0,4,0,0
0x076A,4,4,0,0,4,0,0
0x076B,4,4,0,0,4,0,0
0x076C,1,1,0,0,1,0,0
0x076D,1,1,0,0,1,0,0
0x076E,1,1,0,0,1,0,0
0x076F,2,2,0,0,2,0,0
0x0770,9,9,0,0,9,0,0
0x0771,0,0,0,0,0,0,0
0x0772,0,0,0,0,0,0,0
0x0773,0,0,0,0,0,0,0
0x0774,0,0,0,0,0,0,0
0x0775,0,0,0,0,0,0,0
0x0776,0,0,0,0,0,0,0
0x0777,0,0,0,0,0,0,0
0x0778,0,0,0,0,0,0,0
0x0779,0,0,0,0,0,0,0
0x077A,0,0,0,0,0,0,0
0x077B,0,0,0,0,0,0,0
0x077C,0,0,0,0,0,0,0
0x077D,0,0,0,0,0,0,0
0x077E,2,2,0,0,2,0,0
0x077F,0,0,0,0,0,0,0
0x0780,4,4,0,0,4,0,0
0x0781,2,2,0,0,2,0,0
0x0782,11,11,0,0,11,0,0
0x0783,5,5,0,0,5,0,0
0x0784,5,5,0,0,5,0,0
0x0785,5,5,0,0,5,0,0
0x0786,4,4,0,0,4,0,0
0x0787,5,5,0,0,5,0,0
0x0788,4,4,0,0,4,0,0
0x0789,0,0,0,0,0,0,0
0x078A,0,0,0,0,0,0,0
0x078B,3,3,0,0,2,1,0
0x078C,7,7,0,0,7,0,0
0x078D,0,0,0,0,0,0,0
0x078E,2,2,0,0,2,0,0
0x078F,0,0,0,0,0,0,0
0x0790,4,4,0,0,4,0,0
0x0791,2,2,0,0,2,0,0
0x0792,1,1,0,0,1,0,0
0x0793,2,2,0,0,2,0,0
0x0794,1,1,0,0,1,0,0
0x0795,2,2,0,0,2,0,0
0x0796,1,1,0,0,1,0,0
0x0797,1,1,0,0,1,0,0
0x0798,1,1,0,0,1,0,0
0x0799,1,1,0,0,1,0,0
0x079A,4,4,0,0,4,0,0
0x079B,1,1,0,0,1,0,0
0x079C,1,1,0,0,1,0,0
0x079D,2,2,0,0,2,0,0
0x079E,0,0,0,0,0,0,0
0x079F,0,0,0,0,0,0,0
0x07A0,0,0,0,0,0,0,0
0x07A1,4,0,4,0,0,0,4
0x07A2,0,0,0,0,0,0,0
0x07A3,4,0,4,0,0,0,4
0x07A4,4,4,0,0,2,2,0
0x07A5,5,5,0,0,5,0,0
0x07A6,7,7,0,0,7,0,0
0x07A7,2,2,0,0,2,0,0
0x07A8,2,2,0,0,2,0,0
0x07A9,1,1,0,0,1,0,0
0x07AA,1,1,0,0,1,0,0
0x07AB,0,0,0,0,0,0,0
0x07AC,0,0,0,0,0,0,0
0x07AD,0,0,0,0,0,0,0
0x07AE,0,0,0,0,0,0,0
0x07AF,0,0,0,0,0,0,0
0x07B0,0,0,0,0,0,0,0
0x07B1,0,0,0,0,0,0,0
0x07B2,0,0,0,0,0,0,0
0x07B3,0,0,0,0,0,0,0
0x07B4,0,0,0,0,0,0,0
0x07B5,0,0,0,0,0,0,0
0x07B6,0,0,0,0,0,0,0
0x07B7,0,0,0,0,0,0,0
0x07B8,0,0,0,0,0,0,0
0x07B9,0,0,0,0,0,0,0
0x07BA,0,0,0,0,0,0,0
0x07BB,0,0,0,0,0,0,0
0x07BC,0,0,0,0,0,0,0
0x07BD,0,0,0,0,0,0,0
0x07BE,0,0,0,0,0,0,0
0x07BF,4,0,4,0,0,0,4
0x07C0,1,0,1,0,0,0,1
0x07C1,1,0,1,0,0,0,1
0x07C2,1,0,1,0,0,0,1
0x07C3,8,8,0,0,8,0,0
0x07C4,8,5,3,0,5,0,3
0x07C5,10,10,0,0,10,0,0
0x07C6,12,12,0,1,11,0,0
0x07C7,0,0,0,0,0,0,0
0x07C8,0,0,0,0,0,0,0
0x07C9,15,0,15,0,0,0,15
0x07CA,11,0,11,0,0,0,11
0x07CB,2,0,2,0,0,0,2
0x07CC,6,0,6,0,0,0,6
0x07CD,5,0,5,0,0,0,5
0x07CE,2,0,2,0,0,0,2
0x07CF,55,0,55,0,0,0,55
0x07D0,254,0,254,0,0,0,254
0x07D1,76,0,76,0,0,0,76
0x07D2,47,0,47,0,0,0,47
0x07D3,11,4,7,0,4,0,7
0x07D4,70,2,68,0,2,0,68
0x07D5,28,4,24,0,4,0,24
0x07D6,142,0,142,0,0,0,142
0x07D7,71,0,71,0,0,0,71
0x07D8,34,1,33,0,1,0,33
0x07D9,16,1,15,0,1,0,15
0x07DA,53,1,52,0,1,0,52
0x07DB,21,0,21,0,0,0,21
0x07DC,19,0,19,0,0,0,19
0x07DD,20,0,20,0,0,0,20
0x07DE,8,0,8,0,0,0,8
0x07DF,15,0,15,0,0,0,15
0x07E0,9,0,9,0,0,0,9
0x07E1,11,0,11,0,0,0,11
0x07E2,15,0,15,0,0,0,15
0x07E3,9,0,9,0,0,0,9
0x07E4,4,0,4,0,0,0,4
0x07E5,10,0,10,0,0,0,10
0x07E6,6,0,6,0,0,0,6
0x07E7,3,0,3,0,0,0,3
0x07E8,3,0,3,0,0,0,3
0x07E9,3,0,3,0,0,0,3
0x07EA,2,0,2,0,0,0,2
0x07EB,0,0,0,0,0,0,0
0x07EC,2,0,2,0,0,0,2
0x07ED,1,0,1,0,0,0,1
0x07EE,3,0,3,0,0,0,3
0x07EF,0,0,0,0,0,0,0
0x07F0,0,0,0,0,0,0,0
0x07F1,0,0,0,0,0,0,0
0x07F2,3,3,0,0,2,1,0
0x07F3,9,4,5,0,0,4,5
0x07F4,0,0,0,0,0,0,0
0x07F5,6,0,6,0,0,0,6
0x07F6,9,5,4,0,0,5,4
0x07F7,2,0,2,0,0,0,2
0x07F8,3,0,3,0,0,0,3
0x07F9,3,0,3,0,0,0,3
0x07FA,4,0,4,0,0,0,4
0x07FB,5,0,5,0,0,0,5
0x07FC,1,0,1,0,0,0,1
0x07FD,7,7,0,0,3,4,0
0x07FE,9,7,2,0,3,4,2
0x07FF,8,7,1,0,3,4,1
