scope,addr,name,annotated,also_in,inbound,lcall,ljmp,ajmp,acall,callers,named_callers,cited_by,citing
bank1,B728,clear_0610_bit5_and_dispatch,yes,,1,1,0,0,0,1,1,0,
bank1,B841,arm_05f2_countdown_0575_clears_0490,yes,,1,1,0,0,0,1,1,0,
bank1,B91B,zero_xdata_04b0_05ff_runs,yes,,1,1,0,0,0,1,1,0,
bank1,B98D,threshold_dispatch_0438_by_0491,yes,,1,1,0,0,0,1,1,0,
bank1,BA43,gate_chain_to_0491_bit0,yes,,1,0,1,0,0,1,0,0,
bank1,BABF,stage_0577_against_0834_0836,yes,,1,0,1,0,0,1,1,0,
bank1,BB3D,forward_to_bd20_bb3d,yes,,1,0,1,0,0,1,1,0,
bank1,BC05,FUN_CODE_bc05,no,,1,0,1,0,0,1,0,0,
bank1,BDEF,write_0499_with_0x21,yes,,1,0,1,0,0,1,1,0,
bank1,BE91,pick_0f80_0800_0bb0_1800_1f00,yes,,1,0,1,0,0,1,0,0,
bank1,BF0E,pick_0800_or_0bb0_by_05b9,yes,,1,0,1,0,0,1,0,0,
bank1,BFD9,zero_04ae_and_04be,yes,,1,1,0,0,0,1,1,0,
bank1,C032,FUN_CODE_c032,no,,1,1,0,0,0,1,0,0,
bank1,C0A8,FUN_CODE_c0a8,no,,1,0,1,0,0,1,0,0,
bank1,C11C,latch_0490_bit3_or_bit7,yes,,1,1,0,0,0,1,1,0,
bank1,C245,dispatch_0490_bits_1_5_6,yes,,1,0,1,0,0,1,1,0,
bank1,C267,reset_0432_and_04f2,yes,,1,0,1,0,0,1,1,0,
bank1,C2E1,set_04f2_from_049c,yes,,1,0,1,0,0,1,1,0,
bank1,C31D,ret_stub,yes,,1,0,1,0,0,1,1,0,
bank1,C31E,call_b1b3_listing_cut,yes,,1,0,1,0,0,1,1,0,
bank1,C3A0,dec_0622_when_04a2_below_0cee,yes,,1,1,0,0,0,1,1,0,
bank1,C3CD,compare_0434_04f4_against_0646,yes,,1,1,0,0,0,1,1,0,
bank1,C41D,zero_0623,yes,,1,1,0,0,0,1,1,0,
bank1,C4AF,reload_083e_when_0834_is_zero,yes,,1,1,0,0,0,1,1,0,
bank1,C54C,setup_and_poll_1c00_block_with_arg_48,yes,,1,1,0,0,0,1,1,0,
bank1,C59F,countdown_0896_and_gate_on_04ab_equals_64,yes,,1,1,0,0,0,1,1,0,
bank1,C614,gate_0755_and_0440_dispatch,yes,,1,1,0,0,0,1,1,0,
bank1,C6B0,set_070d_to_5_then_jump_to_c638,yes,,1,0,1,0,0,1,1,0,
bank1,C6DB,set_068b_to_1,yes,,1,0,1,0,0,1,1,0,
bank1,C700,setup_state_and_copy_30_byte_table,yes,,1,0,1,0,0,1,0,0,
bank1,C747,tail_call_89f4_with_r1_0_r2_3_r3_ff,yes,,1,1,0,0,0,1,1,0,
bank1,C751,zero_0300_03ff_then_set_3fe_3a8_3fb,yes,,1,0,1,0,0,1,1,0,
bank1,C778,clear_0492_04a0_0524_0526_and_0497b5,yes,,1,1,0,0,0,1,1,0,
bank1,C7A7,copy_6_bytes_via_a530_and_clear_0497b7,yes,,1,1,0,0,0,1,1,0,
bank1,C7ED,copy_48_bytes_via_a530_from_c7bd,yes,,1,1,0,0,0,1,1,0,
bank1,C80E,dispatch_0394_low3_through_ljmp_table,yes,,1,1,0,0,0,1,1,0,
bank1,C861,on_198a_result_advance_0394,yes,,1,0,1,0,0,1,1,0,
bank1,C884,on_198a_result_advance_0394_to_3,yes,,1,0,1,0,0,1,1,0,
bank1,C8C7,on_198a_result_step_03c2_low2,yes,,1,0,1,0,0,1,1,0,
bank1,C8E3,call_cc2d_then_d0c4,yes,,1,0,1,0,0,1,1,0,
bank1,C924,dispatch_03a3_low3,yes,,1,1,0,0,0,1,1,0,
bank1,C931,FUN_CODE_c931,no,,1,0,1,0,0,1,1,0,
bank1,CB1F,set_039b_039c_from_0404_div_100,yes,,1,1,0,0,0,1,0,0,
bank1,CC95,set_0397_from_0342_by_0514_band,yes,,1,1,0,0,0,1,0,0,
bank1,CDCB,dispatch_03f1_low3,yes,,1,1,0,0,0,1,1,0,
bank1,CE2D,store_slot_for_index_0_and_7,yes,,1,0,1,0,0,1,1,0,
bank1,CE78,store_slot_for_index_1,yes,,1,0,1,0,0,1,1,0,
bank1,CEA9,store_slot_for_index_2,yes,,1,0,1,0,0,1,1,0,
bank1,CEDA,store_slot_for_index_3,yes,,1,0,1,0,0,1,1,0,
bank1,CF0B,store_slot_for_index_4,yes,,1,0,1,0,0,1,1,0,
bank1,CF3C,store_slot_for_index_5,yes,,1,0,1,0,0,1,1,0,
bank1,CF6D,store_slot_for_index_6,yes,,1,0,1,0,0,1,1,0,
bank1,CFB1,step_03c3_and_reload_03bf,yes,,1,0,1,0,0,1,1,0,
bank1,D037,default,yes,,1,0,1,0,0,1,1,0,
bank1,D04C,set_r1_0e_jump_d068,yes,,1,0,1,0,0,1,1,0,
bank1,D0A6,store_03c3_to_0360_when_ge_3,yes,,1,1,0,0,0,1,1,0,
bank1,D17E,increment_0514_toward_0x64,yes,,1,0,1,0,0,1,1,0,
bank1,D1B8,trampoline_to_d16f,yes,,1,0,1,0,0,1,1,0,
bank1,D1BC,select_ptr_0491_c080_then_0506,yes,,1,1,0,0,0,1,1,0,
bank1,D1E7,set_0497_bit6_and_0394_to_5,yes,,1,0,1,0,0,1,1,0,
bank1,D219,step_03c2_and_dispatch_four_ways,yes,,1,0,1,0,0,1,1,0,
bank1,D236,call_d2a3_then_d274,yes,,1,0,1,0,0,1,1,0,
bank1,D23F,call_d34b_then_d32c,yes,,1,0,1,0,0,1,1,0,
bank1,D274,div_23_minus_0386_by_034d_capped_15,yes,,1,1,0,0,0,1,1,0,
bank1,D2A3,derive_scale_from_034e_and_compute_from_044c,yes,,1,1,0,0,0,1,1,0,
bank1,D472,store_r1_to_0514_03ab_if_gap_ok,yes,,1,0,1,0,0,1,1,0,
bank1,D6E1,FUN_CODE_d6e1,no,,1,1,0,0,0,1,0,0,
bank1,D7F4,FUN_CODE_d7f4,no,,1,0,1,0,0,1,0,0,
bank1,D8BC,FUN_CODE_d8bc,no,,1,1,0,0,0,1,0,0,
bank1,DAAD,FUN_CODE_daad,no,,1,1,0,0,0,1,0,0,
bank1,DACC,FUN_CODE_dacc,no,,1,1,0,0,0,1,0,0,
bank1,DC52,FUN_CODE_dc52,no,,1,1,0,0,0,1,0,0,
bank1,DE9E,FUN_CODE_de9e,no,,1,0,1,0,0,1,0,0,
bank1,DEA5,FUN_CODE_dea5,no,,1,0,1,0,0,1,0,0,
bank1,DEE8,FUN_CODE_dee8,no,,1,0,1,0,0,1,0,0,
bank1,E0CE,FUN_CODE_e0ce,no,,1,1,0,0,0,1,0,0,
bank1,E237,gate_1c00_init_defaults,yes,,1,0,1,0,0,1,0,0,
bank1,E2A0,setup_0975_0976_0978_0979_call_c54c,yes,,1,0,1,0,0,1,0,0,
bank1,E2D3,dispatch_036c_low3_then_seed_1c00_block,yes,,1,0,1,0,0,1,0,0,
bank1,E3B5,copy_03cd_03ce_03cf_to_1c02_1c04_1c05,yes,,1,0,1,0,0,1,1,0,
bank1,E4E9,gate_1c00_bit1_then_1c00_ff,yes,,1,1,0,0,0,1,1,0,
bank1,E54F,increment_03af_clear_03a1_on_wrap,yes,,1,0,1,0,0,1,1,0,
bank1,E6CB,decrement_0365_and_0368_if_nonzero,yes,,1,1,0,0,0,1,0,0,
bank1,E722,write_r1_to_tmod_and_jump_8801,yes,,1,0,1,0,0,1,1,0,
bank1,E781,countdown_03a8_gated_by_0490_bit1,yes,,1,1,0,0,0,1,0,0,
bank1,E931,shared_return_point,yes,,1,0,1,0,0,1,1,0,
bank1,ED3A,data_run_2e_3e,yes,,1,0,0,0,1,1,1,0,
bank1,EF26,data_run_33_34,yes,,1,0,0,0,1,1,1,0,
bank1,EF32,xdata_request_dispatch_048c,yes,,1,1,0,0,0,1,1,0,
bank1,EFBC,ret_stub_no_request_bit,yes,,1,0,1,0,0,1,1,0,
bank1,EFBD,tick_097d_call_88f0_at_c8,yes,,1,1,0,0,0,1,1,0,
bank1,F110,ljmp_f246,yes,,1,0,1,0,0,1,1,0,
bank1,F18A,if_0440_nonzero_call_88f0_0c,yes,,1,0,1,0,0,1,1,0,
bank1,F196,sjmp_to_f198,yes,,1,0,1,0,0,1,1,0,
bank1,F198,gate_045a_e0_bits_into_047b_0720_097a,yes,,1,0,1,0,0,1,1,0,
bank1,F219,set_0636_0a_toggle_047b_02_set_097a_02,yes,,1,0,1,0,0,1,1,0,
bank1,F246,if_045a_bit4_set_toggle_047b_10_set_0637_0a,yes,,1,0,1,0,0,1,1,0,
bank1,F275,set_06ff_80_else_toggle_0471_80,yes,,1,0,1,0,0,1,1,0,
bank1,F290,if_06cd_zero_set_02_set_06ff_20,yes,,1,0,1,0,0,1,1,0,
bank1,F2AD,if_06cd_zero_set_02_set_06ff_40,yes,,1,0,1,0,0,1,1,0,
bank1,F2CA,dec_0443_low3_unless_0440_5_6_7,yes,,1,0,1,0,0,1,1,0,
bank1,F2F3,inc_0443_low3_unless_0440_5_6_7,yes,,1,0,1,0,0,1,1,0,
bank1,F3B8,if_04fe_bit7_clear_call_f3d7_f416_f436,yes,,1,1,0,0,0,1,1,0,
bank1,F3C9,set_r3_22_or_44_from_0456_bit6,yes,,1,1,0,0,0,1,1,0,
bank1,F3D7,store_scaled_quotient_0449,yes,,1,1,0,0,0,1,1,0,
bank1,F416,scale_0438_into_0448,yes,,1,1,0,0,0,1,1,0,
bank1,F436,halve_sum_into_044c,yes,,1,1,0,0,0,1,1,0,
bank1,F512,unimplemented_ff_fill_f512,yes,,1,0,0,1,0,1,1,0,
bank1,F70D,unimplemented_ff_fill_f70d,yes,,1,0,0,0,1,1,1,0,
bank1,F727,unimplemented_ff_fill_f727,yes,,1,0,0,0,1,1,1,0,
bank1,F73E,unimplemented_ff_fill_f73e,yes,,1,0,0,0,1,1,1,0,
common,0003,int0_vector_forwarder_to_052f,yes,bank1,1,0,0,1,0,1,1,0,
common,0013,int1_vector_forwarder_to_0556,yes,bank1,1,0,1,0,0,1,0,0,
common,0070,reset_entry_stack_bank0_then_code_init,yes,bank1,1,0,1,0,0,1,1,0,
common,00CF,walk_code_table_6f39,yes,bank1,1,0,1,0,0,1,1,0,
common,052F,int0_target_is_one_byte_reti,yes,bank1,1,0,1,0,0,1,1,0,
common,0530,timer0_target_decrements_xdata_0a00,yes,bank1,1,0,1,0,0,1,1,0,
common,0556,int1_target_six_calls_14c8_012f_018c_029b_7110_7177,yes,bank1,1,0,1,0,0,1,1,0,
common,05B6,timer1_target_splits_internal_ram_41_on_carry,yes,bank1,1,0,1,0,0,1,1,0,
common,05E6,serial0_target_is_one_byte_reti,yes,bank1,1,0,1,0,0,1,1,0,
common,0609,FUN_CODE_0609,no,bank1,1,1,0,0,0,1,0,0,
common,0703,FUN_CODE_0703,no,bank1,1,0,1,0,0,1,1,0,
common,0713,FUN_CODE_0713,no,bank1,1,1,0,0,0,1,0,0,
common,07C1,FUN_CODE_07c1,no,bank1,1,1,0,0,0,1,1,0,
common,07F8,FUN_CODE_07f8,no,bank1,1,1,0,0,0,1,0,0,
common,0806,FUN_CODE_0806,no,bank1,1,1,0,0,0,1,0,0,
common,0859,FUN_CODE_0859,no,bank1,1,0,1,0,0,1,0,0,
common,0862,FUN_CODE_0862,no,bank1,1,0,1,0,0,1,0,0,
common,086B,FUN_CODE_086b,no,bank1,1,0,1,0,0,1,0,0,
common,0877,FUN_CODE_0877,no,bank1,1,0,1,0,0,1,0,0,
common,0883,FUN_CODE_0883,no,bank1,1,0,1,0,0,1,0,0,
common,0884,FUN_CODE_0884,no,bank1,1,1,0,0,0,1,0,0,
common,08A0,FUN_CODE_08a0,no,bank1,1,0,1,0,0,1,0,0,
common,08B0,FUN_CODE_08b0,no,bank1,1,0,1,0,0,1,0,0,
common,08CD,FUN_CODE_08cd,no,bank1,1,0,1,0,0,1,0,0,
common,08CE,FUN_CODE_08ce,no,bank1,1,0,1,0,0,1,0,0,
common,08CF,FUN_CODE_08cf,no,bank1,1,0,1,0,0,1,0,0,
common,08D0,FUN_CODE_08d0,no,bank1,1,1,0,0,0,1,0,0,
common,08E0,FUN_CODE_08e0,no,bank1,1,1,0,0,0,1,0,0,
common,0902,FUN_CODE_0902,no,bank1,1,1,0,0,0,1,0,0,
common,0921,FUN_CODE_0921,no,bank1,1,1,0,0,0,1,0,0,
common,0950,FUN_CODE_0950,no,bank1,1,1,0,0,0,1,0,0,
common,0979,FUN_CODE_0979,no,bank1,1,1,0,0,0,1,0,0,
common,0A04,FUN_CODE_0a04,no,bank1,1,1,0,0,0,1,0,0,
common,0A7F,FUN_CODE_0a7f,no,bank1,1,1,0,0,0,1,0,0,
common,0AD8,FUN_CODE_0ad8,no,bank1,1,1,0,0,0,1,0,0,
common,0ADC,FUN_CODE_0adc,no,bank1,1,1,0,0,0,1,0,0,
common,0B25,FUN_CODE_0b25,no,bank1,1,1,0,0,0,1,0,0,
common,0B5F,FUN_CODE_0b5f,no,bank1,1,1,0,0,0,1,0,0,
common,0BC8,FUN_CODE_0bc8,no,bank1,1,1,0,0,0,1,0,0,
common,0BDB,FUN_CODE_0bdb,no,bank1,1,1,0,0,0,1,0,0,
common,0D49,FUN_CODE_0d49,no,bank1,1,0,1,0,0,1,0,0,
common,0D4A,FUN_CODE_0d4a,no,bank1,1,1,0,0,0,1,0,0,
common,0D78,thunk_FUN_CODE_2819,no,bank1,1,1,0,0,0,1,0,0,
common,0D7B,FUN_CODE_0d7b,no,bank1,1,1,0,0,0,1,0,0,
common,0E1E,FUN_CODE_0e1e,no,bank1,1,1,0,0,0,1,0,0,
common,0E2E,FUN_CODE_0e2e,no,bank1,1,0,1,0,0,1,0,0,
common,0E34,thunk_FUN_CODE_153a,no,bank1,1,1,0,0,0,1,0,0,
common,0E37,thunk_FUN_CODE_1540,no,bank1,1,1,0,0,0,1,0,0,
common,0E3A,thunk_FUN_CODE_1546,no,bank1,1,1,0,0,0,1,0,0,
common,0E3D,thunk_FUN_CODE_154c,no,bank1,1,1,0,0,0,1,0,0,
common,0E40,thunk_FUN_CODE_1552,no,bank1,1,1,0,0,0,1,0,0,
common,0E43,thunk_FUN_CODE_1558,no,bank1,1,1,0,0,0,1,0,0,
common,0E46,thunk_FUN_CODE_155e,no,bank1,1,0,1,0,0,1,0,0,
common,0E4C,FUN_CODE_0e4c,no,bank1,1,0,1,0,0,1,1,0,
common,0EF3,write_internal_ram_init_constants,yes,bank1,1,1,0,0,0,1,0,0,
common,0F4A,FUN_CODE_0f4a,no,bank1,1,1,0,0,0,1,0,0,
common,0F58,FUN_CODE_0f58,no,bank1,1,1,0,0,0,1,0,0,
common,0F75,clr_xdata_0000_00ff_iram_20_bf_xdata_9000_97ff,yes,bank1,1,1,0,0,0,1,1,0,
common,0FA6,FUN_CODE_0fa6,no,bank1,1,1,0,0,0,1,0,0,
common,0FE6,FUN_CODE_0fe6,no,bank1,1,1,0,0,0,1,0,0,
common,10E5,FUN_CODE_10e5,no,bank1,1,1,0,0,0,1,0,0,
common,10FA,thunk_FUN_CODE_0a74,no,bank1,1,1,0,0,0,1,0,0,
common,1150,load_dptr_bf1c_tail_jump_1100,yes,bank1,1,0,1,0,0,1,1,0,
common,1156,load_dptr_bf1d_tail_jump_1100,yes,bank1,1,0,1,0,0,1,1,0,
common,115C,load_dptr_bf1e_tail_jump_1100,yes,bank1,1,0,1,0,0,1,1,0,
common,1162,load_dptr_bf1f_tail_jump_1100,yes,bank1,1,0,1,0,0,1,1,0,
common,1168,load_dptr_bf20_tail_jump_1100,yes,bank1,1,0,1,0,0,1,1,0,
common,1180,FUN_CODE_1180,no,bank1,1,0,1,0,0,1,0,0,
common,118C,FUN_CODE_118c,no,bank1,1,0,1,0,0,1,0,0,
common,1192,FUN_CODE_1192,no,bank1,1,0,1,0,0,1,0,0,
common,11C2,load_dptr_bf57_tail_jump_1100,yes,bank1,1,0,1,0,0,1,1,0,
common,11E6,FUN_CODE_11e6,no,bank1,1,0,1,0,0,1,1,0,
common,139C,FUN_CODE_139c,no,bank1,1,0,1,0,0,1,0,0,
common,13CC,FUN_CODE_13cc,no,bank1,1,0,1,0,0,1,0,0,
common,13E4,FUN_CODE_13e4,no,bank1,1,0,1,0,0,1,0,0,
common,13EA,FUN_CODE_13ea,no,bank1,1,0,1,0,0,1,0,0,
common,1420,FUN_CODE_1420,no,bank1,1,0,1,0,0,1,0,0,
common,149E,FUN_CODE_149e,no,bank1,1,0,1,0,0,1,1,0,
common,14CE,FUN_CODE_14ce,no,bank1,1,0,1,0,0,1,0,0,
common,14D4,FUN_CODE_14d4,no,bank1,1,1,0,0,0,1,0,0,
common,14DA,FUN_CODE_14da,no,bank1,1,1,0,0,0,1,0,0,
common,14E0,FUN_CODE_14e0,no,bank1,1,0,1,0,0,1,0,0,
common,14E6,FUN_CODE_14e6,no,bank1,1,1,0,0,0,1,0,0,
common,14EC,FUN_CODE_14ec,no,bank1,1,1,0,0,0,1,0,0,
common,14F2,FUN_CODE_14f2,no,bank1,1,1,0,0,0,1,0,0,
common,14F8,FUN_CODE_14f8,no,bank1,1,1,0,0,0,1,0,0,
common,14FE,FUN_CODE_14fe,no,bank1,1,1,0,0,0,1,0,0,
common,1504,FUN_CODE_1504,no,bank1,1,1,0,0,0,1,0,0,
common,150A,FUN_CODE_150a,no,bank1,1,1,0,0,0,1,0,0,
common,1516,FUN_CODE_1516,no,bank1,1,1,0,0,0,1,0,0,
common,151C,FUN_CODE_151c,no,bank1,1,1,0,0,0,1,0,0,
common,1522,FUN_CODE_1522,no,bank1,1,1,0,0,0,1,0,0,
common,1528,FUN_CODE_1528,no,bank1,1,1,0,0,0,1,0,0,
common,152E,FUN_CODE_152e,no,bank1,1,0,1,0,0,1,0,0,
common,1534,FUN_CODE_1534,no,bank1,1,0,1,0,0,1,0,0,
common,153A,FUN_CODE_153a,no,bank1,1,0,1,0,0,1,1,0,
common,1540,FUN_CODE_1540,no,bank1,1,0,1,0,0,1,1,0,
common,1546,FUN_CODE_1546,no,bank1,1,0,1,0,0,1,1,0,
common,154C,FUN_CODE_154c,no,bank1,1,0,1,0,0,1,1,0,
common,1552,FUN_CODE_1552,no,bank1,1,0,1,0,0,1,1,0,
common,1558,FUN_CODE_1558,no,bank1,1,0,1,0,0,1,1,0,
common,155E,FUN_CODE_155e,no,bank1,1,0,1,0,0,1,1,0,
common,1564,FUN_CODE_1564,no,bank1,1,0,1,0,0,1,1,0,
common,1570,FUN_CODE_1570,no,bank1,1,0,1,0,0,1,0,0,
common,1576,FUN_CODE_1576,no,bank1,1,0,1,0,0,1,1,0,
common,157C,FUN_CODE_157c,no,bank1,1,0,1,0,0,1,1,0,
common,1582,FUN_CODE_1582,no,bank1,1,0,1,0,0,1,1,0,
common,1588,FUN_CODE_1588,no,bank1,1,0,1,0,0,1,1,0,
common,158E,load_dptr_d89f_tail_jump_1100,yes,bank1,1,1,0,0,0,1,1,0,
common,1594,load_dptr_d96c_tail_jump_1100,yes,bank1,1,1,0,0,0,1,1,0,
common,15A0,FUN_CODE_15a0,no,bank1,1,1,0,0,0,1,0,0,
common,15A6,FUN_CODE_15a6,no,bank1,1,1,0,0,0,1,0,0,
common,15AC,FUN_CODE_15ac,no,bank1,1,1,0,0,0,1,0,0,
common,15B2,FUN_CODE_15b2,no,bank1,1,1,0,0,0,1,0,0,
common,15B8,trampoline_bank0_c881,yes,bank1,1,1,0,0,0,1,0,0,
common,15BE,FUN_CODE_15be,no,bank1,1,1,0,0,0,1,0,0,
common,15C4,FUN_CODE_15c4,no,bank1,1,1,0,0,0,1,0,0,
common,15DC,FUN_CODE_15dc,no,bank1,1,1,0,0,0,1,0,0,
common,15EE,FUN_CODE_15ee,no,bank1,1,1,0,0,0,1,0,0,
common,15F4,FUN_CODE_15f4,no,bank1,1,0,1,0,0,1,0,0,
common,15FA,FUN_CODE_15fa,no,bank1,1,0,1,0,0,1,0,0,
common,1606,FUN_CODE_1606,no,bank1,1,0,1,0,0,1,0,0,
common,160C,FUN_CODE_160c,no,bank1,1,0,1,0,0,1,0,0,
common,1612,FUN_CODE_1612,no,bank1,1,1,0,0,0,1,0,0,
common,1618,FUN_CODE_1618,no,bank1,1,1,0,0,0,1,0,0,
common,161E,FUN_CODE_161e,no,bank1,1,0,1,0,0,1,0,0,
common,1624,FUN_CODE_1624,no,bank1,1,1,0,0,0,1,0,0,
common,1630,FUN_CODE_1630,no,bank1,1,1,0,0,0,1,0,0,
common,1BA4,FUN_CODE_1ba4,no,bank1,1,0,1,0,0,1,0,0,
common,1BF3,FUN_CODE_1bf3,no,bank1,1,1,0,0,0,1,0,0,
common,1CD2,FUN_CODE_1cd2,no,bank1,1,1,0,0,0,1,0,0,
common,1D20,FUN_CODE_1d20,no,bank1,1,1,0,0,0,1,0,0,
common,1E30,FUN_CODE_1e30,no,bank1,1,1,0,0,0,1,0,0,
common,222E,FUN_CODE_222e,no,bank1,1,1,0,0,0,1,0,0,
common,2238,FUN_CODE_2238,no,bank1,1,1,0,0,0,1,0,0,
common,223F,FUN_CODE_223f,no,bank1,1,1,0,0,0,1,0,0,
common,23C9,FUN_CODE_23c9,no,bank1,1,0,1,0,0,1,0,0,
common,2444,FUN_CODE_2444,no,bank1,1,1,0,0,0,1,0,0,
common,24D1,FUN_CODE_24d1,no,bank1,1,1,0,0,0,1,0,0,
common,2533,FUN_CODE_2533,no,bank1,1,1,0,0,0,1,0,0,
common,258B,FUN_CODE_258b,no,bank1,1,1,0,0,0,1,0,0,
common,2632,FUN_CODE_2632,no,bank1,1,1,0,0,0,1,0,0,
common,26CB,FUN_CODE_26cb,no,bank1,1,1,0,0,0,1,0,0,
common,271A,FUN_CODE_271a,no,bank1,1,1,0,0,0,1,0,0,
common,27AB,FUN_CODE_27ab,no,bank1,1,1,0,0,0,1,0,0,
common,27E3,FUN_CODE_27e3,no,bank1,1,1,0,0,0,1,0,0,
common,2819,FUN_CODE_2819,no,bank1,1,0,1,0,0,1,1,0,
common,28C1,FUN_CODE_28c1,no,bank1,1,1,0,0,0,1,0,0,
common,28D1,FUN_CODE_28d1,no,bank1,1,1,0,0,0,1,0,0,
common,291D,FUN_CODE_291d,no,bank1,1,1,0,0,0,1,0,0,
common,295F,FUN_CODE_295f,no,bank1,1,1,0,0,0,1,0,0,
common,2987,FUN_CODE_2987,no,bank1,1,1,0,0,0,1,0,0,
common,2A27,FUN_CODE_2a27,no,bank1,1,1,0,0,0,1,0,0,
common,2A38,FUN_CODE_2a38,no,bank1,1,1,0,0,0,1,0,0,
common,2A48,FUN_CODE_2a48,no,bank1,1,1,0,0,0,1,0,0,
common,2A7D,FUN_CODE_2a7d,no,bank1,1,1,0,0,0,1,0,0,
common,2A87,FUN_CODE_2a87,no,bank1,1,1,0,0,0,1,0,0,
common,2A92,FUN_CODE_2a92,no,bank1,1,1,0,0,0,1,0,0,
common,2A9A,FUN_CODE_2a9a,no,bank1,1,1,0,0,0,1,0,0,
common,2AA5,FUN_CODE_2aa5,no,bank1,1,1,0,0,0,1,0,0,
common,2AAC,FUN_CODE_2aac,no,bank1,1,1,0,0,0,1,0,0,
common,2ACD,FUN_CODE_2acd,no,bank1,1,1,0,0,0,1,0,0,
common,2B68,FUN_CODE_2b68,no,bank1,1,0,1,0,0,1,0,0,
common,2CB4,FUN_CODE_2cb4,no,bank1,1,0,1,0,0,1,0,0,
common,2D8F,FUN_CODE_2d8f,no,bank1,1,1,0,0,0,1,0,0,
common,2F85,FUN_CODE_2f85,no,bank1,1,1,0,0,0,1,0,0,
common,3099,FUN_CODE_3099,no,bank1,1,1,0,0,0,1,0,0,
common,30A6,FUN_CODE_30a6,no,bank1,1,1,0,0,0,1,0,0,
common,311D,FUN_CODE_311d,no,bank1,1,0,1,0,0,1,0,0,
common,3242,FUN_CODE_3242,no,bank1,1,0,1,0,0,1,0,0,
common,3254,FUN_CODE_3254,no,bank1,1,0,1,0,0,1,0,0,
common,3459,FUN_CODE_3459,no,bank1,1,0,1,0,0,1,1,0,
common,34C6,FUN_CODE_34c6,no,bank1,1,0,1,0,0,1,0,0,
common,3555,FUN_CODE_3555,no,bank1,1,0,1,0,0,1,0,0,
common,3578,thunk_FUN_CODE_3459,no,bank1,1,1,0,0,0,1,0,0,
common,365D,FUN_CODE_365d,no,bank1,1,1,0,0,0,1,0,0,
common,3679,FUN_CODE_3679,no,bank1,1,1,0,0,0,1,0,0,
common,375E,FUN_CODE_375e,no,bank1,1,1,0,0,0,1,0,0,
common,3770,FUN_CODE_3770,no,bank1,1,1,0,0,0,1,0,0,
common,383A,set_direct_bit_0c_3,yes,bank1,1,1,0,0,0,1,0,0,
common,386F,FUN_CODE_386f,no,bank1,1,1,0,0,0,1,0,0,
common,3878,FUN_CODE_3878,no,bank1,1,1,0,0,0,1,0,0,
common,388B,FUN_CODE_388b,no,bank1,1,1,0,0,0,1,0,0,
common,38F0,FUN_CODE_38f0,no,bank1,1,0,0,1,0,1,1,0,
common,3A0D,FUN_CODE_3a0d,no,bank1,1,0,1,0,0,1,0,0,
common,3B3C,FUN_CODE_3b3c,no,bank1,1,1,0,0,0,1,0,0,
common,3B80,FUN_CODE_3b80,no,bank1,1,1,0,0,0,1,0,0,
common,3B82,FUN_CODE_3b82,no,bank1,1,1,0,0,0,1,0,0,
common,3B83,FUN_CODE_3b83,no,bank1,1,1,0,0,0,1,0,0,
common,3BB7,FUN_CODE_3bb7,no,bank1,1,1,0,0,0,1,0,0,
common,3BC1,FUN_CODE_3bc1,no,bank1,1,1,0,0,0,1,1,0,
common,3BC9,FUN_CODE_3bc9,no,bank1,1,1,0,0,0,1,0,0,
common,3C62,FUN_CODE_3c62,no,bank1,1,1,0,0,0,1,0,0,
common,3C6D,FUN_CODE_3c6d,no,bank1,1,1,0,0,0,1,0,0,
common,3CEE,FUN_CODE_3cee,no,bank1,1,0,1,0,0,1,0,0,
common,3D6C,FUN_CODE_3d6c,no,bank1,1,1,0,0,0,1,0,0,
common,3D97,FUN_CODE_3d97,no,bank1,1,1,0,0,0,1,0,0,
common,3E8C,FUN_CODE_3e8c,no,bank1,1,0,1,0,0,1,1,0,
common,3EFF,FUN_CODE_3eff,no,bank1,1,0,1,0,0,1,0,0,
common,3FA7,FUN_CODE_3fa7,no,bank1,1,1,0,0,0,1,0,0,
common,4060,FUN_CODE_4060,no,bank1,1,0,1,0,0,1,0,0,
common,41EA,FUN_CODE_41ea,no,bank1,1,1,0,0,0,1,0,0,
common,41ED,FUN_CODE_41ed,no,bank1,1,1,0,0,0,1,0,0,
common,4228,thunk_FUN_CODE_3e8c,no,bank1,1,0,0,1,0,1,0,0,
common,424A,FUN_CODE_424a,no,bank1,1,1,0,0,0,1,0,0,
common,4358,FUN_CODE_4358,no,bank1,1,1,0,0,0,1,0,0,
common,445D,FUN_CODE_445d,no,bank1,1,0,1,0,0,1,0,0,
common,4643,FUN_CODE_4643,no,bank1,1,0,0,0,1,1,0,0,
common,4666,FUN_CODE_4666,no,bank1,1,0,1,0,0,1,0,0,
common,4921,FUN_CODE_4921,no,bank1,1,0,1,0,0,1,0,0,
common,492D,FUN_CODE_492d,no,bank1,1,0,1,0,0,1,0,0,
common,4940,FUN_CODE_4940,no,bank1,1,1,0,0,0,1,0,0,
common,4A41,FUN_CODE_4a41,no,bank1,1,1,0,0,0,1,0,0,
common,4AA6,FUN_CODE_4aa6,no,bank1,1,1,0,0,0,1,0,0,
common,4AA7,FUN_CODE_4aa7,no,bank1,1,1,0,0,0,1,0,0,
common,4AB3,FUN_CODE_4ab3,no,bank1,1,1,0,0,0,1,0,0,
