scope,addr,name,annotated,also_in,inbound,lcall,ljmp,ajmp,acall,callers,named_callers,cited_by,citing
bank0,D078,FUN_CODE_d078,no,,2,2,0,0,0,1,1,0,
bank0,D319,mask_dp_byte_7c_reset_dptr_0860,yes,,2,2,0,0,0,2,2,0,
bank0,D3C8,zero_d0_d7_and_state,yes,,2,1,1,0,0,2,2,0,
bank0,D567,set_bits_0_and_4_of_3206,yes,,2,2,0,0,0,1,1,0,
bank0,D5D4,write_33_to_1501_join_loop_d5db,yes,,2,0,1,1,0,2,0,0,
bank0,D6C0,write_5a_to_1f07_then_spin,yes,,2,0,0,0,2,1,1,0,
bank0,D6C9,call_0ea2_twice_with_fa,yes,,2,2,0,0,0,1,0,0,
bank0,D6D4,xor_00d8_00d9,yes,,2,2,0,0,0,2,2,0,
bank0,D6DF,add_d0_to_dptr_low_byte,yes,,2,2,0,0,0,2,2,0,
bank0,D6EA,write_a_to_dptr_set_1f06,yes,,2,2,0,0,0,2,0,0,
bank0,D6EF,write_a_to_dptr_set_1f09,yes,,2,0,0,0,2,1,1,0,
bank0,D872,load_code_ptr_from_table_6d74,yes,,2,2,0,0,0,2,2,0,
bank0,D889,zero_dptr_and_load_regs,yes,,2,2,0,0,0,2,2,0,
bank0,D894,set_dptr_0200_plus_r7,yes,,2,2,0,0,0,2,2,0,
bank0,DB3E,rec_ptr_from_index_6e65,yes,,2,2,0,0,0,1,1,0,
bank0,DB57,stash_code_pair_to_0b7_0b8,yes,,2,2,0,0,0,2,0,0,
bank0,DB6D,store_r7_to_table_addr,yes,,2,2,0,0,0,1,1,0,
bank0,DB8A,copy_code_byte_to_r4_r5,yes,,2,2,0,0,0,2,0,0,
bank0,DC17,write_1201_seq_07_05_30,yes,,2,1,1,0,0,2,2,0,
bank0,DC60,set_bit0_1202_1204_1205,yes,,2,2,0,0,0,2,2,0,
bank0,DC77,clear_bit0_1202_1204_1205,yes,,2,2,0,0,0,2,2,0,
bank0,E02D,mul_r7_by_8,yes,,2,2,0,0,0,2,2,0,
bank0,E03F,set_09c1_09c3_from_dptr,yes,,2,2,0,0,0,2,2,0,
bank0,E161,read_code_pair_at_dptr_into_r2_r1,yes,,2,2,0,0,0,1,0,0,
bank0,E389,load_0434_0438_pairs_mul16_and_tailcall,yes,,2,2,0,0,0,1,1,0,
bank0,E3C4,set_r6_from_a_r7_from_dptr,yes,,2,2,0,0,0,1,1,0,
bank0,E453,copy_bytes_between_two_16bit_bases,yes,,2,2,0,0,0,2,0,0,
bank0,E5B1,forward_e896_with_fixed_args,yes,,2,2,0,0,0,1,1,0,
bank0,E64A,gate_05_09_then_0f80_bit1_clear,yes,,2,2,0,0,0,2,1,0,
bank0,E7C7,r7_zero_ret_2,yes,,2,0,2,0,0,1,1,0,
bank0,E893,r7_zero_ret_3,yes,,2,0,2,0,0,1,1,0,
bank0,EAD1,forward_to_8648_after_1978_c43f,yes,,2,2,0,0,0,2,1,0,
bank0,ED52,write_1c41_12_copy_0a49_0a4a_clear_1601_bit4,yes,,2,0,2,0,0,1,0,0,
bank0,ED74,write_0a59_block_then_445e,yes,,2,2,0,0,0,1,0,0,
bank0,ED9B,call_0ea2_with_0xfa,yes,,2,2,0,0,0,1,0,0,
bank0,F078,store_a_0_1_zeros_at_dptr_plus1,yes,,2,2,0,0,0,2,2,0,
bank0,F0C4,clear_0f60_61_and_set_0a56_block,yes,,2,2,0,0,0,2,2,0,
bank0,F0FE,write_fe_5a_a5_then_read_0fa0,yes,,2,2,0,0,0,2,2,0,
bank0,F141,store_r1_r5_r3_to_103d_103c_103b,yes,,2,2,0,0,0,1,1,0,
bank0,F17E,read_0a51_with_r7_from_0a4e,yes,,2,2,0,0,0,2,1,0,
bank1,1738,trampoline_to_c0a2,yes,,2,2,0,0,0,2,2,0,
bank1,1804,trampoline_to_c48f,yes,,2,2,0,0,0,1,1,0,
bank1,1996,trampoline_to_c4bf,yes,,2,2,0,0,0,2,2,0,
bank1,19AE,trampoline_to_cfa9,yes,,2,2,0,0,0,2,2,0,
bank1,19B4,trampoline_to_c389,yes,,2,2,0,0,0,2,2,0,
bank1,19BA,trampoline_to_c381,yes,,2,2,0,0,0,2,2,0,
bank1,19C0,trampoline_to_c030,yes,,2,2,0,0,0,2,2,0,
bank1,19F6,load_dptr_c478_tail_jump_1100,yes,,2,2,0,0,0,2,2,0,
bank1,1A02,load_dptr_c06e_tail_jump_1100,yes,,2,2,0,0,0,1,1,0,
bank1,1A08,load_dptr_c0ad_tail_jump_1100,yes,,2,2,0,0,0,2,2,0,
bank1,1A0E,load_dptr_c076_tail_jump_1100,yes,,2,2,0,0,0,2,2,0,
bank1,1A32,load_dptr_8567_tail_jump_1100,yes,,2,2,0,0,0,1,1,0,
bank1,1AB0,trampoline_bank0_c26e,yes,,2,2,0,0,0,2,1,0,
bank1,1AB6,trampoline_bank0_c184,yes,,2,2,0,0,0,2,0,0,
bank1,1ABC,trampoline_bank0_c17c,yes,,2,2,0,0,0,2,1,0,
bank1,887A,set_carry_if_r3r4_is_0102,yes,,2,2,0,0,0,2,2,0,
bank1,8B33,return_with_carry_set,yes,,2,0,2,0,0,2,2,0,
bank1,8ECC,select_r4_from_cpu_temp_and_0620_0626,yes,,2,0,2,0,0,1,1,0,
bank1,9182,add_two_xdata_bytes_to_r1r2_and_halve,yes,,2,2,0,0,0,2,0,0,
bank1,9193,store_r1_r2_to_xdata_at_dptr,yes,,2,2,0,0,0,2,0,0,
bank1,95AE,copy_045d_to_0704,yes,,2,2,0,0,0,2,2,0,
bank1,9817,enter_state_0480_05f1_06d9,yes,,2,0,2,0,0,1,1,0,
bank1,9CC0,gate_04fe_06e6_call_19a8,yes,,2,2,0,0,0,2,2,0,
bank1,9EA1,shift_pair_then_sum_and_divide_by_four,yes,,2,2,0,0,0,2,1,0,
bank1,A55C,write_0_to_200b_7_times,yes,,2,2,0,0,0,2,2,0,
bank1,A7F7,flag_0832_bit5_send_12_3b_8c,yes,,2,0,2,0,0,1,1,0,
bank1,A835,write_5_to_0680,yes,,2,0,2,0,0,1,1,0,
bank1,AAB9,write_083c_083d_and_0832_bit6,yes,,2,2,0,0,0,2,1,0,
bank1,AAF9,write_0830_0831_and_0832_bit5,yes,,2,2,0,0,0,2,2,0,
bank1,AE2B,cmp_0436_0437_against_040a_040b,yes,,2,2,0,0,0,2,2,0,
bank1,AE5F,cmp_0436_0437_against_0544_0545,yes,,2,2,0,0,0,2,2,0,
bank1,AE6F,or_r6_into_0496_low5,yes,,2,0,2,0,0,2,2,0,
bank1,AE92,cmp_0436_0437_against_040c_040d,yes,,2,2,0,0,0,2,2,0,
bank1,B0D1,step_index_056b_update_0495_0493,yes,,2,0,2,0,0,1,1,0,
bank1,B2A0,cmp_0404_vs_0518_then_store_0436,yes,,2,2,0,0,0,2,1,0,
bank1,B321,set_0575_8_or_write_0404_and_call_88f0,yes,,2,0,2,0,0,1,0,0,
bank1,B8E1,arm_05f4_countdown_0576_clears_0490,yes,,2,2,0,0,0,1,1,0,
bank1,B962,clear_049a_049e_0579_057a_05c2,yes,,2,2,0,0,0,2,2,0,
bank1,BF93,forward_to_bd20_bf93,yes,,2,0,2,0,0,1,0,0,
bank1,C45C,subtract_shifted_reads_of_0646,yes,,2,2,0,0,0,1,1,0,
bank1,CB80,div_0343_by_31e_shifted_into_03a9,yes,,2,2,0,0,0,2,2,0,
bank1,CBE8,increment_0349_saturating,yes,,2,2,0,0,0,2,1,0,
bank1,D0C4,update_0524_0526_4a0_and_0497_flags,yes,,2,2,0,0,0,2,2,0,
bank1,D22E,call_cdcb_then_d0a6,yes,,2,1,1,0,0,2,2,0,
bank1,D32C,copy_0514_to_03c1_and_set_03a1_bit0,yes,,2,2,0,0,0,2,2,0,
bank1,D34B,bump_counter_mirror_to_04a6_04a7,yes,,2,2,0,0,0,2,2,0,
bank1,D37F,scan_table_03de_down_stride2,yes,,2,2,0,0,0,2,2,0,
bank1,D89C,FUN_CODE_d89c,no,,2,1,1,0,0,1,0,0,
bank1,E27D,reset_1c00_group_and_toggle_03a0,yes,,2,0,2,0,0,2,1,0,
bank1,E8A4,compute_097e_times_10_write_0386_0387,yes,,2,2,0,0,0,2,0,0,
bank1,E924,read_code_pair_at_r5_index,yes,,2,2,0,0,0,1,1,0,
bank1,F13E,bare_ret_f13e,yes,,2,0,2,0,0,2,2,0,
bank1,F153,bare_ret_f153,yes,,2,0,2,0,0,2,2,0,
common,05F2,FUN_CODE_05f2,no,bank1,2,2,0,0,0,2,0,0,
common,05FA,FUN_CODE_05fa,no,bank1,2,2,0,0,0,2,0,0,
common,063C,FUN_CODE_063c,no,bank1,2,2,0,0,0,1,0,0,
common,0896,FUN_CODE_0896,no,bank1,2,1,1,0,0,2,0,0,
common,0A5A,FUN_CODE_0a5a,no,bank1,2,1,1,0,0,2,0,0,
common,0C6D,FUN_CODE_0c6d,no,bank1,2,2,0,0,0,2,0,0,
common,0C7A,clear_low_nibble_of_1304,yes,bank1,2,2,0,0,0,2,0,0,
common,0E84,FUN_CODE_0e84,no,bank1,2,2,0,0,0,2,0,0,
common,0EE8,timer1_load_th1_fd_tl0_clear_tf1_start,yes,bank1,2,2,0,0,0,2,2,0,
common,1059,FUN_CODE_1059,no,bank1,2,2,0,0,0,2,0,0,
common,110A,set_iram_08_0a_clear_p1_0_p1_2,yes,bank1,2,2,0,0,0,2,1,0,
common,15E8,FUN_CODE_15e8,no,bank1,2,2,0,0,0,2,0,0,
common,1AC2,FUN_CODE_1ac2,no,bank1,2,2,0,0,0,2,0,0,
common,1CD1,FUN_CODE_1cd1,no,bank1,2,0,2,0,0,2,0,0,
common,21DF,FUN_CODE_21df,no,bank1,2,2,0,0,0,1,0,0,
common,21E2,FUN_CODE_21e2,no,bank1,2,2,0,0,0,1,0,0,
common,2211,FUN_CODE_2211,no,bank1,2,2,0,0,0,1,0,0,
common,2812,FUN_CODE_2812,no,bank1,2,1,0,1,0,2,0,0,
common,2A24,FUN_CODE_2a24,no,bank1,2,2,0,0,0,1,0,0,
common,2A28,FUN_CODE_2a28,no,bank1,2,2,0,0,0,2,0,0,
common,2A42,FUN_CODE_2a42,no,bank1,2,2,0,0,0,2,0,0,
common,2A4F,FUN_CODE_2a4f,no,bank1,2,2,0,0,0,1,0,0,
common,2A54,FUN_CODE_2a54,no,bank1,2,2,0,0,0,1,0,0,
common,2A5B,FUN_CODE_2a5b,no,bank1,2,2,0,0,0,1,0,0,
common,2A7B,FUN_CODE_2a7b,no,bank1,2,2,0,0,0,1,0,0,
common,2A8F,FUN_CODE_2a8f,no,bank1,2,2,0,0,0,2,0,0,
common,2A99,FUN_CODE_2a99,no,bank1,2,2,0,0,0,2,0,0,
common,2AA2,FUN_CODE_2aa2,no,bank1,2,2,0,0,0,1,0,0,
common,2AC1,FUN_CODE_2ac1,no,bank1,2,2,0,0,0,2,0,0,
common,2D85,FUN_CODE_2d85,no,bank1,2,2,0,0,0,1,0,0,
common,322C,FUN_CODE_322c,no,bank1,2,0,2,0,0,1,0,0,
common,3255,FUN_CODE_3255,no,bank1,2,2,0,0,0,1,0,0,
common,36AF,FUN_CODE_36af,no,bank1,2,2,0,0,0,1,0,0,
common,3799,FUN_CODE_3799,no,bank1,2,2,0,0,0,2,0,0,
common,3B60,FUN_CODE_3b60,no,bank1,2,2,0,0,0,1,0,0,
common,3B79,FUN_CODE_3b79,no,bank1,2,2,0,0,0,1,0,0,
common,3B7B,FUN_CODE_3b7b,no,bank1,2,2,0,0,0,1,0,0,
common,3B8A,FUN_CODE_3b8a,no,bank1,2,2,0,0,0,2,0,0,
common,3BBF,FUN_CODE_3bbf,no,bank1,2,2,0,0,0,2,0,0,
common,3BD0,FUN_CODE_3bd0,no,bank1,2,2,0,0,0,2,0,0,
common,3BE4,FUN_CODE_3be4,no,bank1,2,2,0,0,0,1,0,0,
common,3C00,FUN_CODE_3c00,no,bank1,2,2,0,0,0,1,0,0,
common,3C03,FUN_CODE_3c03,no,bank1,2,2,0,0,0,1,0,0,
common,3C21,FUN_CODE_3c21,no,bank1,2,2,0,0,0,2,0,0,
common,3DA8,FUN_CODE_3da8,no,bank1,2,2,0,0,0,2,0,0,
common,434C,FUN_CODE_434c,no,bank1,2,2,0,0,0,2,0,0,
common,437E,FUN_CODE_437e,no,bank1,2,2,0,0,0,2,0,0,
common,4390,FUN_CODE_4390,no,bank1,2,2,0,0,0,2,0,0,
common,46F9,FUN_CODE_46f9,no,bank1,2,0,2,0,0,1,0,0,
common,4947,FUN_CODE_4947,no,bank1,2,2,0,0,0,1,0,0,
common,4A5A,FUN_CODE_4a5a,no,bank1,2,2,0,0,0,2,0,0,
common,4A5E,FUN_CODE_4a5e,no,bank1,2,2,0,0,0,2,0,0,
common,4A77,FUN_CODE_4a77,no,bank1,2,2,0,0,0,1,0,0,
common,4A83,FUN_CODE_4a83,no,bank1,2,2,0,0,0,1,0,0,
common,4AD1,FUN_CODE_4ad1,no,bank1,2,2,0,0,0,2,0,0,
common,4AD3,FUN_CODE_4ad3,no,bank1,2,2,0,0,0,2,0,0,
common,4ADF,FUN_CODE_4adf,no,bank1,2,2,0,0,0,2,0,0,
common,4AEC,FUN_CODE_4aec,no,bank1,2,2,0,0,0,2,0,0,
common,4B02,FUN_CODE_4b02,no,bank1,2,2,0,0,0,1,0,0,
common,4B29,FUN_CODE_4b29,no,bank1,2,2,0,0,0,1,0,0,
common,4B37,FUN_CODE_4b37,no,bank1,2,2,0,0,0,1,0,0,
common,4B4C,FUN_CODE_4b4c,no,bank1,2,2,0,0,0,2,0,0,
common,6243,FUN_CODE_6243,no,bank1,2,0,0,2,0,2,0,0,
common,6F8D,FUN_CODE_6f8d,no,bank1,2,0,0,2,0,1,0,0,
common,7030,FUN_CODE_7030,no,bank1,2,2,0,0,0,1,0,0,
pd,00F0,vector_wrapper_dp_015a,yes,,2,0,1,1,0,2,1,0,
pd,0180,dispatch_r5_write_083b_0300,yes,,2,2,0,0,0,2,1,0,
pd,05A6,mul32_accumulate_r4_r7,yes,,2,2,0,0,0,2,2,0,
pd,0760,saturate_r4_from_d5_r5_80,yes,,2,0,2,0,0,1,1,0,
pd,0C7A,mul_r7_r5_r4_into_r6r7,yes,,2,1,1,0,0,2,1,0,
pd,0C8C,div_u16_by_u16_or_u8,yes,,2,0,2,0,0,2,2,0,
pd,0D0D,read_two_bytes_by_ptr_kind,yes,,2,2,0,0,0,2,1,0,
pd,0D70,write_two_bytes_by_ptr_kind,yes,,2,1,1,0,0,2,1,0,
pd,0E54,udiv_shift_subtract_core,yes,,2,1,1,0,0,1,1,0,
pd,0EF3,or_32bit_r0r3_r4r7,yes,,2,2,0,0,0,1,1,0,
pd,0F32,shl_32bit_r4r7_by_r0,yes,,2,2,0,0,0,1,1,0,
pd,1229,load_dptr_then_indirect_jump,yes,,2,0,2,0,0,2,1,0,
pd,1253,add_word_0d0e_to_dptr,yes,,2,2,0,0,0,2,2,0,
pd,34CE,copy_a_to_r3,yes,,2,2,0,0,0,2,2,0,
pd,34D9,read_xdata_at_dptr_34d9,yes,,2,2,0,0,0,2,1,0,
pd,34EF,set_dptr_0424,yes,,2,2,0,0,0,2,1,0,
pd,34FB,read_byte_to_r7_base_0408,yes,,2,2,0,0,0,1,1,0,
pd,35E8,dptr_0400_plus_60a,yes,,2,2,0,0,0,2,2,0,
pd,3689,read_0a8b_then_tail_10bc,yes,,2,2,0,0,0,1,0,0,
pd,36E6,call_0f1f_then_fall_through,yes,,2,2,0,0,0,1,0,0,
pd,36F2,setup_3byte_store_r3r2r1_at_0807,yes,,2,2,0,0,0,1,0,0,
pd,3750,call_0faf_0f00_then_jump_0dbc,yes,,2,2,0,0,0,2,2,0,
pd,37DE,scale_dptr_from_dptr_byte_5e_f5,yes,,2,2,0,0,0,1,0,0,
pd,3872,load_r0_r1_r2_r3_04_05_06_07,yes,,2,2,0,0,0,2,2,0,
pd,396B,read4xdata_and_clear_r7_bit0,yes,,2,2,0,0,0,2,1,0,
pd,3974,set_dptr_07fb_then_fall_through,yes,,2,2,0,0,0,1,0,0,
pd,68CE,store_a_and_copy_07f4_masked_to_07f5,yes,,2,2,0,0,0,1,0,0,
pd,6F96,call_122f_with_dptr_fffd_6f96,yes,,2,2,0,0,0,2,2,0,
pd,6FD4,set_r5_then_fall_through,yes,,2,2,0,0,0,1,1,0,
pd,700D,read_xdata_080d_and_set_r3_ff,yes,,2,2,0,0,0,1,1,0,
pd,7045,set_dptr_fffd_and_call_122f,yes,,2,2,0,0,0,1,1,0,
pd,7063,call_1041_then_point_dptr_07d4,yes,,2,2,0,0,0,1,1,0,
pd,7091,read_07d4_into_a,yes,,2,2,0,0,0,1,0,0,
pd,7095,dptr_08ea_plus_5e_times_a,yes,,2,2,0,0,0,1,0,0,
pd,70BB,dpl_08f4_plus_5e_times_a_low_only,yes,,2,2,0,0,0,2,2,0,
pd,70C7,store_a_to_dptr,yes,,2,2,0,0,0,1,1,0,
pd,70D7,read_dptr_to_r3_then_dptr_08fc,yes,,2,2,0,0,0,2,1,0,
pd,70E7,call_0fcb_then_tail_jmp_0f0e,yes,,2,2,0,0,0,1,1,0,
pd,70F8,read_dptr_to_r7_then_dptr_08f9,yes,,2,2,0,0,0,2,2,0,
pd,714F,dptr_0a2d_plus_17_times_a,yes,,2,2,0,0,0,1,1,0,
pd,715E,dptr_08e4_plus_5e_times_a,yes,,2,2,0,0,0,2,2,0,
pd,716C,dptr_08e3_plus_5e_times_a,yes,,2,2,0,0,0,2,2,0,
pd,718D,store_a_to_dptr_and_zero_r2_r3,yes,,2,2,0,0,0,2,2,0,
pd,7753,call_f75c_with_07d1,yes,,2,2,0,0,0,1,1,0,
pd,775C,call_e4d0_return_r7,yes,,2,2,0,0,0,1,1,0,
pd,7E91,reload_0a8b_call_f75c,yes,,2,2,0,0,0,1,0,0,
pd,8210,call_dc29_with_07d4,yes,,2,2,0,0,0,1,1,0,
pd,8716,call_f22e_with_07d0,yes,,2,2,0,0,0,1,1,0,
pd,8BC0,call_f739_then_read_07d1,yes,,2,2,0,0,0,1,0,0,
pd,8EA6,call_7ce0_with_r5_0b,yes,,2,2,0,0,0,1,1,0,
pd,9021,stub_set_r4_07,yes,,2,2,0,0,0,2,1,0,
pd,9023,make_dptr_r4_minus_3,yes,,2,2,0,0,0,2,1,0,
pd,9066,make_dptr_a_minus_3_col_12,yes,,2,2,0,0,0,2,1,0,
pd,907E,make_dptr_r6_minus_3_col_r5,yes,,2,2,0,0,0,2,1,0,
pd,909A,read_bit0_of_08fc_row,yes,,2,2,0,0,0,1,1,0,
pd,90D6,read_table_08f4_step_5e_minus_1,yes,,2,2,0,0,0,2,1,0,
pd,9106,read_xdata_0a2c_step_17,yes,,2,2,0,0,0,1,1,0,
pd,911C,read_xdata_07ca_into_r6,yes,,2,2,0,0,0,1,1,0,
pd,9123,dpl_090d_plus_5e_times_a,yes,,2,2,0,0,0,1,0,0,
pd,912F,dpl_0931_plus_5e_times_a,yes,,2,2,0,0,0,1,0,0,
pd,9147,dpl_0929_plus_5e_times_a,yes,,2,2,0,0,0,1,1,0,
pd,915E,load_r5_then_write_via_915f,yes,,2,2,0,0,0,1,1,0,
pd,96FE,read_dptr_to_a_then_scale,yes,,2,2,0,0,0,1,1,0,
pd,972B,dptr_07d4_then_fall_through,yes,,2,2,0,0,0,1,1,0,
pd,973C,dptr_07d1_then_tail_0faf,yes,,2,2,0,0,0,1,0,0,
pd,9740,dptr_from_a_mul_5e_add_fc_tail_jump_0faf,yes,,2,2,0,0,0,2,2,0,
pd,9750,load_a_from_r7_9750,yes,,2,2,0,0,0,1,0,0,
pd,975F,read_xdata_07d4_into_r3,yes,,2,2,0,0,0,1,1,0,
pd,9764,dptr_from_a_mul_17_add_17_first_half,yes,,2,2,0,0,0,2,1,0,
pd,9784,call_0faf_0f00_0dbc_then_r3_23,yes,,2,2,0,0,0,2,1,0,
pd,97B8,load_a_from_r7_97b8,yes,,2,2,0,0,0,1,0,0,
pd,97C7,dptr_page_sel_from_r6_minus_3_first_half,yes,,2,2,0,0,0,1,0,0,
pd,97D5,dptr_from_a_mul_5e_add_04_tail_jump_0faf,yes,,2,2,0,0,0,2,2,0,
pd,97E5,test_r7_bit_5,yes,,2,2,0,0,0,1,0,0,
pd,97E8,clear_r4_r5_r6_return_a,yes,,2,2,0,0,0,1,1,0,
pd,97EF,dptr_from_a_mul_17_add_23_first_half,yes,,2,2,0,0,0,1,0,0,
pd,97FB,dptr_from_a_mul_17_add_28,yes,,2,2,0,0,0,2,1,0,
pd,982F,call_0faf_0f00_0dbc_return_zero,yes,,2,2,0,0,0,2,2,0,
pd,984D,call_0eeae,yes,,2,2,0,0,0,2,2,0,
pd,9885,set_multiplier_2,yes,,2,2,0,0,0,2,2,0,
pd,98AD,call_0d8f_then_take_r7,yes,,2,2,0,0,0,2,2,0,
pd,98BE,load_dptr_0004,yes,,2,2,0,0,0,2,2,0,
pd,98DF,store_a_to_r2,yes,,2,2,0,0,0,1,1,0,
pd,98E0,add_5_to_r2r1,yes,,2,2,0,0,0,2,2,0,
pd,9936,add_r6r7_to_r1r2_tail_0c58,yes,,2,2,0,0,0,2,2,0,
pd,9958,call_10fd_then_dptr_0007,yes,,2,2,0,0,0,1,1,0,
pd,995F,dptr_0021_tail_0c58,yes,,2,2,0,0,0,1,1,0,
pd,9975,call_10fd_dptr_0004_tail_0bc4,yes,,2,2,0,0,0,1,1,0,
pd,9ADD,set_dptr_0d0e_9add,yes,,2,2,0,0,0,1,1,0,
pd,A339,stash_args_dispatch_code_table,yes,,2,2,0,0,0,2,0,0,
pd,A75D,shift_r4_r7_right_then_sub_0x30,yes,,2,2,0,0,0,1,1,0,
pd,ACB7,load_r0_r3_4_5_6_7,yes,,2,2,0,0,0,2,2,0,
pd,ACD3,index_a_by_23_add_0a2c,yes,,2,2,0,0,0,2,1,0,
pd,ACE1,set_dptr_07d1,yes,,2,2,0,0,0,1,1,0,
pd,ACE4,read_xdata_to_r3,yes,,2,2,0,0,0,2,2,0,
pd,ACF4,write_r7_to_dptr,yes,,2,2,0,0,0,2,2,0,
pd,AD10,dptr_0900_plus_5e_times_xdata_byte,yes,,2,2,0,0,0,2,2,0,
pd,AD2E,dptr_0a39_plus_17_times_a,yes,,2,2,0,0,0,1,1,0,
pd,AD3C,set_dptr_07d0,yes,,2,2,0,0,0,1,1,0,
pd,AD67,dptr_08fb_plus_5e_times_a,yes,,2,2,0,0,0,2,1,0,
pd,AD75,dptr_0a3d_plus_17_times_a,yes,,2,2,0,0,0,1,1,0,
pd,B159,store_first_handoff_helper,yes,,2,2,0,0,0,2,2,0,
pd,B172,read_dptr_byte_to_r7_then_add_b0,yes,,2,2,0,0,0,1,0,0,
pd,B17D,write_dptr_byte_set_00bd_bit0_clear_ff62_bit3,yes,,2,2,0,0,0,1,0,0,
pd,B1E3,read_xdata_0800_table_stride_77,yes,,2,2,0,0,0,1,1,0,
pd,B21E,read_xdata_at_r6r7_minus_3,yes,,2,2,0,0,0,1,1,0,
pd,B2A6,mov_a_from_r7,yes,,2,2,0,0,0,1,0,0,
pd,B2F7,read3_from_dptr_then_set_dptr_0002,yes,,2,2,0,0,0,1,0,0,
pd,B2FE,read_0832_and_multiply_by_38,yes,,2,2,0,0,0,1,1,0,
pd,B3ED,write_r7_at_0d0d_then_load_0d0b,yes,,2,2,0,0,0,2,1,0,
pd,B80E,write_r7_and_r3r2r1_to_0803,yes,,2,2,0,0,0,1,0,0,
pd,BBE7,branch_on_ram_r5_then_set_indirect_bits,yes,,2,2,0,0,0,2,2,0,
pd,C20C,cmp32be_0827_against_00001388,yes,,2,2,0,0,0,1,0,0,
pd,C398,set_r7_r5_from_iram_then_read_07d0,yes,,2,2,0,0,0,1,1,0,
pd,C62B,write_00b8_pattern_then_copy_ffc0_to_00d5,yes,,2,2,0,0,0,2,2,0,
pd,C755,latch_07d2_07d3_then_zero_23_bytes,yes,,2,1,1,0,0,2,1,0,
pd,C901,dispatch_on_r3_then_add_product_to_0699,yes,,2,2,0,0,0,1,1,0,
pd,CCB7,store_0a94_0a97_then_add_0a94_times_60,yes,,2,2,0,0,0,2,2,0,
pd,D013,latch_07d4_07d5_and_call_7014_with_63_or_6c,yes,,2,2,0,0,0,2,2,0,
pd,E458,store_07d8_and_dispatch_07da,yes,,2,2,0,0,0,2,2,0,
pd,E4D0,dptr_fffe_then_122f_at_e4d0,yes,,2,2,0,0,0,2,2,0,
pd,E5B3,store_080e_and_accumulate_r6,yes,,2,0,2,0,0,2,2,0,
pd,F035,stage_07d6_chain_tail_f351,yes,,2,1,1,0,0,2,1,0,
pd,F3E0,unresolved_0xF3E0,yes,,2,2,0,0,0,2,1,0,
pd,F3E2,dptr_high_r6_low_a,yes,,2,2,0,0,0,2,1,0,
pd,F407,zero_084c_call_8814_821b,yes,,2,2,0,0,0,2,2,0,
pd,F4EE,return_1_if_dptr_byte_ge_02,yes,,2,2,0,0,0,2,1,0,
pd,F50E,set_bits_6_7_from_r5,yes,,2,2,0,0,0,2,1,0,
pd,F598,set_00bd_bit1_clear_ff42_bit7,yes,,2,2,0,0,0,2,2,0,
pd,F5D1,set_ff42_bit7_if_00bd_zero,yes,,2,2,0,0,0,1,1,0,
pd,F610,store_r7r5r3_to_080d,yes,,2,2,0,0,0,2,1,0,
pd,F65E,call_ec5e_if_6faf_zero,yes,,2,2,0,0,0,2,1,0,
bank0,1648,load_dptr_aa30_tail_jump_1114,yes,,1,0,1,0,0,1,1,0,
bank0,164E,load_dptr_a916_tail_jump_1114,yes,,1,1,0,0,0,1,1,0,
bank0,1654,load_dptr_f381_tail_jump_1114,yes,,1,1,0,0,0,1,1,0,
bank0,1660,load_dptr_f160_tail_jump_1114,yes,,1,1,0,0,0,1,1,0,
bank0,1666,load_dptr_896a_tail_jump_1114,yes,,1,0,1,0,0,1,1,0,
bank0,166C,load_dptr_8955_tail_jump_1114,yes,,1,1,0,0,0,1,1,0,
bank0,1672,load_dptr_e56f_tail_jump_1114,yes,,1,1,0,0,0,1,1,0,
bank0,18AC,load_dptr_83f8_tail_jump_1114,yes,,1,1,0,0,0,1,1,0,
bank0,18B2,load_dptr_81c5_tail_jump_1114,yes,,1,0,1,0,0,1,1,0,
bank0,18B8,load_dptr_823a_tail_jump_1114,yes,,1,0,1,0,0,1,1,0,
bank0,18BE,load_dptr_8261_tail_jump_1114,yes,,1,0,1,0,0,1,1,0,
bank0,18C4,load_dptr_818a_tail_jump_1114,yes,,1,0,1,0,0,1,1,0,
bank0,1906,load_dptr_8652_tail_jump_1114,yes,,1,0,1,0,0,1,1,0,
bank0,1936,load_dptr_9f01_tail_jump_1114,yes,,1,0,1,0,0,1,1,0,
bank0,1948,load_dptr_a694_tail_jump_1114,yes,,1,0,1,0,0,1,1,0,
bank0,194E,load_dptr_a69f_tail_jump_1114,yes,,1,0,1,0,0,1,1,0,
bank0,1954,load_dptr_92f7_tail_jump_1114,yes,,1,0,1,0,0,1,1,0,
bank0,197E,trampoline_bank1_a6f7,yes,,1,1,0,0,0,1,0,0,
bank0,3AD6,write_10_2007_clear_1302_set_1300,yes,,1,1,0,0,0,1,1,0,
bank0,530E,stage_009a_dispatch_to_4bb0,yes,,1,1,0,0,0,1,1,0,
bank0,5349,dispatch_to_4c5d,yes,,1,1,0,0,0,1,1,0,
bank0,537F,stage_0094_block_dispatch_4d96,yes,,1,1,0,0,0,1,1,0,
bank0,53AF,stage_009b_block_branch_dispatch,yes,,1,1,0,0,0,1,1,0,
bank0,541D,stage_009b_block_dispatch_51c8,yes,,1,0,1,0,0,1,1,0,
bank0,703D,read_byte_by_tag_r3,yes,,1,0,1,0,0,1,1,0,
