addr,file_offset,region,runtime,frame_onto,frame_over,access,window
0x07D0,0x2862B,pd-image,0x862B,24,0,DPTR handed to lcall 0x34ed -- direction unresolved here,lcall 0x34ed
0x07D0,0x28645,pd-image,0x8645,22,2,read x1,"movx a,@dptr ; mov r7,a ; lcall 0xf5c3"
0x07D0,0x28650,pd-image,0x8650,24,0,read x1,"movx a,@dptr ; mov r7,a ; lcall 0xf75c"
0x07D0,0x2865A,pd-image,0x865A,24,0,read x1,"movx a,@dptr ; mov r7,a ; lcall 0xf61c"
0x07D0,0x2868A,pd-image,0x868A,24,0,DPTR handed to lcall 0x39ac -- direction unresolved here,lcall 0x39ac
0x07D0,0x2869A,pd-image,0x869A,24,0,read x1,"movx a,@dptr ; mov r7,a ; lcall 0x6673"
0x07D0,0x286A2,pd-image,0x86A2,24,0,DPTR handed to lcall 0x34fb -- direction unresolved here,lcall 0x34fb
0x07D0,0x286BB,pd-image,0x86BB,22,2,DPTR handed to lcall 0x34fb -- direction unresolved here,lcall 0x34fb
0x07D0,0x286C8,pd-image,0x86C8,22,2,read x1,"movx a,@dptr ; mov r3,a ; mov 0xf0,#0x60"
0x07D0,0x286DB,pd-image,0x86DB,24,0,read x1,"movx a,@dptr ; mov r3,a ; lcall 0x351a"
0x07D0,0x286F8,pd-image,0x86F8,24,0,DPTR handed to lcall 0x36b9 -- direction unresolved here,lcall 0x36b9
0x07D0,0x28716,pd-image,0x8716,24,0,read x1,"movx a,@dptr ; mov r7,a ; lcall 0xf22e"
0x07D0,0x292E9,pd-image,0x92E9,24,0,DPTR handed to lcall 0x37ae -- direction unresolved here,lcall 0x37ae
0x07D0,0x29302,pd-image,0x9302,23,1,DPTR handed to lcall 0x34a5 -- direction unresolved here,lcall 0x34a5
0x07D0,0x29319,pd-image,0x9319,22,2,DPTR handed to lcall 0x36b9 -- direction unresolved here,lcall 0x36b9
0x07D0,0x29354,pd-image,0x9354,24,0,read x1,"movx a,@dptr ; mov r2,a ; lcall 0x351a"
0x07D0,0x2937C,pd-image,0x937C,24,0,DPTR handed to lcall 0x3760 -- direction unresolved here,lcall 0x3760
0x07D0,0x2939B,pd-image,0x939B,24,0,DPTR handed to lcall 0x347b -- direction unresolved here,lcall 0x347b
0x07D0,0x293D2,pd-image,0x93D2,24,0,DPTR handed to lcall 0x39ac -- direction unresolved here,lcall 0x39ac
0x07D0,0x293DB,pd-image,0x93DB,24,0,DPTR handed to lcall 0x357e -- direction unresolved here,lcall 0x357e
0x07D0,0x2940E,pd-image,0x940E,24,0,read x1,"movx a,@dptr ; mov r7,a ; lcall 0xf75c"
0x07D0,0x29423,pd-image,0x9423,0,24,read x1,"movx a,@dptr ; mov r7,a ; mov r3,#0x07 ; mov r2,#0x01 ; clr a ; mov r5,a ; sjmp +0x0d"
0x07D0,0x29437,pd-image,0x9437,0,24,DPTR handed to lcall 0x39b3 -- direction unresolved here,lcall 0x39b3
0x07D0,0x298A1,pd-image,0x98A1,24,0,read x1,"movx a,@dptr ; mov 0xf0,#0x0c ; mul ab ; mov r7,a ; mov r6,0xf0 ; ret"
0x07D0,0x2A56D,pd-image,0xA56D,24,0,write x1,"movx @dptr,a"
0x07D0,0x2A571,pd-image,0xA571,24,0,read x1,"movx a,@dptr ; mov r7,a ; clr c ; subb a,#0x01 ; jc +0x03"
0x07D0,0x2A5E5,pd-image,0xA5E5,24,0,read x1,"movx a,@dptr ; lcall 0x9965"
