file_offset,region,runtime,opcode,target,bucket,frame_onto,frame_over,calls_stub,calls_trampoline,own_bank,other_bank
0x14471,bank1,0xC471,lcall,0x8886,B,24,0,,,other,other
0x14475,bank1,0xC475,ljmp,0x1288,A,1,23,,0,,
0x14476,bank1,0xC476,lcall,0x8844,B,22,2,,,other,entry
0x14479,bank1,0xC479,lcall,0x885B,B,21,3,,,entry,other
0x14480,bank1,0xC480,lcall,0x8886,B,24,0,,,other,other
0x14485,bank1,0xC485,lcall,0x8844,B,22,2,,,other,entry
0x14489,bank1,0xC489,ljmp,0x0485,A,1,23,,,,
0x14492,bank1,0xC492,lcall,0x8886,B,24,0,,,other,other
0x14497,bank1,0xC497,lcall,0x8844,B,24,0,,,other,entry
0x1449B,bank1,0xC49B,ljmp,0x0485,A,1,23,,,,
0x144A3,bank1,0xC4A3,lcall,0x8886,B,24,0,,,other,other
0x144A7,bank1,0xC4A7,ljmp,0x1288,A,1,23,,0,,
0x144A8,bank1,0xC4A8,lcall,0x8844,B,22,2,,,other,entry
0x144AB,bank1,0xC4AB,lcall,0x8854,B,21,3,,,other,other
0x144B2,bank1,0xC4B2,lcall,0x8898,B,22,2,,,other,other
0x144B8,bank1,0xC4B8,lcall,0x9008,B,0,24,,,entry,entry
0x144E0,bank1,0xC4E0,ljmp,0xF074,B,1,23,,,entry,other
0x144FE,bank1,0xC4FE,ljmp,0xF074,B,1,23,,,entry,other
0x1450E,bank1,0xC50E,lcall,0xC541,B,23,1,,,entry,entry
0x1451A,bank1,0xC51A,ljmp,0xDEF1,B,2,22,,,other,other
0x14523,bank1,0xC523,lcall,0xC541,B,24,0,,,entry,entry
0x1453C,bank1,0xC53C,lcall,0xC541,B,24,0,,,entry,entry
0x1455A,bank1,0xC55A,ljmp,0xF090,B,1,23,,,other,entry
0x1457A,bank1,0xC57A,lcall,0xC541,B,24,0,,,entry,entry
0x1458F,bank1,0xC58F,lcall,0xC541,B,24,0,,,entry,entry
0x1459A,bank1,0xC59A,lcall,0xC541,B,24,0,,,entry,entry
0x145DA,bank1,0xC5DA,lcall,0x8892,B,24,0,,,other,other
0x145E5,bank1,0xC5E5,ljmp,0x800A,B,0,24,,,other,other
0x145EA,bank1,0xC5EA,ljmp,0x800A,B,0,24,,,other,other
0x145FE,bank1,0xC5FE,lcall,0x885B,B,23,1,,,entry,other
0x14609,bank1,0xC609,lcall,0xCBF3,B,24,0,,,entry,other
0x14610,bank1,0xC610,ljmp,0xF022,B,0,24,,,entry,other
0x14614,bank1,0xC614,lcall,0x19A8,A,24,0,,0,,
0x1461A,bank1,0xC61A,lcall,0x1984,A,24,0,,0,,
0x14627,bank1,0xC627,ljmp,0x802F,B,1,23,,,other,other
0x14671,bank1,0xC671,lcall,0x896A,B,23,1,,,entry,entry
0x1467C,bank1,0xC67C,lcall,0xC6B8,B,22,2,,,entry,entry
0x14681,bank1,0xC681,ljmp,0xC6B0,B,24,0,,,entry,other
0x14686,bank1,0xC686,lcall,0x88F0,B,24,0,,,entry,other
0x1469B,bank1,0xC69B,lcall,0x896A,B,24,0,,,entry,entry
0x146A6,bank1,0xC6A6,lcall,0xC6B8,B,24,0,,,entry,entry
0x146AD,bank1,0xC6AD,lcall,0x88F0,B,24,0,,,entry,other
0x14720,bank1,0xC720,lcall,0xC747,B,24,0,,,other,other
0x14732,bank1,0xC732,lcall,0xD8F9,B,24,0,,,entry,other
0x14740,bank1,0xC740,lcall,0xA530,B,24,0,,,other,other
0x14743,bank1,0xC743,lcall,0x19DE,A,22,2,,0,,
0x1474D,bank1,0xC74D,lcall,0x89F4,B,24,0,,,other,other
0x14759,bank1,0xC759,lcall,0x8886,B,24,0,,,other,other
0x147AB,bank1,0xC7AB,ljmp,0x12A5,A,2,22,,,,
0x147AC,bank1,0xC7AC,lcall,0xA530,B,21,3,,,other,other
0x147F2,bank1,0xC7F2,lcall,0xA530,B,23,1,,,other,other
0x147F6,bank1,0xC7F6,ljmp,0xC830,B,21,3,,,entry,other
0x147F9,bank1,0xC7F9,ljmp,0xC861,B,19,5,,,entry,other
0x147FC,bank1,0xC7FC,ljmp,0xC884,B,17,7,,,entry,entry
0x147FF,bank1,0xC7FF,ljmp,0xC8C7,B,24,0,,,entry,other
0x14802,bank1,0xC802,ljmp,0xD1E7,B,24,0,,,entry,other
0x14805,bank1,0xC805,ljmp,0xD219,B,24,0,,,entry,other
0x14808,bank1,0xC808,ljmp,0xC830,B,24,0,,,entry,other
0x1480B,bank1,0xC80B,ljmp,0xC830,B,22,2,,,entry,other
0x1481B,bank1,0xC81B,ljmp,0x8005,B,0,24,,,other,entry
0x14843,bank1,0xC843,lcall,0xE656,B,24,0,,,entry,other
0x14846,bank1,0xC846,lcall,0xE5A7,B,24,0,,,entry,other
0x14853,bank1,0xC853,lcall,0xE656,B,24,0,,,entry,other
0x14856,bank1,0xC856,lcall,0xE5A7,B,24,0,,,entry,other
0x1485D,bank1,0xC85D,ljmp,0xF022,B,3,21,,,entry,other
0x14861,bank1,0xC861,lcall,0x198A,A,24,0,,0,,
0x14877,bank1,0xC877,lcall,0xE656,B,24,0,,,entry,other
0x1487A,bank1,0xC87A,lcall,0xE5A7,B,24,0,,,entry,other
0x14881,bank1,0xC881,ljmp,0xF022,B,3,21,,,entry,other
0x14884,bank1,0xC884,lcall,0x198A,A,24,0,,0,,
0x148A6,bank1,0xC8A6,lcall,0xD37F,B,22,2,,,entry,other
0x148BB,bank1,0xC8BB,ljmp,0xC8E3,B,24,0,,,entry,entry
0x148BE,bank1,0xC8BE,ljmp,0xC8EA,B,24,0,,,entry,entry
0x148C1,bank1,0xC8C1,ljmp,0xC8F4,B,24,0,,,entry,entry
0x148C4,bank1,0xC8C4,ljmp,0xC8F6,B,24,0,,,entry,other
0x148C7,bank1,0xC8C7,lcall,0x198A,A,24,0,,0,,
0x148E3,bank1,0xC8E3,lcall,0xCC2D,B,24,0,,,entry,other
0x148E6,bank1,0xC8E6,lcall,0xD0C4,B,24,0,,,entry,other
0x148EA,bank1,0xC8EA,lcall,0xD5B4,B,24,0,,,entry,other
0x148ED,bank1,0xC8ED,lcall,0xD32C,B,22,2,,,entry,other
0x148F0,bank1,0xC8F0,lcall,0xD34B,B,24,0,,,entry,other
0x148FD,bank1,0xC8FD,lcall,0xD22E,B,24,0,,,entry,other
0x14900,bank1,0xC900,lcall,0xD235,B,24,0,,,entry,other
0x14903,bank1,0xC903,lcall,0xCD80,B,23,1,,,entry,entry
0x14906,bank1,0xC906,ljmp,0xD23F,B,21,3,,,entry,entry
0x14909,bank1,0xC909,ljmp,0xCBAB,B,24,0,,,entry,entry
0x1490C,bank1,0xC90C,ljmp,0xC931,B,22,2,,,entry,entry
0x1490F,bank1,0xC90F,ljmp,0xC979,B,20,4,,,entry,entry
0x14912,bank1,0xC912,ljmp,0xC9BE,B,18,6,,,entry,other
0x14915,bank1,0xC915,ljmp,0xCA1D,B,16,8,,,entry,other
0x14918,bank1,0xC918,ljmp,0xCA3E,B,24,0,,,entry,entry
0x1491B,bank1,0xC91B,ljmp,0xCAB8,B,24,0,,,entry,other
0x1491E,bank1,0xC91E,ljmp,0xCB08,B,22,2,,,entry,other
0x14921,bank1,0xC921,ljmp,0xCB1E,B,24,0,,,other,other
0x14934,bank1,0xC934,lcall,0x8898,B,22,2,,,other,other
0x14957,bank1,0xC957,lcall,0x8892,B,21,3,,,other,other
0x1495D,bank1,0xC95D,lcall,0x8886,B,21,3,,,other,other
0x14967,bank1,0xC967,lcall,0x8886,B,24,0,,,other,other
0x1496A,bank1,0xC96A,lcall,0x8863,B,23,1,,,entry,other
0x1496F,bank1,0xC96F,lcall,0xCB1F,B,24,0,,,entry,entry
0x1497C,bank1,0xC97C,lcall,0x8892,B,22,2,,,other,other
0x14982,bank1,0xC982,lcall,0x8886,B,24,0,,,other,other
0x14985,bank1,0xC985,lcall,0x8863,B,23,1,,,entry,other
0x1499F,bank1,0xC99F,ljmp,0xF022,B,0,24,,,entry,other
0x149BB,bank1,0xC9BB,ljmp,0xF022,B,0,24,,,entry,other
0x149C8,bank1,0xC9C8,lcall,0x8898,B,20,4,,,other,other
0x149E7,bank1,0xC9E7,lcall,0x8886,B,22,2,,,other,other
0x149F5,bank1,0xC9F5,lcall,0x8863,B,24,0,,,entry,other
0x14A20,bank1,0xCA20,lcall,0x8892,B,22,2,,,other,other
0x14A26,bank1,0xCA26,lcall,0x8886,B,21,3,,,other,other
0x14A29,bank1,0xCA29,lcall,0x8854,B,23,1,,,other,other
0x14A2F,bank1,0xCA2F,lcall,0x889E,B,24,0,,,other,entry
0x14A48,bank1,0xCA48,lcall,0x8898,B,20,4,,,other,other
0x14A71,bank1,0xCA71,lcall,0x8898,B,22,2,,,other,other
0x14A83,bank1,0xCA83,lcall,0x8886,B,22,2,,,other,other
0x14A8D,bank1,0xCA8D,lcall,0x885B,B,23,1,,,entry,other
0x14A91,bank1,0xCA91,ljmp,0x8082,B,0,24,,,entry,other
0x14AA2,bank1,0xCAA2,ljmp,0xCA16,B,24,0,,,entry,other
0x14AA8,bank1,0xCAA8,lcall,0x8886,B,24,0,,,other,other
0x14AAE,bank1,0xCAAE,lcall,0x888C,B,21,3,,,other,other
0x14ABB,bank1,0xCABB,lcall,0x8886,B,22,2,,,other,other
0x14AC2,bank1,0xCAC2,lcall,0xA5E6,B,23,1,,,entry,entry
0x14AF2,bank1,0xCAF2,lcall,0x888C,B,22,2,,,other,other
0x14AFA,bank1,0xCAFA,ljmp,0xF0E4,B,0,24,,,other,other
0x14B22,bank1,0xCB22,lcall,0x8886,B,24,0,,,other,other
0x14B29,bank1,0xCB29,lcall,0xA5E6,B,23,1,,,entry,entry
0x14B46,bank1,0xCB46,lcall,0xCB80,B,24,0,,,entry,other
0x14B88,bank1,0xCB88,lcall,0x8886,B,22,2,,,other,other
0x14B8D,bank1,0xCB8D,lcall,0xE954,B,0,24,,,other,other
0x14BA2,bank1,0xCBA2,lcall,0xA5E6,B,24,0,,,entry,entry
0x14BAB,bank1,0xCBAB,lcall,0xCC95,B,24,0,,,entry,other
0x14BB4,bank1,0xCBB4,ljmp,0x8025,B,0,24,,,other,other
0x14BD5,bank1,0xCBD5,lcall,0xCBF3,B,24,0,,,entry,other
0x14BD8,bank1,0xCBD8,lcall,0xCBE8,B,24,0,,,entry,other
0x14C10,bank1,0xCC10,lcall,0x888C,B,24,0,,,other,other
0x14C16,bank1,0xCC16,lcall,0x888C,B,24,0,,,other,other
0x14C1C,bank1,0xCC1C,lcall,0x888C,B,21,3,,,other,other
0x14C33,bank1,0xCC33,lcall,0x198A,A,24,0,,0,,
0x14C38,bank1,0xCC38,ljmp,0x7F04,A,0,24,,,,
0x14C3E,bank1,0xCC3E,lcall,0x8898,B,22,2,,,other,other
0x14C44,bank1,0xCC44,ljmp,0x7E02,A,0,24,,,,
0x14C46,bank1,0xCC46,ljmp,0x9003,B,0,24,,,other,entry
0x14C4A,bank1,0xCC4A,lcall,0x8892,B,24,0,,,other,other
0x14C54,bank1,0xCC54,lcall,0x885B,B,24,0,,,entry,other
0x14C58,bank1,0xCC58,ljmp,0x7D01,A,0,24,,,,
0x14C65,bank1,0xCC65,lcall,0x8886,B,22,2,,,other,other
0x14C6C,bank1,0xCC6C,lcall,0xA5E6,B,23,1,,,entry,entry
0x14C71,bank1,0xCC71,ljmp,0x79FF,A,0,24,,,,
0x14CC5,bank1,0xCCC5,lcall,0x8892,B,22,2,,,other,other
0x14CC8,bank1,0xCCC8,lcall,0x885B,B,23,1,,,entry,other
0x14CD2,bank1,0xCCD2,lcall,0x8886,B,22,2,,,other,other
0x14CDC,bank1,0xCCDC,lcall,0x8863,B,23,1,,,entry,other
0x14D03,bank1,0xCD03,ljmp,0x4002,A,0,24,,,,
0x14D05,bank1,0xCD05,ljmp,0x8031,B,0,24,,,entry,entry
0x14D0B,bank1,0xCD0B,lcall,0x8892,B,21,3,,,other,other
0x14D11,bank1,0xCD11,lcall,0x8886,B,21,3,,,other,other
0x14D14,bank1,0xCD14,lcall,0x8863,B,23,1,,,entry,other
0x14D35,bank1,0xCD35,lcall,0xCBF3,B,24,0,,,entry,other
0x14D44,bank1,0xCD44,lcall,0x8886,B,22,2,,,other,other
0x14D52,bank1,0xCD52,lcall,0x8863,B,24,0,,,entry,other
0x14D8D,bank1,0xCD8D,ljmp,0x7A03,A,0,24,,,,
0x14DAC,bank1,0xCDAC,lcall,0xCBF3,B,24,0,,,entry,other
0x14DAF,bank1,0xCDAF,lcall,0xCBE8,B,24,0,,,entry,other
0x14DB3,bank1,0xCDB3,ljmp,0xCE2D,B,24,0,,,entry,other
0x14DB6,bank1,0xCDB6,ljmp,0xCE78,B,24,0,,,entry,other
0x14DB9,bank1,0xCDB9,ljmp,0xCEA9,B,22,2,,,entry,other
0x14DBC,bank1,0xCDBC,ljmp,0xCEDA,B,20,4,,,entry,other
0x14DBF,bank1,0xCDBF,ljmp,0xCF0B,B,18,6,,,entry,entry
0x14DC2,bank1,0xCDC2,ljmp,0xCF3C,B,24,0,,,entry,other
0x14DC5,bank1,0xCDC5,ljmp,0xCF6D,B,24,0,,,entry,other
0x14DC8,bank1,0xCDC8,ljmp,0xCFB1,B,24,0,,,entry,other
0x14DDC,bank1,0xCDDC,ljmp,0x8503,B,1,23,,,other,other
0x14DEC,bank1,0xCDEC,ljmp,0x800D,B,0,24,,,other,entry
0x14DF1,bank1,0xCDF1,ljmp,0x8002,B,0,24,,,other,other
0x14DF3,bank1,0xCDF3,ljmp,0x800A,B,0,24,,,other,other
0x14E00,bank1,0xCE00,lcall,0x885B,B,23,1,,,entry,other
0x14E06,bank1,0xCE06,ljmp,0x0485,A,0,24,,,,
0x14E18,bank1,0xCE18,ljmp,0x800D,B,0,24,,,other,entry
0x14E1D,bank1,0xCE1D,ljmp,0x8002,B,0,24,,,other,other
0x14E1F,bank1,0xCE1F,ljmp,0x800A,B,0,24,,,other,other
0x14E2F,bank1,0xCE2F,lcall,0xE57E,B,24,0,,,entry,other
0x14E35,bank1,0xCE35,lcall,0x8886,B,21,3,,,other,other
0x14E38,bank1,0xCE38,lcall,0x885B,B,20,4,,,entry,other
0x14E3B,bank1,0xCE3B,lcall,0xCDDA,B,24,0,,,entry,other
0x14E41,bank1,0xCE41,lcall,0x889E,B,24,0,,,other,entry
0x14E46,bank1,0xCE46,lcall,0xE57E,B,24,0,,,entry,other
0x14E4C,bank1,0xCE4C,lcall,0x8886,B,21,3,,,other,other
0x14E4F,bank1,0xCE4F,lcall,0x885B,B,20,4,,,entry,other
0x14E52,bank1,0xCE52,lcall,0xCDDA,B,24,0,,,entry,other
0x14E58,bank1,0xCE58,lcall,0x889E,B,24,0,,,other,entry
0x14E6E,bank1,0xCE6E,lcall,0x8892,B,24,0,,,other,other
0x14E74,bank1,0xCE74,lcall,0x889E,B,24,0,,,other,entry
0x14E7A,bank1,0xCE7A,lcall,0xE57E,B,23,1,,,entry,other
0x14E80,bank1,0xCE80,lcall,0x8886,B,21,3,,,other,other
0x14E83,bank1,0xCE83,lcall,0x885B,B,20,4,,,entry,other
0x14E86,bank1,0xCE86,lcall,0xCDDA,B,24,0,,,entry,other
0x14E8C,bank1,0xCE8C,lcall,0x889E,B,24,0,,,other,entry
0x14E95,bank1,0xCE95,lcall,0x9003,B,1,23,,,other,entry
0x14E99,bank1,0xCE99,lcall,0x889E,B,24,0,,,other,entry
0x14E9F,bank1,0xCE9F,lcall,0x8892,B,24,0,,,other,other
0x14EA5,bank1,0xCEA5,lcall,0x889E,B,24,0,,,other,entry
0x14EAA,bank1,0xCEAA,ljmp,0x12E5,A,0,24,,,,
0x14EAB,bank1,0xCEAB,lcall,0xE57E,B,23,1,,,entry,other
0x14EB1,bank1,0xCEB1,lcall,0x8886,B,20,4,,,other,other
0x14EB4,bank1,0xCEB4,lcall,0x885B,B,19,5,,,entry,other
0x14EB7,bank1,0xCEB7,lcall,0xCDDA,B,24,0,,,entry,other
0x14EBD,bank1,0xCEBD,lcall,0x889E,B,24,0,,,other,entry
0x14EC6,bank1,0xCEC6,lcall,0x9003,B,0,24,,,other,entry
0x14ECA,bank1,0xCECA,lcall,0x889E,B,24,0,,,other,entry
0x14ED0,bank1,0xCED0,lcall,0x8892,B,24,0,,,other,other
0x14ED6,bank1,0xCED6,lcall,0x889E,B,24,0,,,other,entry
0x14EDC,bank1,0xCEDC,lcall,0xE57E,B,24,0,,,entry,other
0x14EE2,bank1,0xCEE2,lcall,0x8886,B,21,3,,,other,other
0x14EE5,bank1,0xCEE5,lcall,0x885B,B,20,4,,,entry,other
0x14EE8,bank1,0xCEE8,lcall,0xCDDA,B,24,0,,,entry,other
0x14EEE,bank1,0xCEEE,lcall,0x889E,B,24,0,,,other,entry
0x14EF7,bank1,0xCEF7,lcall,0x9003,B,1,23,,,other,entry
0x14EFB,bank1,0xCEFB,lcall,0x889E,B,24,0,,,other,entry
0x14F01,bank1,0xCF01,lcall,0x8892,B,24,0,,,other,other
0x14F07,bank1,0xCF07,lcall,0x889E,B,24,0,,,other,entry
0x14F0D,bank1,0xCF0D,lcall,0xE57E,B,24,0,,,entry,other
0x14F13,bank1,0xCF13,lcall,0x8886,B,21,3,,,other,other
0x14F16,bank1,0xCF16,lcall,0x885B,B,20,4,,,entry,other
0x14F19,bank1,0xCF19,lcall,0xCDDA,B,24,0,,,entry,other
0x14F1F,bank1,0xCF1F,lcall,0x889E,B,24,0,,,other,entry
0x14F28,bank1,0xCF28,lcall,0x9003,B,1,23,,,other,entry
0x14F2C,bank1,0xCF2C,lcall,0x889E,B,24,0,,,other,entry
0x14F32,bank1,0xCF32,lcall,0x8892,B,24,0,,,other,other
0x14F38,bank1,0xCF38,lcall,0x889E,B,24,0,,,other,entry
0x14F3E,bank1,0xCF3E,lcall,0xE57E,B,23,1,,,entry,other
0x14F44,bank1,0xCF44,lcall,0x8886,B,21,3,,,other,other
0x14F47,bank1,0xCF47,lcall,0x885B,B,20,4,,,entry,other
0x14F4A,bank1,0xCF4A,lcall,0xCDDA,B,24,0,,,entry,other
0x14F50,bank1,0xCF50,lcall,0x889E,B,24,0,,,other,entry
0x14F58,bank1,0xCF58,ljmp,0x1290,A,0,24,,,,
0x14F59,bank1,0xCF59,lcall,0x9003,B,0,24,,,other,entry
0x14F5D,bank1,0xCF5D,lcall,0x889E,B,24,0,,,other,entry
0x14F63,bank1,0xCF63,lcall,0x8892,B,24,0,,,other,other
0x14F69,bank1,0xCF69,lcall,0x889E,B,24,0,,,other,entry
0x14F6F,bank1,0xCF6F,lcall,0xE57E,B,24,0,,,entry,other
0x14F75,bank1,0xCF75,lcall,0x8886,B,21,3,,,other,other
0x14F78,bank1,0xCF78,lcall,0x885B,B,20,4,,,entry,other
0x14F7B,bank1,0xCF7B,lcall,0xCDDA,B,24,0,,,entry,other
0x14F81,bank1,0xCF81,lcall,0x889E,B,24,0,,,other,entry
0x14F8C,bank1,0xCF8C,lcall,0x9003,B,0,24,,,other,entry
0x14F90,bank1,0xCF90,lcall,0x889E,B,24,0,,,other,entry
0x14F96,bank1,0xCF96,lcall,0x8892,B,24,0,,,other,other
0x14F9C,bank1,0xCF9C,lcall,0x889E,B,24,0,,,other,entry
0x14FA3,bank1,0xCFA3,lcall,0x889E,B,24,0,,,other,entry
0x14FB4,bank1,0xCFB4,lcall,0x8886,B,24,0,,,other,other
0x14FBA,bank1,0xCFBA,lcall,0x8892,B,24,0,,,other,other
0x14FBD,bank1,0xCFBD,lcall,0x8863,B,23,1,,,entry,other
0x14FC5,bank1,0xCFC5,lcall,0x8892,B,24,0,,,other,other
0x14FC8,bank1,0xCFC8,lcall,0x8863,B,23,1,,,entry,other
0x15000,bank1,0xD000,ljmp,0xD037,B,24,0,,,other,other
0x15003,bank1,0xD003,ljmp,0xD04C,B,24,0,,,entry,other
0x15006,bank1,0xD006,ljmp,0xD050,B,24,0,,,entry,other
0x15009,bank1,0xD009,ljmp,0xD054,B,23,1,,,entry,other
0x1500C,bank1,0xD00C,ljmp,0xD058,B,23,1,,,entry,other
0x1500F,bank1,0xD00F,ljmp,0xD05C,B,24,0,,,entry,other
0x15012,bank1,0xD012,ljmp,0xD060,B,24,0,,,entry,entry
0x15015,bank1,0xD015,ljmp,0xD064,B,23,1,,,entry,other
0x15061,bank1,0xD061,ljmp,0x8004,B,0,24,,,other,other
0x150DD,bank1,0xD0DD,lcall,0x198A,A,24,0,,0,,
0x150E3,bank1,0xD0E3,ljmp,0xD1B8,B,24,0,,,entry,other
0x150E6,bank1,0xD0E6,ljmp,0xD17E,B,23,1,,,entry,other
0x150EC,bank1,0xD0EC,lcall,0x8898,B,20,4,,,other,other
0x150F3,bank1,0xD0F3,lcall,0xD1BC,B,24,0,,,entry,other
0x15102,bank1,0xD102,lcall,0x8886,B,20,4,,,other,other
0x1510C,bank1,0xD10C,lcall,0x885B,B,23,1,,,entry,other
0x15131,bank1,0xD131,lcall,0x885B,B,23,1,,,entry,other
0x1513B,bank1,0xD13B,ljmp,0x8030,B,0,24,,,other,other
0x1514C,bank1,0xD14C,lcall,0xCBF3,B,24,0,,,entry,other
0x151AD,bank1,0xD1AD,lcall,0xCBF3,B,24,0,,,entry,other
0x151B8,bank1,0xD1B8,lcall,0xD16F,B,23,1,,,entry,other
0x151C4,bank1,0xD1C4,ljmp,0x800A,B,0,24,,,other,other
0x151C9,bank1,0xD1C9,ljmp,0x800A,B,0,24,,,other,other
0x151E0,bank1,0xD1E0,lcall,0x8892,B,24,0,,,other,other
0x151E3,bank1,0xD1E3,lcall,0x8863,B,23,1,,,entry,other
0x151F5,bank1,0xD1F5,lcall,0xD37F,B,22,2,,,entry,other
0x151F9,bank1,0xD1F9,lcall,0x9004,B,4,20,,,entry,other
0x15203,bank1,0xD203,lcall,0xE5A7,B,24,0,,,entry,other
0x1520D,bank1,0xD20D,ljmp,0xD22E,B,24,0,,,entry,other
0x15210,bank1,0xD210,ljmp,0xD235,B,24,0,,,entry,other
0x15213,bank1,0xD213,ljmp,0xD246,B,23,1,,,entry,other
0x15216,bank1,0xD216,ljmp,0xD23F,B,24,0,,,entry,entry
0x15219,bank1,0xD219,lcall,0xCC2D,B,24,0,,,entry,other
0x1521C,bank1,0xD21C,lcall,0xD0C4,B,24,0,,,entry,other
0x1522E,bank1,0xD22E,lcall,0xCDCB,B,24,0,,,entry,other
0x15231,bank1,0xD231,lcall,0xD0A6,B,24,0,,,entry,other
0x15235,bank1,0xD235,lcall,0xD018,B,24,0,,,entry,other
0x15238,bank1,0xD238,lcall,0xD2A3,B,24,0,,,entry,other
0x1523B,bank1,0xD23B,lcall,0xD274,B,24,0,,,entry,other
0x1523F,bank1,0xD23F,lcall,0xD34B,B,24,0,,,entry,other
0x15242,bank1,0xD242,lcall,0xD32C,B,24,0,,,entry,other
0x15246,bank1,0xD246,lcall,0xC924,B,24,0,,,entry,other
0x15249,bank1,0xD249,lcall,0x198A,A,22,2,,0,,
0x15256,bank1,0xD256,lcall,0x1984,A,24,0,,0,,
0x1525C,bank1,0xD25C,lcall,0x19A8,A,24,0,,0,,
0x1526B,bank1,0xD26B,lcall,0xCD80,B,24,0,,,entry,entry
0x1526F,bank1,0xD26F,lcall,0xCD80,B,24,0,,,entry,entry
0x1528A,bank1,0xD28A,lcall,0x7F00,A,0,24,,,,
0x152A6,bank1,0xD2A6,lcall,0x8892,B,24,0,,,other,other
0x152C0,bank1,0xD2C0,ljmp,0x8504,B,1,23,,,other,other
0x152D4,bank1,0xD2D4,ljmp,0x7B64,A,0,24,,,,
0x152DC,bank1,0xD2DC,lcall,0x8886,B,24,0,,,other,other
0x152DF,bank1,0xD2DF,lcall,0xA5E6,B,23,1,,,entry,entry
0x152EC,bank1,0xD2EC,lcall,0x8886,B,22,2,,,other,other
0x152EF,bank1,0xD2EF,lcall,0xA5E6,B,23,1,,,entry,entry
0x152FE,bank1,0xD2FE,lcall,0xA5E6,B,24,0,,,entry,entry
0x15303,bank1,0xD303,ljmp,0xD003,B,0,24,,,entry,other
0x15315,bank1,0xD315,lcall,0xA5A7,B,24,0,,,entry,other
0x1531A,bank1,0xD31A,ljmp,0x8500,B,0,24,,,other,other
0x15322,bank1,0xD322,lcall,0xA5E6,B,24,0,,,entry,entry
0x15328,bank1,0xD328,lcall,0x888C,B,22,2,,,other,other
0x15360,bank1,0xD360,ljmp,0x7901,A,1,23,,,,
0x15385,bank1,0xD385,ljmp,0xD322,B,1,23,,,entry,other
0x1538B,bank1,0xD38B,lcall,0x8892,B,22,2,,,other,other
0x15391,bank1,0xD391,ljmp,0x8033,B,0,24,,,other,other
0x15397,bank1,0xD397,lcall,0x889E,B,22,2,,,other,entry
0x153A4,bank1,0xD3A4,lcall,0x8892,B,21,3,,,other,other
0x153AC,bank1,0xD3AC,lcall,0x8886,B,23,1,,,other,other
0x153AF,bank1,0xD3AF,lcall,0x885B,B,23,1,,,entry,other
0x153C4,bank1,0xD3C4,ljmp,0xD472,B,22,2,,,entry,other
0x153D4,bank1,0xD3D4,lcall,0x889E,B,24,0,,,other,entry
0x153DA,bank1,0xD3DA,lcall,0x8886,B,22,2,,,other,other
0x153E9,bank1,0xD3E9,ljmp,0x800D,B,0,24,,,other,entry
0x153EE,bank1,0xD3EE,ljmp,0x8002,B,0,24,,,other,other
0x153F0,bank1,0xD3F0,ljmp,0x800A,B,0,24,,,other,other
0x153FD,bank1,0xD3FD,lcall,0x885B,B,23,1,,,entry,other
0x15404,bank1,0xD404,ljmp,0x8503,B,2,22,,,other,other
0x1540C,bank1,0xD40C,lcall,0xA5E6,B,23,1,,,entry,entry
0x15410,bank1,0xD410,ljmp,0x0485,A,0,24,,,,
0x15418,bank1,0xD418,lcall,0x8886,B,24,0,,,other,other
0x1541B,bank1,0xD41B,lcall,0xA5E6,B,23,1,,,entry,entry
0x15423,bank1,0xD423,ljmp,0x7910,A,0,24,,,,
0x15430,bank1,0xD430,lcall,0x889E,B,24,0,,,other,entry
0x1543D,bank1,0xD43D,lcall,0x8892,B,23,1,,,other,other
0x15445,bank1,0xD445,lcall,0x8886,B,23,1,,,other,other
0x15448,bank1,0xD448,lcall,0x885B,B,23,1,,,entry,other
0x1544D,bank1,0xD44D,ljmp,0x8503,B,1,23,,,other,other
0x15455,bank1,0xD455,lcall,0xA5E6,B,24,0,,,entry,entry
0x15459,bank1,0xD459,ljmp,0x0485,A,0,24,,,,
0x15461,bank1,0xD461,lcall,0x8886,B,24,0,,,other,other
0x15464,bank1,0xD464,lcall,0xA5E6,B,23,1,,,entry,entry
0x1547C,bank1,0xD47C,ljmp,0x8004,B,0,24,,,other,other
0x15493,bank1,0xD493,ljmp,0x7464,A,0,24,,,,
0x15499,bank1,0xD499,ljmp,0x8026,B,0,24,,,entry,entry
0x154B8,bank1,0xD4B8,lcall,0xCBF3,B,24,0,,,entry,other
0x154DF,bank1,0xD4DF,lcall,0x8886,B,24,0,,,other,other
0x154E3,bank1,0xD4E3,ljmp,0x0390,A,1,23,,,,
0x15501,bank1,0xD501,lcall,0x9182,B,23,1,,,other,other
0x15508,bank1,0xD508,lcall,0x9193,B,24,0,,,other,other
0x15510,bank1,0xD510,ljmp,0xF030,B,2,22,,,other,other
0x1552B,bank1,0xD52B,lcall,0x198A,A,24,0,,0,,
0x15531,bank1,0xD531,lcall,0x1984,A,24,0,,0,,
0x15537,bank1,0xD537,lcall,0x19A8,A,24,0,,0,,
0x15544,bank1,0xD544,lcall,0xD8B9,B,24,0,,,entry,entry
0x15548,bank1,0xD548,ljmp,0x9003,B,0,24,,,other,entry
0x15553,bank1,0xD553,lcall,0x885B,B,24,0,,,entry,other
0x1556E,bank1,0xD56E,lcall,0x198A,A,24,0,,0,,
0x15574,bank1,0xD574,ljmp,0xD6EE,B,24,0,,,entry,other
