construction_id,access_id,row_kind,methods,anchors,construction_runtime,construction_file,context,matched_bytes,frame_start,frame_onto,frame_over,effective_base,destination,terms,semantics,consumer_runtime,consumer_file,direction,status,stop_reason,stop_runtime,stop_file
anchor:0x8424@body,anchor:0x8424@body/0x34D9@0x8427>0x34D9,anchor-access,direct-handoff,0x28423 0x28424 0x28427,0x8424,0x28424,,9007d0,0x28423,24,0,0x07D0,DPTR,DPTR ← 0x07D0,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x34D9,0x234D9,read,decoded-candidate,unmodelled-handoff,0x34E7,0x234E7
anchor:0x84D6@body,anchor:0x84D6@body/0x34D9@0x84D9>0x34D9,anchor-access,direct-handoff,0x284D6 0x284D9,0x84D6,0x284D6,,9007d0,0x284D6,22,2,0x07D0,DPTR,DPTR ← 0x07D0,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x34D9,0x234D9,read,decoded-candidate,unmodelled-handoff,0x34E7,0x234E7
anchor:0x8599@body,anchor:0x8599@body/0x34D9@0x859C>0x34D9,anchor-access,direct-handoff,0x28599 0x2859C,0x8599,0x28599,,9007d0,0x28599,22,2,0x07D0,DPTR,DPTR ← 0x07D0,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x34D9,0x234D9,read,decoded-candidate,unmodelled-handoff,0x34E7,0x234E7
anchor:0x878E@0x692C>0x878E,anchor:0x878E@0x692C>0x878E/0x8791@0x692C>0x878E,anchor-access,direct-handoff,0x2692C,0x878E,0x2878E,0x692C>0x878E,900809,0x2692C,24,0,0x0809,DPTR,DPTR ← 0x0809,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x8791,0x28791,read,decoded-candidate,unmodelled-handoff,0x879F,0x2879F
anchor:0x878E@0x695A>0x878E,anchor:0x878E@0x695A>0x878E/0x8791@0x695A>0x878E,anchor-access,direct-handoff,0x2695A,0x878E,0x2878E,0x695A>0x878E,900809,0x2695A,24,0,0x0809,DPTR,DPTR ← 0x0809,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x8791,0x28791,read,decoded-candidate,unmodelled-handoff,0x879F,0x2879F
anchor:0x878E@body,anchor:0x878E@body/0x8791@body,body-evidence,template-scan,0x2878E 0x28791 0x28792 0x28795 0x28796,0x878E,0x2878E,,900809,0x2878E,24,0,0x0809,DPTR,DPTR ← 0x0809,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x8791,0x28791,read,decoded-candidate,unmodelled-handoff,0x879F,0x2879F
anchor:0x893A@body,anchor:0x893A@body/0x893D@body,anchor-access,template-scan,0x28939 0x2893A 0x2893D 0x2893E 0x28941 0x28942,0x893A,0x2893A,,9007d6,0x28939,24,0,0x07D6,DPTR,DPTR ← 0x07D6,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x893D,0x2893D,read,decoded-candidate,unmodelled-handoff,0x894B,0x2894B
anchor:0x899E@body,anchor:0x899E@body/0x89A1@body,anchor-access,direct-handoff,0x2899E 0x289A1 0x289A2,0x899E,0x2899E,,9007d6,0x2899E,22,2,0x07D6,DPTR,DPTR ← 0x07D6,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x89A1,0x289A1,read,decoded-candidate,unmodelled-handoff,0x89A5,0x289A5
anchor:0x8A69@body,anchor:0x8A69@body/0x8A6C@body,anchor-access,direct-handoff,0x28A69 0x28A6C 0x28A6D,0x8A69,0x28A69,,9007d1,0x28A69,23,1,0x07D1,DPTR,DPTR ← 0x07D1,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x8A6C,0x28A6C,read,decoded-candidate,unsupported-instruction,0x8A71,0x28A71
anchor:0x8B8B@body,anchor:0x8B8B@body/0x8B8E@body,anchor-access,template-scan,0x28B8A 0x28B8B 0x28B8E 0x28B8F 0x28B92 0x28B93,0x8B8B,0x28B8B,,9007d1,0x28B8A,23,1,0x07D1,DPTR,DPTR ← 0x07D1,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x8B8E,0x28B8E,read,decoded-candidate,unsupported-branch,0x8B9D,0x28B9D
anchor:0x8BA3@body,anchor:0x8BA3@body/0x8BA6@body,anchor-access,direct-handoff,0x28BA3 0x28BA6 0x28BA7,0x8BA3,0x28BA3,,9007d1,0x28BA3,24,0,0x07D1,DPTR,DPTR ← 0x07D1,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x8BA6,0x28BA6,read,decoded-candidate,unmodelled-handoff,0x8BAA,0x28BAA
anchor:0x8C4E@body,anchor:0x8C4E@body/0x8C51@body,anchor-access,direct-handoff,0x28C4D 0x28C4E 0x28C51 0x28C52,0x8C4E,0x28C4E,,900832,0x28C4D,24,0,0x0832,DPTR,DPTR ← 0x0832,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x8C51,0x28C51,read,decoded-candidate,unsupported-instruction,0x58D3,0x258D3
anchor:0x8CA8@body,anchor:0x8CA8@body/0x8CAB@body,anchor-access,template-scan,0x28CA8 0x28CAB 0x28CAC 0x28CAF 0x28CB0,0x8CA8,0x28CA8,,900832,0x28CA8,24,0,0x0832,DPTR,DPTR ← 0x0832,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x8CAB,0x28CAB,read,decoded-candidate,stack-detour,0x8CB9,0x28CB9
anchor:0x8D1B@body,anchor:0x8D1B@body/0x8D1E@body,anchor-access,direct-handoff,0x28D19 0x28D1A 0x28D1B 0x28D1E 0x28D1F,0x8D1B,0x28D1B,,900832,0x28D19,24,0,0x0832,DPTR,DPTR ← 0x0832,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x8D1E,0x28D1E,read,decoded-candidate,unsupported-instruction,0x8D22,0x28D22
anchor:0x8D2D@0x8BF8>0x8D2D,anchor:0x8D2D@0x8BF8>0x8D2D/0x8D30@0x8BF8>0x8D2D,anchor-access,direct-handoff,0x28BF8,0x8D2D,0x28D2D,0x8BF8>0x8D2D,900832,0x28BF8,24,0,0x0832,DPTR,DPTR ← 0x0832,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x8D30,0x28D30,read,decoded-candidate,unsupported-instruction,0x580E,0x2580E
anchor:0x8D2D@body,anchor:0x8D2D@body/0x8D30@body,body-evidence,direct-handoff,0x28D2C 0x28D2D 0x28D30 0x28D31 0x28D34 0x28D35,0x8D2D,0x28D2D,,900832,0x28D2C,24,0,0x0832,DPTR,DPTR ← 0x0832,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x8D30,0x28D30,read,decoded-candidate,unsupported-instruction,0x580E,0x2580E
anchor:0x9450@body,anchor:0x9450@body/0xB233@0x9453>0xB233,anchor-access,direct-handoff,0x29450 0x29453,0x9450,0x29450,,9007d5,0x29450,22,2,0x07D5,DPTR,DPTR ← 0x07D5,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0xB233,0x2B233,read,decoded-candidate,unmodelled-handoff,0xB241,0x2B241
anchor:0x94C6@body,anchor:0x94C6@body/0x94CA@body,anchor-access,template-scan,0x294C6 0x294C9 0x294CA 0x294CB 0x294CC 0x294CF 0x294D0,0x94C6,0x294C6,,9007db,0x294C6,23,1,0x07DB,DPTR,DPTR ← 0x07DB,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x94CA,0x294CA,write,decoded-candidate,unmodelled-handoff,0x94D9,0x294D9
anchor:0x96FB@0xC898>0x96FB,anchor:0x96FB@0xC898>0x96FB/0x96FE@0xC898>0x96FB,anchor-access,direct-handoff,0x2C898,0x96FB,0x296FB,0xC898>0x96FB,900819,0x2C898,24,0,0x0819,DPTR,DPTR ← 0x0819,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x96FE,0x296FE,read,decoded-candidate,unsupported-instruction,0xC89C,0x2C89C
anchor:0x96FB@0xC8A0>0x96FB,anchor:0x96FB@0xC8A0>0x96FB/0x96FE@0xC8A0>0x96FB,anchor-access,direct-handoff,0x2C8A0,0x96FB,0x296FB,0xC8A0>0x96FB,900819,0x2C8A0,24,0,0x0819,DPTR,DPTR ← 0x0819,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x96FE,0x296FE,read,decoded-candidate,unsupported-instruction,0xC8A4,0x2C8A4
anchor:0x96FB@body,anchor:0x96FB@body/0x96FE@body,body-evidence,template-scan,0x296FB 0x296FE 0x296FF 0x29702 0x29703,0x96FB,0x296FB,,900819,0x296FB,24,0,0x0819,DPTR,DPTR ← 0x0819,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x96FE,0x296FE,read,decoded-candidate,return-consumption-not-established,0x970C,0x2970C
anchor:0x973C@0x8A7C>0x973C,anchor:0x973C@0x8A7C>0x973C/0x973F@0x8A7C>0x973C,anchor-access,direct-handoff,0x28A7B 0x28A7C,0x973C,0x2973C,0x8A7C>0x973C,9007d1,0x28A7B,24,0,0x07D1,DPTR,DPTR ← 0x07D1,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x973F,0x2973F,read,decoded-candidate,unmodelled-handoff,0x974D,0x2974D
anchor:0x973C@0x8AE5>0x973C,anchor:0x973C@0x8AE5>0x973C/0x973F@0x8AE5>0x973C,anchor-access,direct-handoff,0x28AE5,0x973C,0x2973C,0x8AE5>0x973C,9007d1,0x28AE5,24,0,0x07D1,DPTR,DPTR ← 0x07D1,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x973F,0x2973F,read,decoded-candidate,unmodelled-handoff,0x974D,0x2974D
anchor:0x973C@body,anchor:0x973C@body/0x973F@body,body-evidence,template-scan,0x2973C 0x2973F 0x29740 0x29743 0x29744,0x973C,0x2973C,,9007d1,0x2973C,24,0,0x07D1,DPTR,DPTR ← 0x07D1,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x973F,0x2973F,read,decoded-candidate,unmodelled-handoff,0x974D,0x2974D
anchor:0x9772@0xBAC7>0x9772,anchor:0x9772@0xBAC7>0x9772/0x9775@0xBAC7>0x9772,anchor-access,direct-handoff,0x2BAC7,0x9772,0x29772,0xBAC7>0x9772,9007d4,0x2BAC7,24,0,0x07D4,DPTR,DPTR ← 0x07D4,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x9775,0x29775,read,decoded-candidate,unmodelled-handoff,0xBACA,0x2BACA
anchor:0x9772@0xBB02>0x9772,anchor:0x9772@0xBB02>0x9772/0x9775@0xBB02>0x9772,anchor-access,direct-handoff,0x2BB02,0x9772,0x29772,0xBB02>0x9772,9007d4,0x2BB02,24,0,0x07D4,DPTR,DPTR ← 0x07D4,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x9775,0x29775,read,decoded-candidate,unmodelled-handoff,0xBB05,0x2BB05
anchor:0x9772@0xBB16>0x9772,anchor:0x9772@0xBB16>0x9772/0x9775@0xBB16>0x9772,anchor-access,direct-handoff,0x2BB16,0x9772,0x29772,0xBB16>0x9772,9007d4,0x2BB16,24,0,0x07D4,DPTR,DPTR ← 0x07D4,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x9775,0x29775,read,decoded-candidate,unmodelled-handoff,0xBB19,0x2BB19
anchor:0x9772@body,anchor:0x9772@body/0x9775@body,body-evidence,template-scan,0x29772 0x29775 0x29776 0x29779 0x2977A,0x9772,0x29772,,9007d4,0x29772,24,0,0x07D4,DPTR,DPTR ← 0x07D4,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x9775,0x29775,read,decoded-candidate,return-consumption-not-established,0x9783,0x29783
anchor:0x9B09@0xD586>0x9AFB,anchor:0x9B09@0xD586>0x9AFB/0x9B0C@0xD586>0x9AFB,anchor-access,direct-handoff,0x2D585 0x2D586,0x9B09,0x29B09,0xD586>0x9AFB,900858,0x2D585,24,0,0x0858,DPTR,DPTR ← 0x0858,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x9B0C,0x29B0C,write,decoded-candidate,unsupported-instruction,0xD58B,0x2D58B
anchor:0x9B09@0xE821>0x9AFB,anchor:0x9B09@0xE821>0x9AFB/0x9B0C@0xE821>0x9AFB,anchor-access,direct-handoff,0x2E820 0x2E821,0x9B09,0x29B09,0xE821>0x9AFB,900858,0x2E820,24,0,0x0858,DPTR,DPTR ← 0x0858,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x9B0C,0x29B0C,write,decoded-candidate,unsupported-instruction,0xE826,0x2E826
anchor:0x9B09@body,anchor:0x9B09@body/0x9B0C@body,body-evidence,template-scan,0x29AFA 0x29AFB 0x29AFE 0x29AFF,0x9B09,0x29B09,,900858,0x29AFA,24,0,0x0858,DPTR,DPTR ← 0x0858,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x9B0C,0x29B0C,write,decoded-candidate,return-consumption-not-established,0x9B10,0x29B10
anchor:0x9B0D@0xD586>0x9AFB,anchor:0x9B0D@0xD586>0x9AFB/0xD58A@body,anchor-access,direct-handoff,0x2D585 0x2D586,0x9B0D,0x29B0D,0xD586>0x9AFB,900856,0x2D585,24,0,0x0856,DPTR,DPTR ← 0x0856,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0xD58A,0x2D58A,write,decoded-candidate,unsupported-instruction,0xD58B,0x2D58B
anchor:0x9B0D@0xE821>0x9AFB,anchor:0x9B0D@0xE821>0x9AFB/0xE825@body,anchor-access,direct-handoff,0x2E820 0x2E821,0x9B0D,0x29B0D,0xE821>0x9AFB,900856,0x2E820,24,0,0x0856,DPTR,DPTR ← 0x0856,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0xE825,0x2E825,write,decoded-candidate,unsupported-instruction,0xE826,0x2E826
anchor:0x9EB3@body,anchor:0x9EB3@body/0x9EB6@body,anchor-access,direct-handoff,0x29EB3 0x29EB6 0x29EB7,0x9EB3,0x29EB3,,9007d7,0x29EB3,24,0,0x07D7,DPTR,DPTR ← 0x07D7,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x9EB6,0x29EB6,read,decoded-candidate,unsupported-branch,0x9EBB,0x29EBB
anchor:0x9EC8@body,anchor:0x9EC8@body/0x58B9@0x9ECB>0x58B9,anchor-access,direct-handoff,0x29EC8 0x29ECB,0x9EC8,0x29EC8,,9007d7,0x29EC8,24,0,0x07D7,DPTR,DPTR ← 0x07D7,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x58B9,0x258B9,read,decoded-candidate,unmodelled-handoff,0x9ECE,0x29ECE
anchor:0x9F0B@body,anchor:0x9F0B@body/0x578E@0x9F0E>0x578E,anchor-access,direct-handoff,0x29F0B 0x29F0E,0x9F0B,0x29F0B,,9007d7,0x29F0B,24,0,0x07D7,DPTR,DPTR ← 0x07D7,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x578E,0x2578E,read,decoded-candidate,unmodelled-handoff,0x9F11,0x29F11
anchor:0x9FF9@body,anchor:0x9FF9@body/0x9FFD@body,anchor-access,template-scan,0x29FF8 0x29FF9 0x29FFC 0x29FFD 0x29FFE 0x29FFF 0x2A002 0x2A003,0x9FF9,0x29FF9,,9007de,0x29FF8,24,0,0x07DE,DPTR,DPTR ← 0x07DE,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x9FFD,0x29FFD,write,decoded-candidate,unsupported-branch,0xA00D,0x2A00D
anchor:0xA0FB@0xA150>0xA0F0,anchor:0xA0FB@0xA150>0xA0F0/0xA0FE@0xA150>0xA0F0,anchor-access,direct-handoff,0x2A150,0xA0FB,0x2A0FB,0xA150>0xA0F0,9007d7,0x2A150,24,0,0x07D7,DPTR,DPTR ← 0x07D7,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0xA0FE,0x2A0FE,write,decoded-candidate,unsupported-instruction,0xA113,0x2A113
anchor:0xA0FB@0xA165>0xA0F0,anchor:0xA0FB@0xA165>0xA0F0/0xA0FE@0xA165>0xA0F0,anchor-access,direct-handoff,0x2A165,0xA0FB,0x2A0FB,0xA165>0xA0F0,9007d7,0x2A165,24,0,0x07D7,DPTR,DPTR ← 0x07D7,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0xA0FE,0x2A0FE,write,decoded-candidate,unsupported-instruction,0xA113,0x2A113
anchor:0xA0FB@0xA1E5>0xA0F0,anchor:0xA0FB@0xA1E5>0xA0F0/0xA0FE@0xA1E5>0xA0F0,anchor-access,direct-handoff,0x2A1E5,0xA0FB,0x2A0FB,0xA1E5>0xA0F0,9007d7,0x2A1E5,24,0,0x07D7,DPTR,DPTR ← 0x07D7,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0xA0FE,0x2A0FE,write,decoded-candidate,unsupported-instruction,0xA113,0x2A113
anchor:0xA0FB@0xA328>0xA0F0,anchor:0xA0FB@0xA328>0xA0F0/0xA0FE@0xA328>0xA0F0,anchor-access,direct-handoff,0x2A328,0xA0FB,0x2A0FB,0xA328>0xA0F0,9007d7,0x2A328,24,0,0x07D7,DPTR,DPTR ← 0x07D7,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0xA0FE,0x2A0FE,write,decoded-candidate,unsupported-instruction,0xA113,0x2A113
anchor:0xA0FB@0xA697>0xA0F0,anchor:0xA0FB@0xA697>0xA0F0/0xA0FE@0xA697>0xA0F0,anchor-access,direct-handoff,0x2A697,0xA0FB,0x2A0FB,0xA697>0xA0F0,9007d7,0x2A697,24,0,0x07D7,DPTR,DPTR ← 0x07D7,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0xA0FE,0x2A0FE,write,decoded-candidate,unsupported-instruction,0xA113,0x2A113
anchor:0xA0FB@0xA6CB>0xA0F0,anchor:0xA0FB@0xA6CB>0xA0F0/0xA0FE@0xA6CB>0xA0F0,anchor-access,direct-handoff,0x2A6CB,0xA0FB,0x2A0FB,0xA6CB>0xA0F0,9007d7,0x2A6CB,24,0,0x07D7,DPTR,DPTR ← 0x07D7,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0xA0FE,0x2A0FE,write,decoded-candidate,unsupported-instruction,0xA113,0x2A113
anchor:0xA0FB@body,anchor:0xA0FB@body/0xA0FE@body,body-evidence,template-scan,0x2A0ED 0x2A0F0 0x2A0F1 0x2A0FA 0x2A0FB 0x2A0FE 0x2A0FF 0x2A100 0x2A103 0x2A104,0xA0FB,0x2A0FB,,9007d7,0x2A0ED 0x2A0FA,24,0,0x07D7,DPTR,DPTR ← 0x07D7,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0xA0FE,0x2A0FE,write,decoded-candidate,unsupported-instruction,0xA113,0x2A113
anchor:0xA10E@0xA150>0xA0F0,anchor:0xA10E@0xA150>0xA0F0/0xA111@0xA150>0xA0F0,anchor-access,direct-handoff,0x2A150,0xA10E,0x2A10E,0xA150>0xA0F0,9007d8,0x2A150,24,0,0x07D8,DPTR,DPTR ← 0x07D8,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0xA111,0x2A111,write,decoded-candidate,unsupported-instruction,0xA113,0x2A113
anchor:0xA10E@0xA165>0xA0F0,anchor:0xA10E@0xA165>0xA0F0/0xA111@0xA165>0xA0F0,anchor-access,direct-handoff,0x2A165,0xA10E,0x2A10E,0xA165>0xA0F0,9007d8,0x2A165,24,0,0x07D8,DPTR,DPTR ← 0x07D8,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0xA111,0x2A111,write,decoded-candidate,unsupported-instruction,0xA113,0x2A113
anchor:0xA10E@0xA1E5>0xA0F0,anchor:0xA10E@0xA1E5>0xA0F0/0xA111@0xA1E5>0xA0F0,anchor-access,direct-handoff,0x2A1E5,0xA10E,0x2A10E,0xA1E5>0xA0F0,9007d8,0x2A1E5,24,0,0x07D8,DPTR,DPTR ← 0x07D8,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0xA111,0x2A111,write,decoded-candidate,unsupported-instruction,0xA113,0x2A113
anchor:0xA10E@0xA328>0xA0F0,anchor:0xA10E@0xA328>0xA0F0/0xA111@0xA328>0xA0F0,anchor-access,direct-handoff,0x2A328,0xA10E,0x2A10E,0xA328>0xA0F0,9007d8,0x2A328,24,0,0x07D8,DPTR,DPTR ← 0x07D8,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0xA111,0x2A111,write,decoded-candidate,unsupported-instruction,0xA113,0x2A113
anchor:0xA10E@0xA62D>0xA0FE,anchor:0xA10E@0xA62D>0xA0FE/0xA111@0xA62D>0xA0FE,anchor-access,direct-handoff,0x2A62D,0xA10E,0x2A10E,0xA62D>0xA0FE,9007d8,0x2A62D,24,0,0x07D8,DPTR,DPTR ← 0x07D8,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0xA111,0x2A111,write,decoded-candidate,unsupported-instruction,0xA113,0x2A113
anchor:0xA10E@0xA697>0xA0F0,anchor:0xA10E@0xA697>0xA0F0/0xA111@0xA697>0xA0F0,anchor-access,direct-handoff,0x2A697,0xA10E,0x2A10E,0xA697>0xA0F0,9007d8,0x2A697,24,0,0x07D8,DPTR,DPTR ← 0x07D8,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0xA111,0x2A111,write,decoded-candidate,unsupported-instruction,0xA113,0x2A113
anchor:0xA10E@0xA6CB>0xA0F0,anchor:0xA10E@0xA6CB>0xA0F0/0xA111@0xA6CB>0xA0F0,anchor-access,direct-handoff,0x2A6CB,0xA10E,0x2A10E,0xA6CB>0xA0F0,9007d8,0x2A6CB,24,0,0x07D8,DPTR,DPTR ← 0x07D8,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0xA111,0x2A111,write,decoded-candidate,unsupported-instruction,0xA113,0x2A113
anchor:0xA10E@0xA6E9>0xA0FF,anchor:0xA10E@0xA6E9>0xA0FF/0xA111@0xA6E9>0xA0FF,anchor-access,direct-handoff,0x2A6E9,0xA10E,0x2A10E,0xA6E9>0xA0FF,9007d8,0x2A6E9,24,0,0x07D8,DPTR,DPTR ← 0x07D8,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0xA111,0x2A111,write,decoded-candidate,unsupported-instruction,0xA113,0x2A113
anchor:0xA10E@body,anchor:0xA10E@body/0xA111@body,body-evidence,template-scan,0x2A0ED 0x2A0F0 0x2A0F1 0x2A0FA 0x2A0FB 0x2A0FE 0x2A0FF 0x2A100 0x2A103 0x2A104,0xA10E,0x2A10E,,9007d8,0x2A0ED 0x2A0FA,24,0,0x07D8,DPTR,DPTR ← 0x07D8,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0xA111,0x2A111,write,decoded-candidate,unsupported-instruction,0xA113,0x2A113
anchor:0xA125@body,anchor:0xA125@body/0xA128@body,anchor-access,direct-handoff,0x2A125 0x2A128 0x2A129,0xA125,0x2A125,,9007d6,0x2A125,24,0,0x07D6,DPTR,DPTR ← 0x07D6,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0xA128,0x2A128,read,decoded-candidate,unsupported-branch,0xA12D,0x2A12D
anchor:0xA184@body,anchor:0xA184@body/0xA187@body,anchor-access,direct-handoff,0x2A184 0x2A187 0x2A188,0xA184,0x2A184,,9007d6,0x2A184,24,0,0x07D6,DPTR,DPTR ← 0x07D6,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0xA187,0x2A187,read,decoded-candidate,stack-detour,0xA18B,0x2A18B
anchor:0xA198@body,anchor:0xA198@body/0xA19B@body,anchor-access,direct-handoff,0x2A198 0x2A19B 0x2A19C,0xA198,0x2A198,,9007d6,0x2A198,24,0,0x07D6,DPTR,DPTR ← 0x07D6,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0xA19B,0x2A19B,read,decoded-candidate,stack-detour,0xA19F,0x2A19F
anchor:0xA1AC@0xA117>0xA1AC,anchor:0xA1AC@0xA117>0xA1AC/0xA1AF@0xA117>0xA1AC,anchor-access,direct-handoff,0x2A117,0xA1AC,0x2A1AC,0xA117>0xA1AC,9007d6,0x2A117,24,0,0x07D6,DPTR,DPTR ← 0x07D6,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0xA1AF,0x2A1AF,read,decoded-candidate,stack-detour,0xA1B3,0x2A1B3
anchor:0xA1AC@body,anchor:0xA1AC@body/0xA1AF@body,body-evidence,direct-handoff,0x2A1AC 0x2A1AF 0x2A1B0,0xA1AC,0x2A1AC,,9007d6,0x2A1AC,24,0,0x07D6,DPTR,DPTR ← 0x07D6,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0xA1AF,0x2A1AF,read,decoded-candidate,stack-detour,0xA1B3,0x2A1B3
anchor:0xA1EE@body,anchor:0xA1EE@body/0xA1F1@body,anchor-access,direct-handoff,0x2A1EE 0x2A1F1 0x2A1F2,0xA1EE,0x2A1EE,,9007d6,0x2A1EE,24,0,0x07D6,DPTR,DPTR ← 0x07D6,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0xA1F1,0x2A1F1,read,decoded-candidate,stack-detour,0xA1F5,0x2A1F5
anchor:0xA222@body,anchor:0xA222@body/0x578E@0xA225>0x578E,anchor-access,direct-handoff,0x2A222 0x2A225,0xA222,0x2A222,,900852,0x2A222,24,0,0x0852,DPTR,DPTR ← 0x0852,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x578E,0x2578E,read,decoded-candidate,unsupported-instruction,0xA228,0x2A228
anchor:0xA24E@body,anchor:0xA24E@body/0xA251@body,anchor-access,direct-handoff,0x2A24E 0x2A251 0x2A252,0xA24E,0x2A24E,,900852,0x2A24E,24,0,0x0852,DPTR,DPTR ← 0x0852,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0xA251,0x2A251,read,decoded-candidate,unsupported-branch,0xA255,0x2A255
anchor:0xA2F6@body,anchor:0xA2F6@body/0xA2F9@body,anchor-access,template-scan,0x2A2F6 0x2A2F9 0x2A2FA 0x2A2FD,0xA2F6,0x2A2F6,,900852,0x2A2F6,24,0,0x0852,DPTR,DPTR ← 0x0852,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0xA2F9,0x2A2F9,read,decoded-candidate,unsupported-instruction,0xA305,0x2A305
anchor:0xA32D@body,anchor:0xA32D@body/0x58B9@0xA330>0x58B9,anchor-access,direct-handoff,0x2A32D 0x2A330,0xA32D,0x2A32D,,900852,0x2A32D,24,0,0x0852,DPTR,DPTR ← 0x0852,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x58B9,0x258B9,read,decoded-candidate,unmodelled-handoff,0xA333,0x2A333
anchor:0xA4CA@body,anchor:0xA4CA@body/0xA4CD@body,anchor-access,direct-handoff,0x2A4CA 0x2A4CD 0x2A4CE 0x2A4D1 0x2A4D2,0xA4CA,0x2A4CA,,9000a2,0x2A4CA,24,0,0x00A2,DPTR,DPTR ← 0x00A2,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0xA4CD,0x2A4CD,write,decoded-candidate,unsupported-instruction,0xA4D6,0x2A4D6
anchor:0xA4CE@body,anchor:0xA4CE@body/0xA4D1@body,anchor-access,direct-handoff,0x2A4CA 0x2A4CD 0x2A4CE 0x2A4D1 0x2A4D2,0xA4CE,0x2A4CE,,900832,0x2A4CA,24,0,0x0832,DPTR,DPTR ← 0x0832,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0xA4D1,0x2A4D1,read,decoded-candidate,unsupported-instruction,0xA4D6,0x2A4D6
anchor:0xA508@body,anchor:0xA508@body/0xA50B@body,anchor-access,direct-handoff,0x2A503,0xA508,0x2A508,,900837,0x2A503,24,0,0x0837,DPTR,DPTR ← 0x0837,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0xA50B,0x2A50B,read,decoded-candidate,unsupported-instruction,0xA50C,0x2A50C
anchor:0xA52E@body,anchor:0xA52E@body/0xA531@body,anchor-access,template-scan,0x2A52E 0x2A531 0x2A532 0x2A535 0x2A536,0xA52E,0x2A52E,,900832,0x2A52E,24,0,0x0832,DPTR,DPTR ← 0x0832,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0xA531,0x2A531,read,decoded-candidate,unsupported-instruction,0xA53F,0x2A53F
