construction_id,access_id,row_kind,methods,anchors,construction_runtime,construction_file,context,matched_bytes,frame_start,frame_onto,frame_over,effective_base,destination,terms,semantics,consumer_runtime,consumer_file,direction,status,stop_reason,stop_runtime,stop_file
template:0x350E@0x1EA2>0xF4EE;0xF4EF>0x350B,template:0x350E@0x1EA2>0xF4EE;0xF4EF>0x350B/0xF4F2@0x1EA2>0xF4EE,access,direct-handoff overlapping-add-suffix,0x21EA2,0x350E,0x2350E,0x1EA2>0xF4EE;0xF4EF>0x350B,a424f4f582e43408f583,0x21EA2,24,0,0x08F4,DPTR,DPTR ← 0x08F4 + low8(R7×0x5E),low8(x)=x&0xFF; carry retained; address modulo 0x10000,0xF4F2,0x2F4F2,read,decoded-candidate,unsupported-instruction,0xF4F3,0x2F4F3
template:0x350E@0x1EE8>0xF4EE;0xF4EF>0x350B,template:0x350E@0x1EE8>0xF4EE;0xF4EF>0x350B/0xF4F2@0x1EE8>0xF4EE,access,direct-handoff overlapping-add-suffix,0x21EE8,0x350E,0x2350E,0x1EE8>0xF4EE;0xF4EF>0x350B,a424f4f582e43408f583,0x21EE8,24,0,0x08F4,DPTR,DPTR ← 0x08F4 + low8(R7×0x5E),low8(x)=x&0xFF; carry retained; address modulo 0x10000,0xF4F2,0x2F4F2,read,decoded-candidate,unsupported-instruction,0xF4F3,0x2F4F3
template:0x350E@0x1F13>0xF4EE;0xF4EF>0x350B,template:0x350E@0x1F13>0xF4EE;0xF4EF>0x350B/0xF4F2@0x1F13>0xF4EE,access,direct-handoff overlapping-add-suffix,0x21F13,0x350E,0x2350E,0x1F13>0xF4EE;0xF4EF>0x350B,a424f4f582e43408f583,0x21F13,24,0,0x08F4,DPTR,DPTR ← 0x08F4 + low8(R7×0x5E),low8(x)=x&0xFF; carry retained; address modulo 0x10000,0xF4F2,0x2F4F2,read,decoded-candidate,unsupported-instruction,0xF4F3,0x2F4F3
template:0x350E@0x22C2>0x350B,template:0x350E@0x22C2>0x350B/0x22C5@body,access,direct-handoff overlapping-add-suffix,0x222BE 0x222C1 0x222C2,0x350E,0x2350E,0x22C2>0x350B,a424f4f582e43408f583,0x222BE,24,0,0x08F4,DPTR,DPTR ← 0x08F4 + low8(A×0x5E),low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x22C5,0x222C5,read,decoded-candidate,unsupported-instruction,0x22C6,0x222C6
template:0x350E@0x2452>0x350B,template:0x350E@0x2452>0x350B/0x2455@body,access,direct-handoff overlapping-add-suffix,0x2244E 0x22451 0x22452,0x350E,0x2350E,0x2452>0x350B,a424f4f582e43408f583,0x2244E,24,0,0x08F4,DPTR,DPTR ← 0x08F4 + low8(A×0x5E),low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x2455,0x22455,read,decoded-candidate,unsupported-instruction,0x2456,0x22456
template:0x350E@0x2F8F>0x5EE0;0x5EE5>0x350B,template:0x350E@0x2F8F>0x5EE0;0x5EE5>0x350B/0x5EE8@0x2F8F>0x5EE0,access,direct-handoff overlapping-add-suffix,0x22F8F,0x350E,0x2350E,0x2F8F>0x5EE0;0x5EE5>0x350B,a424f4f582e43408f583,0x22F8F,24,0,0x08F4,DPTR,DPTR ← 0x08F4 + low8(R7×0x5E),low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x5EE8,0x25EE8,read,decoded-candidate,unsupported-branch,0x5EE9,0x25EE9
template:0x350E@0x3F1B>0x350B,template:0x350E@0x3F1B>0x350B/0x3F1E@body,access,direct-handoff overlapping-add-suffix,0x23F17 0x23F1A 0x23F1B,0x350E,0x2350E,0x3F1B>0x350B,a424f4f582e43408f583,0x23F17,24,0,0x08F4,DPTR,DPTR ← 0x08F4 + low8(A×0x5E),low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x3F1E,0x23F1E,read,decoded-candidate,unsupported-instruction,0x3F1F,0x23F1F
template:0x350E@0x5EE5>0x350B,template:0x350E@0x5EE5>0x350B/0x5EE8@body,access,direct-handoff overlapping-add-suffix,0x25EE0 0x25EE3 0x25EE4 0x25EE5,0x350E,0x2350E,0x5EE5>0x350B,a424f4f582e43408f583,0x25EE0,24,0,0x08F4,DPTR,DPTR ← 0x08F4 + low8(R7×0x5E),low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x5EE8,0x25EE8,read,decoded-candidate,unsupported-branch,0x5EE9,0x25EE9
template:0x350E@0x6459>0x350B,template:0x350E@0x6459>0x350B/0x645C@body,access,direct-handoff overlapping-add-suffix,0x26455 0x26458 0x26459,0x350E,0x2350E,0x6459>0x350B,a424f4f582e43408f583,0x26455,24,0,0x08F4,DPTR,DPTR ← 0x08F4 + low8(A×0x5E),low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x645C,0x2645C,read,decoded-candidate,unsupported-instruction,0x645D,0x2645D
template:0x350E@0x684B>0x350B,template:0x350E@0x684B>0x350B/0x684E@body,access,direct-handoff overlapping-add-suffix,0x26847 0x2684A 0x2684B,0x350E,0x2350E,0x684B>0x350B,a424f4f582e43408f583,0x26847,24,0,0x08F4,DPTR,DPTR ← 0x08F4 + low8(A×0x5E),low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x684E,0x2684E,read,decoded-candidate,unsupported-instruction,0x684F,0x2684F
template:0x350E@0x8267>0x8590;0x8590>0x350B,template:0x350E@0x8267>0x8590;0x8590>0x350B/0x8593@0x8267>0x8590,access,direct-handoff overlapping-add-suffix,0x28267,0x350E,0x2350E,0x8267>0x8590;0x8590>0x350B,a424f4f582e43408f583,0x28267,24,0,0x08F4,DPTR,DPTR ← 0x08F4 + low8(A×0x5E),low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x8593,0x28593,read,decoded-candidate,unsupported-instruction,0x8594,0x28594
template:0x350E@0x8590>0x350B,template:0x350E@0x8590>0x350B/0x8593@body,access,direct-handoff overlapping-add-suffix,0x2858F 0x28590,0x350E,0x2350E,0x8590>0x350B,a424f4f582e43408f583,0x2858F,24,0,0x08F4,DPTR,DPTR ← 0x08F4 + low8(R3×0x5E),low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x8593,0x28593,read,decoded-candidate,unsupported-instruction,0x8594,0x28594
template:0x350E@0xD50D>0x350B,template:0x350E@0xD50D>0x350B/0xD510@body,access,direct-handoff overlapping-add-suffix,0x2D506 0x2D508 0x2D509 0x2D50C 0x2D50D,0x350E,0x2350E,0xD50D>0x350B,a424f4f582e43408f583,0x2D506,24,0,0x08F4,DPTR,DPTR ← 0x08F4 + low8(A×0x5E),low8(x)=x&0xFF; carry retained; address modulo 0x10000,0xD510,0x2D510,read,decoded-candidate,unsupported-instruction,0xD511,0x2D511
template:0x350E@0xD6A3>0x350B,template:0x350E@0xD6A3>0x350B/0xD6A8@body,access,direct-handoff overlapping-add-suffix,0x2D69F 0x2D6A2 0x2D6A3,0x350E,0x2350E,0xD6A3>0x350B,a424f4f582e43408f583,0x2D69F,24,0,0x08F4,DPTR,DPTR ← 0x08F4 + low8(A×0x5E),low8(x)=x&0xFF; carry retained; address modulo 0x10000,0xD6A8,0x2D6A8,write,decoded-candidate,unsupported-instruction,0xD6AD,0x2D6AD
template:0x350E@0xF4EF>0x350B,template:0x350E@0xF4EF>0x350B/0xF4F2@body,access,direct-handoff overlapping-add-suffix,0x2F4EE 0x2F4EF,0x350E,0x2350E,0xF4EF>0x350B,a424f4f582e43408f583,0x2F4EE,24,0,0x08F4,DPTR,DPTR ← 0x08F4 + low8(R7×0x5E),low8(x)=x&0xFF; carry retained; address modulo 0x10000,0xF4F2,0x2F4F2,read,decoded-candidate,unsupported-instruction,0xF4F3,0x2F4F3
template:0x350E@body,template:0x350E@body/none,body-evidence,overlapping-add-suffix template-scan,0x2350B 0x2350E 0x2350F,0x350E,0x2350E,,a424f4f582e43408f583,0x2350B,24,0,0x08F4,DPTR,DPTR ← 0x08F4 + low8(A×0x5E),low8(x)=x&0xFF; carry retained; address modulo 0x10000,,,,consumption-not-established,return-consumption-not-established,0x3518,0x23518
template:0x3607@0x1FA8>0x3604,template:0x3607@0x1FA8>0x3604/0x1FAB@body,access,direct-handoff overlapping-add-suffix,0x21FA5 0x21FA6 0x21FA7 0x21FA8,0x3607,0x23607,0x1FA8>0x3604,a424f6f582e43408f583,0x21FA5,24,0,0x08F6,DPTR,DPTR ← 0x08F6 + low8(R6×0x5E),low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x1FAB,0x21FAB,read,decoded-candidate,unsupported-instruction,0x1FAC,0x21FAC
template:0x3607@0x1FB5>0x3604,template:0x3607@0x1FB5>0x3604/none,construction-only,direct-handoff overlapping-add-suffix,0x21FB5,0x3607,0x23607,0x1FB5>0x3604,a424f6f582e43408f583,0x21FB5,24,0,0x08F6,DPTR,DPTR ← 0x08F6 + low8(A×0x5E),low8(x)=x&0xFF; carry retained; address modulo 0x10000,,,,consumption-not-established,stack-detour,0x1FB8,0x21FB8
template:0x3607@0x22A1>0x3604,template:0x3607@0x22A1>0x3604/0x22A4@body,access,direct-handoff overlapping-add-suffix,0x222A1,0x3607,0x23607,0x22A1>0x3604,a424f6f582e43408f583,0x222A1,24,0,0x08F6,DPTR,DPTR ← 0x08F6 + low8(A×0x5E),low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x22A4,0x222A4,read,decoded-candidate,unsupported-instruction,0x22A5,0x222A5
template:0x3607@0x22AA>0x3604,template:0x3607@0x22AA>0x3604/none,construction-only,direct-handoff overlapping-add-suffix,0x222A9 0x222AA,0x3607,0x23607,0x22AA>0x3604,a424f6f582e43408f583,0x222A9,24,0,0x08F6,DPTR,DPTR ← 0x08F6 + low8(R7×0x5E),low8(x)=x&0xFF; carry retained; address modulo 0x10000,,,,consumption-not-established,stack-detour,0x22AD,0x222AD
template:0x3607@0x860E>0x3604,template:0x3607@0x860E>0x3604/none,construction-only,direct-handoff overlapping-add-suffix,0x2860E,0x3607,0x23607,0x860E>0x3604,a424f6f582e43408f583,0x2860E,24,0,0x08F6,DPTR,DPTR ← 0x08F6 + low8(A×0x5E),low8(x)=x&0xFF; carry retained; address modulo 0x10000,,,,consumption-not-established,unsupported-instruction,0x8611,0x28611
template:0x3607@body,template:0x3607@body/none,body-evidence,overlapping-add-suffix template-scan,0x23604 0x23607 0x23608,0x3607,0x23607,,a424f6f582e43408f583,0x23604,24,0,0x08F6,DPTR,DPTR ← 0x08F6 + low8(A×0x5E),low8(x)=x&0xFF; carry retained; address modulo 0x10000,,,,consumption-not-established,return-consumption-not-established,0x3611,0x23611
template:0x364D@0x443B>0x364A,template:0x364D@0x443B>0x364A/none,construction-only,direct-handoff overlapping-add-suffix,0x24437 0x2443A 0x2443B,0x364D,0x2364D,0x443B>0x364A,a4242df582e4340af583,0x24437,24,0,0x0A2D,DPTR,DPTR ← 0x0A2D + low8(A×0x17),low8(x)=x&0xFF; carry retained; address modulo 0x10000,,,,consumption-not-established,unmodelled-handoff,0x3657,0x23657
template:0x364D@0x61D0>0x364A,template:0x364D@0x61D0>0x364A/none,construction-only,direct-handoff overlapping-add-suffix,0x261CF 0x261D0,0x364D,0x2364D,0x61D0>0x364A,a4242df582e4340af583,0x261CF,24,0,0x0A2D,DPTR,DPTR ← 0x0A2D + low8(R3×0x17),low8(x)=x&0xFF; carry retained; address modulo 0x10000,,,,consumption-not-established,unmodelled-handoff,0x3657,0x23657
template:0x364D@body,template:0x364D@body/none,body-evidence,overlapping-add-suffix template-scan,0x2364A 0x2364D 0x2364E,0x364D,0x2364D,,a4242df582e4340af583,0x2364A,24,0,0x0A2D,DPTR,DPTR ← 0x0A2D + low8(A×0x17),low8(x)=x&0xFF; carry retained; address modulo 0x10000,,,,consumption-not-established,unmodelled-handoff,0x3657,0x23657
template:0x3661@0x4929>0x365E,template:0x3661@0x4929>0x365E/0x492C@body,access,direct-handoff overlapping-add-suffix,0x24925 0x24928 0x24929,0x3661,0x23661,0x4929>0x365E,a424f3f582e43408f583,0x24925,24,0,0x08F3,DPTR,DPTR ← 0x08F3 + low8(A×0x5E),low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x492C,0x2492C,read,decoded-candidate,unsupported-instruction,0x492D,0x2492D
template:0x3661@body,template:0x3661@body/none,body-evidence,overlapping-add-suffix template-scan,0x2365E 0x23661 0x23662,0x3661,0x23661,,a424f3f582e43408f583,0x2365E,24,0,0x08F3,DPTR,DPTR ← 0x08F3 + low8(A×0x5E),low8(x)=x&0xFF; carry retained; address modulo 0x10000,,,,consumption-not-established,return-consumption-not-established,0x366B,0x2366B
template:0x3744@body,template:0x3744@body/0x374E@body,access,overlapping-add-suffix template-scan,0x23741 0x23744 0x23745,0x3744,0x23744,,a424f7f582e43408f583,0x23741,24,0,0x08F7,DPTR,DPTR ← 0x08F7 + low8(A×0x5E),low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x374E,0x2374E,read,decoded-candidate,return-consumption-not-established,0x374F,0x2374F
template:0x37E2@0x675D>0x37DE,template:0x37E2@0x675D>0x37DE/0x6762@body,access,direct-handoff overlapping-add-suffix,0x2675D,0x37E2,0x237E2,0x675D>0x37DE,a424f5f582e43408f583,0x2675D,24,0,0x08F5,DPTR,DPTR ← 0x08F5 + low8(A×0x5E),low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x6762,0x26762,write,decoded-candidate,unsupported-branch,0x6763,0x26763
template:0x37E2@0x6765>0x37DE,template:0x37E2@0x6765>0x37DE/0x676A@body,access,direct-handoff overlapping-add-suffix,0x26765,0x37E2,0x237E2,0x6765>0x37DE,a424f5f582e43408f583,0x26765,24,0,0x08F5,DPTR,DPTR ← 0x08F5 + low8(A×0x5E),low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x676A,0x2676A,write,decoded-candidate,unsupported-branch,0x676F,0x2676F
template:0x37E2@0xB805>0x37DF,template:0x37E2@0xB805>0x37DF/0xB80A@body,access,direct-handoff overlapping-add-suffix,0x2B805,0x37E2,0x237E2,0xB805>0x37DF,a424f5f582e43408f583,0x2B805,24,0,0x08F5,DPTR,DPTR ← 0x08F5 + low8(A×0x5E),low8(x)=x&0xFF; carry retained; address modulo 0x10000,0xB80A,0x2B80A,write,decoded-candidate,unmodelled-handoff,0xB80B,0x2B80B
template:0x37E2@body,template:0x37E2@body/none,body-evidence,overlapping-add-suffix template-scan,0x237DE 0x237DF 0x237E2 0x237E3,0x37E2,0x237E2,,a424f5f582e43408f583,0x237DE,24,0,0x08F5,DPTR,DPTR ← 0x08F5 + low8(A×0x5E),low8(x)=x&0xFF; carry retained; address modulo 0x10000,,,,consumption-not-established,return-consumption-not-established,0x37EC,0x237EC
template:0x38BB@body,template:0x38BB@body/0x38C5@body,access,overlapping-add-suffix template-scan,0x238B8 0x238BB 0x238BC,0x38BB,0x238BB,,a4246ff582e43408f583,0x238B8,22,2,0x086F,DPTR,DPTR ← 0x086F + low8(A×0x77),low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x38C5,0x238C5,read,decoded-candidate,return-consumption-not-established,0x38C6,0x238C6
template:0x3F81@body,template:0x3F81@body/0x3F8A@body,access,template-scan,0x23F81,0x3F81,0x23F81,,248bf582e43409f583,0x23F81,24,0,0x098B,DPTR,DPTR ← 0x098B + A,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x3F8A,0x23F8A,read,decoded-candidate,unsupported-instruction,0x3F8B,0x23F8B
template:0x43B7@body,template:0x43B7@body/0x43C0@body,access,template-scan,0x243B7,0x43B7,0x243B7,,24b0f582e43409f583,0x243B7,24,0,0x09B0,DPTR,DPTR ← 0x09B0 + A,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x43C0,0x243C0,read,decoded-candidate,unsupported-instruction,0x43C1,0x243C1
template:0x45BE@body,template:0x45BE@body/none,construction-only,overlapping-add-suffix template-scan,0x245B5 0x245B6 0x245B7 0x245BA 0x245BB 0x245BE 0x245BF,0x45BE,0x245BE,,a42404f582e43409f583,0x245B5,24,0,0x0904,DPTR,DPTR ← 0x0904 + low8(A×0x5E),low8(x)=x&0xFF; carry retained; address modulo 0x10000,,,,consumption-not-established,unmodelled-handoff,0x45C8,0x245C8
template:0x4F11@body,template:0x4F11@body/none,construction-only,template-scan,0x24F11,0x4F11,0x24F11,,2466f582e43409f583,0x24F11,24,0,0x0966,DPTR,DPTR ← 0x0966 + A,low8(x)=x&0xFF; carry retained; address modulo 0x10000,,,,consumption-not-established,stack-detour,0x4F1A,0x24F1A
template:0x4F3E@body,template:0x4F3E@body/0x4F47@body,access,template-scan,0x24F3E,0x4F3E,0x24F3E,,247bf582e43409f583,0x24F3E,23,1,0x097B,DPTR,DPTR ← 0x097B + A,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x4F47,0x24F47,read,decoded-candidate,unsupported-instruction,0x4F48,0x24F48
template:0x4F7A@body,template:0x4F7A@body/0x4F84@body,access,template-scan,0x24F7A,0x4F7A,0x24F7A,,247af582e43409f583,0x24F7A,23,1,0x097A,DPTR,DPTR ← 0x097A + A,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x4F84,0x24F84,write,decoded-candidate,unsupported-instruction,0x4F8E,0x24F8E
template:0x4FA2@body,template:0x4FA2@body/none,construction-only,template-scan,0x24FA2,0x4FA2,0x24FA2,,244af582e43409f583,0x24FA2,24,0,0x094A,DPTR,DPTR ← 0x094A + A,low8(x)=x&0xFF; carry retained; address modulo 0x10000,,,,consumption-not-established,stack-detour,0x4FAB,0x24FAB
template:0x566C@0x2BDB>0xF3A4;0xF3A4>0x5668,template:0x566C@0x2BDB>0xF3A4;0xF3A4>0x5668/0x5676@0x2BDB>0xF3A4;0xF3A4>0x5668,access,direct-handoff overlapping-add-suffix,0x22BDB,0x566C,0x2566C,0x2BDB>0xF3A4;0xF3A4>0x5668,a4246cf582e43408f583,0x22BDB,22,2,0x086C,DPTR,DPTR ← 0x086C + low8(R7×0x77),low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x5676,0x25676,read,decoded-candidate,unsupported-instruction,0x5677,0x25677
template:0x566C@0x2D02>0xF3B8;0xF3B8>0x5668,template:0x566C@0x2D02>0xF3B8;0xF3B8>0x5668/0x5676@0x2D02>0xF3B8;0xF3B8>0x5668,access,direct-handoff overlapping-add-suffix,0x22D02,0x566C,0x2566C,0x2D02>0xF3B8;0xF3B8>0x5668,a4246cf582e43408f583,0x22D02,22,2,0x086C,DPTR,DPTR ← 0x086C + low8(R7×0x77),low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x5676,0x25676,read,decoded-candidate,unsupported-instruction,0x5677,0x25677
template:0x566C@0xF3A4>0x5668,template:0x566C@0xF3A4>0x5668/0x5676@0xF3A4>0x5668,access,direct-handoff overlapping-add-suffix,0x2F3A4,0x566C,0x2566C,0xF3A4>0x5668,a4246cf582e43408f583,0x2F3A4,22,2,0x086C,DPTR,DPTR ← 0x086C + low8(R7×0x77),low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x5676,0x25676,read,decoded-candidate,unsupported-instruction,0x5677,0x25677
template:0x566C@0xF3B8>0x5668,template:0x566C@0xF3B8>0x5668/0x5676@0xF3B8>0x5668,access,direct-handoff overlapping-add-suffix,0x2F3B8,0x566C,0x2566C,0xF3B8>0x5668,a4246cf582e43408f583,0x2F3B8,22,2,0x086C,DPTR,DPTR ← 0x086C + low8(R7×0x77),low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x5676,0x25676,read,decoded-candidate,unsupported-instruction,0x5677,0x25677
template:0x566C@0xF5A7>0x5668,template:0x566C@0xF5A7>0x5668/0x5676@0xF5A7>0x5668,access,direct-handoff overlapping-add-suffix,0x2F5A7,0x566C,0x2566C,0xF5A7>0x5668,a4246cf582e43408f583,0x2F5A7,22,2,0x086C,DPTR,DPTR ← 0x086C + low8(R7×0x77),low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x5676,0x25676,read,decoded-candidate,unsupported-instruction,0x5677,0x25677
template:0x566C@0xF5B5>0x5668,template:0x566C@0xF5B5>0x5668/0x5676@0xF5B5>0x5668,access,direct-handoff overlapping-add-suffix,0x2F5B5,0x566C,0x2566C,0xF5B5>0x5668,a4246cf582e43408f583,0x2F5B5,22,2,0x086C,DPTR,DPTR ← 0x086C + low8(R7×0x77),low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x5676,0x25676,read,decoded-candidate,unsupported-instruction,0x5677,0x25677
template:0x566C@body,template:0x566C@body/0x5676@body,body-evidence,overlapping-add-suffix template-scan,0x25668 0x25669 0x2566C 0x2566D,0x566C,0x2566C,,a4246cf582e43408f583,0x25668,22,2,0x086C,DPTR,DPTR ← 0x086C + low8(R7×0x77),low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x5676,0x25676,read,decoded-candidate,unsupported-instruction,0x5677,0x25677
template:0x567F@0x2B12>0x567C,template:0x567F@0x2B12>0x567C/0x2B15@body,access,direct-handoff overlapping-add-suffix,0x22B0E 0x22B11 0x22B12,0x567F,0x2567F,0x2B12>0x567C,a42473f582e43408f583,0x22B0E,22,2,0x0873,DPTR,DPTR ← 0x0873 + low8(A×0x77),low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x2B15,0x22B15,read,decoded-candidate,unsupported-instruction,0x2B16,0x22B16
template:0x567F@0x2BAD>0x567C,template:0x567F@0x2BAD>0x567C/0x2BB1@body,access,direct-handoff overlapping-add-suffix,0x22BAD,0x567F,0x2567F,0x2BAD>0x567C,a42473f582e43408f583,0x22BAD,22,2,0x0873,DPTR,DPTR ← 0x0873 + low8(A×0x77),low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x2BB1,0x22BB1,write,decoded-candidate,unsupported-branch,0x2BB6,0x22BB6
template:0x567F@0x2BB2>0x567B,template:0x567F@0x2BB2>0x567B/0x2BB5@body,access,direct-handoff overlapping-add-suffix,0x22BAD 0x22BB0 0x22BB1 0x22BB2,0x567F,0x2567F,0x2BB2>0x567B,a42473f582e43408f583,0x22BAD 0x22BB0,22,2,0x0873,DPTR,DPTR ← 0x0873 + low8(R7×0x77),low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x2BB5,0x22BB5,read,decoded-candidate,unsupported-branch,0x2BB6,0x22BB6
template:0x567F@0x2BB8>0x567B,template:0x567F@0x2BB8>0x567B/0x2BBB@body,access,direct-handoff overlapping-add-suffix,0x22BB8,0x567F,0x2567F,0x2BB8>0x567B,a42473f582e43408f583,0x22BB8,22,2,0x0873,DPTR,DPTR ← 0x0873 + low8(R7×0x77),low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x2BBB,0x22BBB,read,decoded-candidate,unsupported-instruction,0x2BBC,0x22BBC
template:0x567F@0x2BC0>0x567B,template:0x567F@0x2BC0>0x567B/0x2BC3@body,access,direct-handoff overlapping-add-suffix,0x22BC0,0x567F,0x2567F,0x2BC0>0x567B,a42473f582e43408f583,0x22BC0,22,2,0x0873,DPTR,DPTR ← 0x0873 + low8(R7×0x77),low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x2BC3,0x22BC3,read,decoded-candidate,unsupported-instruction,0x2BC4,0x22BC4
template:0x567F@0x2CD1>0x567C,template:0x567F@0x2CD1>0x567C/0x2CD4@body,access,direct-handoff overlapping-add-suffix,0x22CD1,0x567F,0x2567F,0x2CD1>0x567C,a42473f582e43408f583,0x22CD1,22,2,0x0873,DPTR,DPTR ← 0x0873 + low8(A×0x77),low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x2CD4,0x22CD4,read,decoded-candidate,unsupported-branch,0x2CD5,0x22CD5
template:0x567F@0x2CD7>0x567B,template:0x567F@0x2CD7>0x567B/0x2CDA@body,access,direct-handoff overlapping-add-suffix,0x22CD7,0x567F,0x2567F,0x2CD7>0x567B,a42473f582e43408f583,0x22CD7,22,2,0x0873,DPTR,DPTR ← 0x0873 + low8(R7×0x77),low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x2CDA,0x22CDA,read,decoded-candidate,unsupported-instruction,0x2CDB,0x22CDB
template:0x567F@0xCA9A>0x567C,template:0x567F@0xCA9A>0x567C/0xCA9F@body,access,direct-handoff overlapping-add-suffix,0x2CA94 0x2CA97 0x2CA98 0x2CA99 0x2CA9A,0x567F,0x2567F,0xCA9A>0x567C,a42473f582e43408f583,0x2CA94 0x2CA97,22,2,0x0873,DPTR,DPTR ← 0x0873 + low8(R6×0x77),low8(x)=x&0xFF; carry retained; address modulo 0x10000,0xCA9F,0x2CA9F,write,decoded-candidate,return-consumption-not-established,0xCAA0,0x2CAA0
template:0x567F@0xE191>0x567C,template:0x567F@0xE191>0x567C/0x56CB@0xE196>0x56CB,access,direct-handoff overlapping-add-suffix,0x2E191,0x567F,0x2567F,0xE191>0x567C,a42473f582e43408f583,0x2E191,22,2,0x0873,DPTR,DPTR ← 0x0873 + low8(A×0x77),low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x56CB,0x256CB,write,decoded-candidate,unsupported-instruction,0xE199,0x2E199
template:0x567F@0xE4AF>0x567B,template:0x567F@0xE4AF>0x567B/0xE4B2@body,access,direct-handoff overlapping-add-suffix,0x2E4AF,0x567F,0x2567F,0xE4AF>0x567B,a42473f582e43408f583,0x2E4AF,22,2,0x0873,DPTR,DPTR ← 0x0873 + low8(R7×0x77),low8(x)=x&0xFF; carry retained; address modulo 0x10000,0xE4B2,0x2E4B2,read,decoded-candidate,unsupported-instruction,0xE4BC,0x2E4BC
template:0x567F@body,template:0x567F@body/none,body-evidence,overlapping-add-suffix template-scan,0x2567B 0x2567C 0x2567F 0x25680,0x567F,0x2567F,,a42473f582e43408f583,0x2567B,22,2,0x0873,DPTR,DPTR ← 0x0873 + low8(R7×0x77),low8(x)=x&0xFF; carry retained; address modulo 0x10000,,,,consumption-not-established,return-consumption-not-established,0x5689,0x25689
template:0x56D0@0x2AA5>0x56CD,template:0x56D0@0x2AA5>0x56CD/0x56DA@0x2AA5>0x56CD,access,direct-handoff overlapping-add-suffix,0x22A9B 0x22A9E 0x22AA0 0x22AA1 0x22AA4 0x22AA5,0x56D0,0x256D0,0x2AA5>0x56CD,a4246ff582e43408f583,0x22A9B,22,2,0x086F,DPTR,DPTR ← 0x086F + low8(A×0x77),low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x56DA,0x256DA,read,decoded-candidate,unsupported-instruction,0x2AA8,0x22AA8
template:0x56D0@0x2B58>0x56CD,template:0x56D0@0x2B58>0x56CD/0x56DA@0x2B58>0x56CD,access,direct-handoff overlapping-add-suffix,0x22B57 0x22B58,0x56D0,0x256D0,0x2B58>0x56CD,a4246ff582e43408f583,0x22B57,22,2,0x086F,DPTR,DPTR ← 0x086F + low8(R3×0x77),low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x56DA,0x256DA,read,decoded-candidate,unsupported-instruction,0x2B5B,0x22B5B
template:0x56D0@0x2DB3>0x56CC,template:0x56D0@0x2DB3>0x56CC/0x56DA@0x2DB3>0x56CC,access,direct-handoff overlapping-add-suffix,0x22DB3,0x56D0,0x256D0,0x2DB3>0x56CC,a4246ff582e43408f583,0x22DB3,22,2,0x086F,DPTR,DPTR ← 0x086F + low8(R7×0x77),low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x56DA,0x256DA,read,decoded-candidate,unsupported-branch,0x2DB6,0x22DB6
template:0x56D0@0xE196>0x56CB,template:0x56D0@0xE196>0x56CB/0x56DA@0xE196>0x56CB,access,direct-handoff overlapping-add-suffix,0x2E191 0x2E194 0x2E196,0x56D0,0x256D0,0xE196>0x56CB,a4246ff582e43408f583,0x2E191 0x2E194,22,2,0x086F,DPTR,DPTR ← 0x086F + low8(R7×0x77),low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x56DA,0x256DA,read,decoded-candidate,unsupported-instruction,0xE199,0x2E199
